"Status","Year","Age","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Foreign, Commonwealth and Development Office","260","260","35880","34440"
"In post","2022","20-29","Unknown","HM Land Registry","330","320","25840","22600"
"In post","2022","20-29","Unknown","HM Revenue and Customs","4340","4240","27170","26590"
"In post","2022","20-29","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Home Office","1840","1830","29640","25630"
"In post","2022","20-29","Unknown","Ministry of Defence","1600","1590","28520","26740"
"In post","2022","20-29","Unknown","Ministry of Justice","4130","4060","26100","24270"
"In post","2022","20-29","Unknown","National Crime Agency","70","70","32740","32260"
"In post","2022","20-29","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Government","1610","1580","27260","25930"
"In post","2022","20-29","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","UK Statistics Authority","270","260","29400","30210"
"In post","2022","20-29","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Welsh Government","60","60","27360","25250"
"In post","2022","20-29","White","Attorney General's Departments","990","980","30400","26950"
"In post","2022","20-29","White","Cabinet Office","1150","1140","36590","34550"
"In post","2022","20-29","White","Chancellor's other departments","40","40","[c]","[c]"
"In post","2022","20-29","White","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Competition and Markets Authority","90","90","42160","35030"
"In post","2022","20-29","White","Department for Business, Energy and Industrial Strategy","2040","2030","37100","33880"
"In post","2022","20-29","White","Department for Digital, Culture, Media and Sport","550","550","39380","34020"
"In post","2022","20-29","White","Department for Education","1150","1140","35580","32970"
"In post","2022","20-29","White","Department for Environment, Food and Rural Affairs","1670","1650","31000","29180"
"In post","2022","20-29","White","Department for International Trade","510","510","38860","38160"
"In post","2022","20-29","White","Department for Levelling Up, Housing and Communities","630","630","38090","33210"
"In post","2022","20-29","White","Department for Transport","1310","1280","30940","26840"
"In post","2022","20-29","White","Department for Work and Pensions","6880","6750","26460","27570"
"In post","2022","20-29","White","Department of Health and Social Care","1460","1430","33440","32330"
"In post","2022","20-29","White","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Food Standards Agency","110","110","32140","30350"
"In post","2022","20-29","White","Foreign, Commonwealth and Development Office","750","750","34120","33560"
"In post","2022","20-29","White","HM Land Registry","710","690","26100","27130"
"In post","2022","20-29","White","HM Revenue and Customs","5750","5660","29740","26820"
"In post","2022","20-29","White","HM Treasury","770","770","39110","33110"
"In post","2022","20-29","White","Home Office","2830","2780","28910","24890"
"In post","2022","20-29","White","Ministry of Defence","5430","5400","29020","27540"
"In post","2022","20-29","White","Ministry of Justice","9640","9520","26520","25120"
"In post","2022","20-29","White","National Crime Agency","670","670","33690","32770"
"In post","2022","20-29","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Office for Standards in Education, Children's Services and Skills","110","110","29570","25880"
"In post","2022","20-29","White","Office of Gas and Electricity Markets","250","250","30300","29040"
"In post","2022","20-29","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Scottish Government","2590","2560","29360","27230"
"In post","2022","20-29","White","The National Archives","60","60","26910","24400"
"In post","2022","20-29","White","UK Export Finance","60","60","37830","33430"
"In post","2022","20-29","White","UK Statistics Authority","890","870","31270","30710"
"In post","2022","20-29","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Welsh Government","470","460","28640","25860"
"In post","2022","30-39","Asian","Attorney General's Departments","260","250","43750","48080"
"In post","2022","30-39","Asian","Cabinet Office","200","190","48070","49000"
"In post","2022","30-39","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Competition and Markets Authority","50","40","[c]","[c]"
"In post","2022","30-39","Asian","Department for Business, Energy and Industrial Strategy","270","270","41580","40050"
"In post","2022","30-39","Asian","Department for Digital, Culture, Media and Sport","60","60","48330","51730"
"In post","2022","30-39","Asian","Department for Education","280","270","40800","36780"
"In post","2022","30-39","Asian","Department for Environment, Food and Rural Affairs","120","120","37790","35900"
"In post","2022","30-39","Asian","Department for International Trade","90","80","47340","51710"
"In post","2022","30-39","Asian","Department for Levelling Up, Housing and Communities","80","80","44840","39600"
"In post","2022","30-39","Asian","Department for Transport","180","170","38820","35060"
"In post","2022","30-39","Asian","Department for Work and Pensions","1880","1750","28440","27570"
"In post","2022","30-39","Asian","Department of Health and Social Care","370","350","38890","33400"
"In post","2022","30-39","Asian","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Foreign, Commonwealth and Development Office","130","120","43010","38860"
"In post","2022","30-39","Asian","HM Land Registry","50","50","28970","27130"
"In post","2022","30-39","Asian","HM Revenue and Customs","1730","1660","33640","33080"
"In post","2022","30-39","Asian","HM Treasury","90","90","52280","53070"
"In post","2022","30-39","Asian","Home Office","1270","1190","31970","28850"
"In post","2022","30-39","Asian","Ministry of Defence","370","360","37610","34350"
"In post","2022","30-39","Asian","Ministry of Justice","1310","1210","29210","25820"
"In post","2022","30-39","Asian","National Crime Agency","90","90","35970","36200"
"In post","2022","30-39","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Office of Gas and Electricity Markets","50","50","44120","40500"
"In post","2022","30-39","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Scottish Government","120","110","35560","31540"
"In post","2022","30-39","Asian","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","UK Statistics Authority","50","50","34490","32260"
"In post","2022","30-39","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Attorney General's Departments","120","110","38160","33090"
"In post","2022","30-39","Black","Cabinet Office","60","60","44700","40600"
"In post","2022","30-39","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Department for Business, Energy and Industrial Strategy","110","110","40240","37560"
"In post","2022","30-39","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Department for Education","90","90","40340","36780"
"In post","2022","30-39","Black","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"In post","2022","30-39","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Department for Levelling Up, Housing and Communities","60","50","42370","39600"
"In post","2022","30-39","Black","Department for Transport","60","60","38370","35060"
"In post","2022","30-39","Black","Department for Work and Pensions","770","730","29240","29290"
"In post","2022","30-39","Black","Department of Health and Social Care","170","160","37660","36330"
"In post","2022","30-39","Black","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Foreign, Commonwealth and Development Office","50","50","[c]","[c]"
"In post","2022","30-39","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","HM Revenue and Customs","450","440","32560","33080"
"In post","2022","30-39","Black","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Home Office","340","320","32980","29030"
"In post","2022","30-39","Black","Ministry of Defence","190","180","34780","34000"
"In post","2022","30-39","Black","Ministry of Justice","780","750","30500","30110"
"In post","2022","30-39","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Attorney General's Departments","70","70","44100","49580"
"In post","2022","30-39","Mixed","Cabinet Office","80","80","47860","52100"
"In post","2022","30-39","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Department for Business, Energy and Industrial Strategy","110","110","45130","41000"
"In post","2022","30-39","Mixed","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"In post","2022","30-39","Mixed","Department for Education","70","60","45080","45540"
"In post","2022","30-39","Mixed","Department for Environment, Food and Rural Affairs","70","60","39260","36970"
"In post","2022","30-39","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"In post","2022","30-39","Mixed","Department for Transport","80","70","37490","34710"
"In post","2022","30-39","Mixed","Department for Work and Pensions","410","380","28760","27570"
"In post","2022","30-39","Mixed","Department of Health and Social Care","100","90","47270","47150"
"In post","2022","30-39","Mixed","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Foreign, Commonwealth and Development Office","80","80","48890","52400"
"In post","2022","30-39","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","HM Revenue and Customs","270","260","36880","33080"
"In post","2022","30-39","Mixed","HM Treasury","40","40","[c]","[c]"
"In post","2022","30-39","Mixed","Home Office","200","190","35160","30820"
"In post","2022","30-39","Mixed","Ministry of Defence","170","160","37730","34200"
"In post","2022","30-39","Mixed","Ministry of Justice","550","530","31010","28400"
"In post","2022","30-39","Mixed","National Crime Agency","30","30","[c]","[c]"
"In post","2022","30-39","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Scottish Government","60","60","38080","34600"
"In post","2022","30-39","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Department for Work and Pensions","80","80","29230","29290"
"In post","2022","30-39","Other ethnicity","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","HM Revenue and Customs","60","50","36710","33370"
"In post","2022","30-39","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Home Office","60","50","33780","28850"
"In post","2022","30-39","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Ministry of Justice","100","100","29090","27380"
"In post","2022","30-39","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Attorney General's Departments","50","40","[c]","[c]"
"In post","2022","30-39","Undeclared","Cabinet Office","70","70","47730","54700"
"In post","2022","30-39","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","150","150","45140","42400"
"In post","2022","30-39","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Education","90","80","45170","45400"
"In post","2022","30-39","Undeclared","Department for Environment, Food and Rural Affairs","90","90","36680","35900"
"In post","2022","30-39","Undeclared","Department for International Trade","30","30","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Transport","220","210","34580","31250"
"In post","2022","30-39","Undeclared","Department for Work and Pensions","580","540","28910","27570"
"In post","2022","30-39","Undeclared","Department of Health and Social Care","100","90","40720","40060"
"In post","2022","30-39","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Foreign, Commonwealth and Development Office","70","70","45870","41200"
"In post","2022","30-39","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","HM Revenue and Customs","380","360","36220","33370"
"In post","2022","30-39","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Home Office","280","270","35080","30820"
"In post","2022","30-39","Undeclared","Ministry of Defence","480","480","38810","38810"
"In post","2022","30-39","Undeclared","Ministry of Justice","480","460","30590","28540"
"In post","2022","30-39","Undeclared","National Crime Agency","50","50","38220","36410"
"In post","2022","30-39","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Scottish Government","150","140","36940","35000"
"In post","2022","30-39","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Welsh Government","40","40","[c]","[c]"
"In post","2022","30-39","Unknown","Attorney General's Departments","220","210","47550","50500"
"In post","2022","30-39","Unknown","Cabinet Office","850","840","51080","54700"
"In post","2022","30-39","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Charity Commission","40","40","[c]","[c]"
"In post","2022","30-39","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Department for Business, Energy and Industrial Strategy","540","520","37700","34810"
"In post","2022","30-39","Unknown","Department for Digital, Culture, Media and Sport","60","60","49960","51730"
"In post","2022","30-39","Unknown","Department for Education","250","240","43790","40510"
"In post","2022","30-39","Unknown","Department for Environment, Food and Rural Affairs","590","550","34120","30040"
"In post","2022","30-39","Unknown","Department for International Trade","230","230","49270","51710"
"In post","2022","30-39","Unknown","Department for Levelling Up, Housing and Communities","150","150","48660","49700"
"In post","2022","30-39","Unknown","Department for Transport","640","600","33350","26700"
"In post","2022","30-39","Unknown","Department for Work and Pensions","1620","1480","29770","27570"
"In post","2022","30-39","Unknown","Department of Health and Social Care","600","580","47550","49530"
"In post","2022","30-39","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Foreign, Commonwealth and Development Office","440","440","49010","51500"
"In post","2022","30-39","Unknown","HM Land Registry","250","240","28440","27130"
"In post","2022","30-39","Unknown","HM Revenue and Customs","4140","3950","30480","26820"
"In post","2022","30-39","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Home Office","1050","1030","33980","27370"
"In post","2022","30-39","Unknown","Ministry of Defence","1620","1580","35670","33300"
"In post","2022","30-39","Unknown","Ministry of Justice","3240","3080","28970","26310"
"In post","2022","30-39","Unknown","National Crime Agency","110","110","40130","36740"
"In post","2022","30-39","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","30-39","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Scottish Government","1990","1920","32730","30450"
"In post","2022","30-39","Unknown","The National Archives","40","40","[c]","[c]"
"In post","2022","30-39","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","UK Statistics Authority","270","250","35000","36840"
"In post","2022","30-39","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Welsh Government","60","60","41360","36670"
"In post","2022","30-39","White","Attorney General's Departments","1430","1350","45000","48830"
"In post","2022","30-39","White","Cabinet Office","1560","1520","47150","49700"
"In post","2022","30-39","White","Chancellor's other departments","70","70","58030","51150"
"In post","2022","30-39","White","Charity Commission","70","70","33320","29160"
"In post","2022","30-39","White","Competition and Markets Authority","210","200","63410","59870"
"In post","2022","30-39","White","Department for Business, Energy and Industrial Strategy","2480","2390","43590","40050"
"In post","2022","30-39","White","Department for Digital, Culture, Media and Sport","490","480","51140","51730"
"In post","2022","30-39","White","Department for Education","1610","1540","44210","41990"
"In post","2022","30-39","White","Department for Environment, Food and Rural Affairs","1970","1880","36880","35900"
"In post","2022","30-39","White","Department for International Trade","420","420","51870","51970"
"In post","2022","30-39","White","Department for Levelling Up, Housing and Communities","750","720","47200","48200"
"In post","2022","30-39","White","Department for Transport","2580","2410","33010","26780"
"In post","2022","30-39","White","Department for Work and Pensions","10070","9270","28220","27570"
"In post","2022","30-39","White","Department of Health and Social Care","1580","1500","44330","40650"
"In post","2022","30-39","White","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Food Standards Agency","270","260","37710","37350"
"In post","2022","30-39","White","Foreign, Commonwealth and Development Office","1380","1360","46950","49370"
"In post","2022","30-39","White","HM Land Registry","710","670","30110","27130"
"In post","2022","30-39","White","HM Revenue and Customs","9280","8880","34700","33080"
"In post","2022","30-39","White","HM Treasury","580","570","55290","55960"
"In post","2022","30-39","White","Home Office","5540","5240","32390","26200"
"In post","2022","30-39","White","Ministry of Defence","7930","7630","35500","33300"
"In post","2022","30-39","White","Ministry of Justice","13720","13010","30340","28140"
"In post","2022","30-39","White","National Crime Agency","1020","1000","38610","36740"
"In post","2022","30-39","White","Northern Ireland Office","40","40","[c]","[c]"
"In post","2022","30-39","White","Office for Standards in Education, Children's Services and Skills","330","320","43840","39850"
"In post","2022","30-39","White","Office of Gas and Electricity Markets","330","330","44210","42410"
"In post","2022","30-39","White","Office of Qualifications and Examinations Regulation","70","60","43070","39540"
"In post","2022","30-39","White","Office of Rail and Road","60","60","52350","51310"
"In post","2022","30-39","White","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Scottish Government","4040","3900","37660","35000"
"In post","2022","30-39","White","The National Archives","70","70","33200","31500"
"In post","2022","30-39","White","UK Export Finance","70","60","55590","52900"
"In post","2022","30-39","White","UK Statistics Authority","1040","970","37200","36840"
"In post","2022","30-39","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","30-39","White","Water Services Regulation Authority","40","30","[c]","[c]"
"In post","2022","30-39","White","Welsh Government","1110","1060","38300","38160"
"In post","2022","40-49","Asian","Attorney General's Departments","350","320","46530","51250"
"In post","2022","40-49","Asian","Cabinet Office","140","130","50680","54700"
"In post","2022","40-49","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Department for Business, Energy and Industrial Strategy","250","240","41900","39580"
"In post","2022","40-49","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Department for Education","240","230","43810","40510"
"In post","2022","40-49","Asian","Department for Environment, Food and Rural Affairs","130","120","36690","32560"
"In post","2022","40-49","Asian","Department for International Trade","60","60","48990","51710"
"In post","2022","40-49","Asian","Department for Levelling Up, Housing and Communities","90","80","46720","39600"
"In post","2022","40-49","Asian","Department for Transport","150","150","41800","37390"
"In post","2022","40-49","Asian","Department for Work and Pensions","2200","1920","28540","27570"
"In post","2022","40-49","Asian","Department of Health and Social Care","330","310","48940","41880"
"In post","2022","40-49","Asian","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Foreign, Commonwealth and Development Office","160","150","46930","39770"
"In post","2022","40-49","Asian","HM Land Registry","50","50","[c]","[c]"
"In post","2022","40-49","Asian","HM Revenue and Customs","1350","1260","34240","33080"
"In post","2022","40-49","Asian","HM Treasury","60","60","53770","50000"
"In post","2022","40-49","Asian","Home Office","1390","1280","33490","29080"
"In post","2022","40-49","Asian","Ministry of Defence","350","330","38640","34740"
"In post","2022","40-49","Asian","Ministry of Justice","1280","1180","32290","28310"
"In post","2022","40-49","Asian","National Crime Agency","90","90","41680","39840"
"In post","2022","40-49","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Office for Standards in Education, Children's Services and Skills","40","30","[c]","[c]"
"In post","2022","40-49","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Asian","Scottish Government","80","70","41790","37670"
"In post","2022","40-49","Asian","The National Archives","[c]","[c]","[c]","[c]"
