"Status","Year","Function_of_post","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Security","Central Hampshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Central Hampshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Central Hampshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Central Hampshire","50-59","40","40","[c]","[c]"
"In post","2022","Security","Central Hampshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Central Hampshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Central Valleys","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Central Valleys","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cheshire East","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cheshire East","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cheshire East","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cheshire East","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cheshire West and Chester","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Chorley and West Lancashire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Chorley and West Lancashire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Chorley and West Lancashire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","City of Edinburgh","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","City of Edinburgh","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","City of Edinburgh","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","City of Edinburgh","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","City of Edinburgh","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","City of Edinburgh","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Clackmannanshire and Fife","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Clackmannanshire and Fife","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Clackmannanshire and Fife","50-59","30","30","[c]","[c]"
"In post","2022","Security","Clackmannanshire and Fife","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Clackmannanshire and Fife","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Conwy and Denbighshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Conwy and Denbighshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Conwy and Denbighshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Conwy and Denbighshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cornwall and Isles of Scilly","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cornwall and Isles of Scilly","50-59","30","30","[c]","[c]"
"In post","2022","Security","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Coventry","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Coventry","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Croydon","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Croydon","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Croydon","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Croydon","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Croydon","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Darlington","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Darlington","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Darlington","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Darlington","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Derby","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Derby","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Derby","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Derby","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Devon CC","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Devon CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Devon CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Devon CC","50-59","40","40","[c]","[c]"
"In post","2022","Security","Devon CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Devon CC","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Dorset","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Dorset","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Dorset","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Dorset","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Dorset","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Dorset","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Dudley","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Dumfries and Galloway","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Dumfries and Galloway","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Dumfries and Galloway","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Dumfries and Galloway","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Durham","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Durham","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Durham","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Durham","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Durham","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Ayrshire and North Ayrshire mainland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Ayrshire and North Ayrshire mainland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Ayrshire and North Ayrshire mainland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Ayrshire and North Ayrshire mainland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Ayrshire and North Ayrshire mainland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Cumbria","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Cumbria","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Cumbria","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Cumbria","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Cumbria","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Cumbria","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Derbyshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","20-29","210","210","25030","23540"
"In post","2022","Security","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","30-39","230","230","30220","28080"
"In post","2022","Security","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","40-49","160","160","33200","39070"
"In post","2022","Security","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","50-59","390","380","33550","39070"
"In post","2022","Security","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","60-64","80","50","28550","21850"
"In post","2022","Security","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Kent","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Kent","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Kent","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Kent","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Kent","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Merseyside","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Riding of Yorkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Riding of Yorkshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Riding of Yorkshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Riding of Yorkshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Riding of Yorkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Surrey","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Sussex CC","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Sussex CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Sussex CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Sussex CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","East Sussex CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Essex Haven Gateway","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Essex Haven Gateway","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Essex Haven Gateway","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Essex Haven Gateway","50-59","30","30","[c]","[c]"
"In post","2022","Security","Essex Haven Gateway","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Essex Haven Gateway","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Fermanagh and Omagh","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Fermanagh and Omagh","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Fermanagh and Omagh","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Fermanagh and Omagh","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Fermanagh and Omagh","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Flintshire and Wrexham","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Flintshire and Wrexham","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Flintshire and Wrexham","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Flintshire and Wrexham","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Flintshire and Wrexham","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Flintshire and Wrexham","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Glasgow City","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Glasgow City","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Glasgow City","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Glasgow City","50-59","30","30","[c]","[c]"
"In post","2022","Security","Glasgow City","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Glasgow City","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Gloucestershire CC","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Gloucestershire CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Gloucestershire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Gloucestershire CC","50-59","40","40","[c]","[c]"
"In post","2022","Security","Gloucestershire CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Gloucestershire CC","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester North East","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester North East","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester North East","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester North East","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester North West","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester North West","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester South East","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester South East","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester South East","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester South West","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester South West","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester South West","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester South West","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Greater Manchester South West","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Gwent Valleys","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Gwynedd","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Gwynedd","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Gwynedd","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Gwynedd","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hackney and Newham","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hackney and Newham","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hackney and Newham","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hackney and Newham","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Haringey and Islington","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Haringey and Islington","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Harrow and Hillingdon","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Harrow and Hillingdon","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Harrow and Hillingdon","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Harrow and Hillingdon","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hartlepool and Stockton-on-Tees","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hartlepool and Stockton-on-Tees","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Heart of Essex","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Heart of Essex","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Herefordshire, County of","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Herefordshire, County of","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Herefordshire, County of","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Herefordshire, County of","50-59","40","40","[c]","[c]"
"In post","2022","Security","Herefordshire, County of","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hertfordshire CC","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hertfordshire CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hertfordshire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hertfordshire CC","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hertfordshire CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hertfordshire CC","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hounslow and Richmond upon Thames","20-29","70","70","30040","29250"
"In post","2022","Security","Hounslow and Richmond upon Thames","30-39","40","40","[c]","[c]"
"In post","2022","Security","Hounslow and Richmond upon Thames","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hounslow and Richmond upon Thames","50-59","80","70","35170","31870"
"In post","2022","Security","Hounslow and Richmond upon Thames","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Hounslow and Richmond upon Thames","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Inverness and Nairn, Moray, and Badenoch and Strathspey","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Inverness and Nairn, Moray, and Badenoch and Strathspey","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Inverness and Nairn, Moray, and Badenoch and Strathspey","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Inverness and Nairn, Moray, and Badenoch and Strathspey","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Inverness and Nairn, Moray, and Badenoch and Strathspey","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Isle of Anglesey","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Isle of Anglesey","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Isle of Anglesey","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Isle of Wight","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Kensington & Chelsea and Hammersmith & Fulham","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Kensington & Chelsea and Hammersmith & Fulham","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Kent Thames Gateway","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Kent Thames Gateway","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Kent Thames Gateway","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Kingston upon Hull, City of","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Kingston upon Hull, City of","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Kingston upon Hull, City of","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lambeth","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lambeth","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lambeth","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lambeth","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lambeth","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lancaster and Wyre","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lancaster and Wyre","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lancaster and Wyre","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lancaster and Wyre","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lancaster and Wyre","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lancaster and Wyre","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leeds","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leeds","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leeds","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leeds","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leeds","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leeds","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leeds","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leicester","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leicester","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leicester","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leicestershire CC and Rutland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leicestershire CC and Rutland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leicestershire CC and Rutland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Leicestershire CC and Rutland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lewisham and Southwark","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lewisham and Southwark","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lewisham and Southwark","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lewisham and Southwark","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lewisham and Southwark","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lincolnshire CC","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lincolnshire CC","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lincolnshire CC","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lincolnshire CC","50-59","40","40","[c]","[c]"
"In post","2022","Security","Lincolnshire CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lincolnshire CC","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lisburn and Castlereagh","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lisburn and Castlereagh","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lisburn and Castlereagh","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lisburn and Castlereagh","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lisburn and Castlereagh","50-59","30","30","[c]","[c]"
"In post","2022","Security","Lisburn and Castlereagh","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lisburn and Castlereagh","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Liverpool","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Liverpool","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Liverpool","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Liverpool","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Liverpool","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Liverpool","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Luton","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Manchester","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Manchester","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Manchester","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Manchester","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Manchester","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Manchester","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Medway","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Medway","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Medway","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mid Kent","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mid Lancashire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mid Lancashire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mid Lancashire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mid Lancashire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mid Lancashire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Mid Lancashire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Milton Keynes","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","Milton Keynes","20-29","40","40","[c]","[c]"
"In post","2022","Security","Milton Keynes","30-39","60","60","32680","31390"
"In post","2022","Security","Milton Keynes","40-49","60","60","34260","32500"
"In post","2022","Security","Milton Keynes","50-59","100","100","37780","34010"
"In post","2022","Security","Milton Keynes","60-64","40","30","[c]","[c]"
"In post","2022","Security","Milton Keynes","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Monmouthshire and Newport","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","Monmouthshire and Newport","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Monmouthshire and Newport","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Monmouthshire and Newport","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Monmouthshire and Newport","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Monmouthshire and Newport","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Monmouthshire and Newport","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Newry, Mourne and Down","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Security","Newry, Mourne and Down","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Newry, Mourne and Down","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Newry, Mourne and Down","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Newry, Mourne and Down","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Newry, Mourne and Down","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Newry, Mourne and Down","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","North and North East Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","North and West Norfolk","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","North and West Norfolk","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","North and West Norfolk","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","North and West Norfolk","50-59","30","30","[c]","[c]"
"In post","2022","Security","North and West Norfolk","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","North and West Norfolk","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Hampshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Hampshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Hampshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Hampshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Hampshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Hampshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Northamptonshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Yorkshire CC","20-29","30","30","[c]","[c]"
"In post","2022","Security","North Yorkshire CC","30-39","40","40","[c]","[c]"
"In post","2022","Security","North Yorkshire CC","40-49","60","50","31740","39070"
"In post","2022","Security","North Yorkshire CC","50-59","90","90","32090","39070"
"In post","2022","Security","North Yorkshire CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","North Yorkshire CC","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northumberland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northumberland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northumberland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northumberland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Northumberland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Security","Norwich and East Norfolk","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Norwich and East Norfolk","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Norwich and East Norfolk","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Norwich and East Norfolk","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Nottingham","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Security","Nottingham","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Security","Nottingham","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Security","Nottingham","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Security","Nottingham","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Security","Overseas","20-29","[c]","[c]","[c]","[c]"
