"Status","Year","Parent_department","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","No function","AA/AO","250","240","22090","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","No function","EO","320","320","25080","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","No function","G6/G7","120","110","54280","52290"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","No function","SEO/HEO","450","440","33330","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Analysis","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","No function","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","No function","EO","50","50","[c]","[c]"
"New entrant CS","2021","Department for International Trade","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","No function","SEO/HEO","120","120","33250","31800"
"New entrant CS","2021","Department for International Trade","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Analysis","SEO/HEO","70","70","34290","34710"
"New entrant CS","2021","Department for Transport","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Digital, Data & Technology","EO","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Digital, Data & Technology","SEO/HEO","70","70","37590","36040"
"New entrant CS","2021","Department for Transport","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","No function","AA/AO","440","410","21620","21590"
"New entrant CS","2021","Department for Transport","No function","EO","180","180","27260","26130"
"New entrant CS","2021","Department for Transport","No function","G6/G7","70","60","59860","54650"
"New entrant CS","2021","Department for Transport","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","No function","SEO/HEO","210","210","36030","34710"
"New entrant CS","2021","Department for Transport","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Project Delivery","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","No function","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","No function","EO","70","70","26490","26370"
"New entrant CS","2021","Department for Work and Pensions","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","No function","SEO/HEO","60","60","39640","36040"
"New entrant CS","2021","Department for Work and Pensions","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","AA/AO","5530","5470","21610","21010"
"New entrant CS","2021","Department for Work and Pensions","Unknown","EO","10880","10630","28590","27570"
"New entrant CS","2021","Department for Work and Pensions","Unknown","G6/G7","170","170","58160","56140"
"New entrant CS","2021","Department for Work and Pensions","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","SEO/HEO","390","390","35180","35310"
"New entrant CS","2021","Department of Health and Social Care","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Analysis","G6/G7","50","50","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Commercial","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Communications","EO","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Digital, Data & Technology","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Finance","EO","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Finance","SEO/HEO","120","120","34730","32790"
"New entrant CS","2021","Department of Health and Social Care","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
