"Status","Year","Parent_department","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","The National Archives","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Analysis","AA/AO","50","50","19980","19610"
"Leaver CS","2022","UK Statistics Authority","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Analysis","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Analysis","SEO/HEO","60","50","33620","32540"
"Leaver CS","2022","UK Statistics Authority","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data & Technology","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","No function","AA/AO","210","130","19830","19610"
"Leaver CS","2022","UK Statistics Authority","No function","EO","30","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","No function","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Analysis","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","AA/AO","60","50","23110","23830"
"Leaver CS","2022","Welsh Government","Unknown","EO","40","30","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","SEO/HEO","90","80","39600","38160"
"Leaver Dept.","2021","Attorney General's Departments","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Legal","G6/G7","70","70","58890","55250"
"Leaver Dept.","2021","Attorney General's Departments","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Human Resources","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Human Resources","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Human Resources","SEO/HEO","60","60","34980","34140"
"Leaver Dept.","2021","Cabinet Office","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","No function","EO","60","60","27550","27500"
"Leaver Dept.","2021","Cabinet Office","No function","G6/G7","190","190","57220","54700"
"Leaver Dept.","2021","Cabinet Office","No function","SCS","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","No function","SEO/HEO","670","670","32360","32000"
"Leaver Dept.","2021","Cabinet Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","No function","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","No function","EO","60","60","25830","25490"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","No function","G6/G7","160","150","56120","53600"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","No function","SEO/HEO","170","160","35590","33640"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","No function","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","No function","G6/G7","70","70","54100","51730"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","No function","SEO/HEO","60","60","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","EO","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","G6/G7","70","70","56910","54400"
"Leaver Dept.","2021","Department for Education","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","SEO/HEO","120","110","36480","36870"
"Leaver Dept.","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
