"Status","Year","Function_of_post","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Digital, Data & Technology","Male","Driver and Vehicle Licensing Agency","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","HM Land Registry","50","50","36710","38450"
"Leaver CS","2022","Digital, Data & Technology","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Met Office","60","60","34920","35640"
"Leaver CS","2022","Digital, Data & Technology","Male","Ministry of Defence (excl. agencies)","120","120","35580","33300"
"Leaver CS","2022","Digital, Data & Technology","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","UK Statistics Authority","70","70","35790","33960"
"Leaver CS","2022","Digital, Data & Technology","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Male","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Ministry of Defence (excl. agencies)","60","50","32110","26930"
"Leaver CS","2022","Finance","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Department for Work and Pensions (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2022","Finance","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","Finance","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
