"Status","Year","Responsibility_level","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","EO","HM Land Registry","Nottingham","240","210","27130","27130"
"In post","2022","EO","HM Land Registry","Peterborough","90","80","27180","27130"
"In post","2022","EO","HM Land Registry","Plymouth","250","230","28500","27130"
"In post","2022","EO","HM Land Registry","Swansea","310","270","27130","27130"
"In post","2022","EO","HM Land Registry","Telford and Wrekin","130","120","27170","27130"
"In post","2022","EO","HM Land Registry","Wirral","190","170","27160","27130"
"In post","2022","EO","HM Prison and Probation Service","Barnsley, Doncaster and Rotherham","220","200","31590","31610"
"In post","2022","EO","HM Prison and Probation Service","Bath and North East Somerset, North Somerset and South Gloucestershire","80","80","30820","32040"
"In post","2022","EO","HM Prison and Probation Service","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Bexley and Greenwich","160","160","34760","36850"
"In post","2022","EO","HM Prison and Probation Service","Birmingham","40","40","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Breckland and South Norfolk","60","60","29800","27380"
"In post","2022","EO","HM Prison and Probation Service","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Bristol, City of","30","30","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Buckinghamshire","130","130","31460","33520"
"In post","2022","EO","HM Prison and Probation Service","Cambridgeshire CC","160","150","31240","32240"
"In post","2022","EO","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","70","70","30150","31610"
"In post","2022","EO","HM Prison and Probation Service","Central Hampshire","40","40","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Cheshire East","40","40","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Chorley and West Lancashire","160","150","29920","28860"
"In post","2022","EO","HM Prison and Probation Service","Croydon","200","200","29830","30110"
"In post","2022","EO","HM Prison and Probation Service","Devon CC","140","130","29840","30140"
"In post","2022","EO","HM Prison and Probation Service","Dorset","130","120","29530","28720"
"In post","2022","EO","HM Prison and Probation Service","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Durham","290","270","31150","32240"
"In post","2022","EO","HM Prison and Probation Service","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","East Riding of Yorkshire","180","170","31270","32240"
"In post","2022","EO","HM Prison and Probation Service","East Surrey","90","90","33870","35230"
"In post","2022","EO","HM Prison and Probation Service","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Flintshire and Wrexham","110","100","29320","30140"
"In post","2022","EO","HM Prison and Probation Service","Greater Manchester North East","40","40","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Greater Manchester North West","30","30","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Haringey and Islington","60","60","36310","38320"
"In post","2022","EO","HM Prison and Probation Service","Hartlepool and Stockton-on-Tees","100","90","30620","32040"
"In post","2022","EO","HM Prison and Probation Service","Heart of Essex","50","50","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Hertfordshire CC","60","60","30010","27380"
"In post","2022","EO","HM Prison and Probation Service","Hounslow and Richmond upon Thames","140","130","34190","35230"
"In post","2022","EO","HM Prison and Probation Service","Isle of Wight","90","80","29440","27380"
"In post","2022","EO","HM Prison and Probation Service","Kensington & Chelsea and Hammersmith & Fulham","70","70","36330","36890"
"In post","2022","EO","HM Prison and Probation Service","Kent Thames Gateway","160","150","30830","32140"
"In post","2022","EO","HM Prison and Probation Service","Kingston upon Hull, City of","60","60","30930","32870"
"In post","2022","EO","HM Prison and Probation Service","Lambeth","40","40","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Lancaster and Wyre","40","40","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Leeds","270","260","30300","30810"
"In post","2022","EO","HM Prison and Probation Service","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Leicestershire CC and Rutland","160","150","30280","31420"
"In post","2022","EO","HM Prison and Probation Service","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Lincolnshire CC","90","90","30430","31820"
"In post","2022","EO","HM Prison and Probation Service","Liverpool","80","70","30600","31420"
"In post","2022","EO","HM Prison and Probation Service","Manchester","130","130","31150","32040"
"In post","2022","EO","HM Prison and Probation Service","Medway","130","130","31080","32240"
"In post","2022","EO","HM Prison and Probation Service","Mid Kent","50","50","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Mid Lancashire","120","110","30510","31420"
"In post","2022","EO","HM Prison and Probation Service","Milton Keynes","110","100","31920","33520"
"In post","2022","EO","HM Prison and Probation Service","Monmouthshire and Newport","50","50","29580","27380"
"In post","2022","EO","HM Prison and Probation Service","North and West Norfolk","50","50","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","North Nottinghamshire","100","90","28880","27380"
"In post","2022","EO","HM Prison and Probation Service","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Norwich and East Norfolk","50","50","30840","32040"
"In post","2022","EO","HM Prison and Probation Service","Nottingham","60","60","29490","29470"
"In post","2022","EO","HM Prison and Probation Service","Oxfordshire CC","110","110","33190","33520"
"In post","2022","EO","HM Prison and Probation Service","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Shropshire","50","50","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","South and West Derbyshire","60","60","29120","27380"
"In post","2022","EO","HM Prison and Probation Service","South Nottinghamshire","80","70","28770","27380"
"In post","2022","EO","HM Prison and Probation Service","Staffordshire CC","370","350","30330","31420"
"In post","2022","EO","HM Prison and Probation Service","Suffolk CC","140","130","30380","31420"
"In post","2022","EO","HM Prison and Probation Service","Swansea","50","50","30500","31610"
"In post","2022","EO","HM Prison and Probation Service","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Wakefield","170","160","30800","32040"
"In post","2022","EO","HM Prison and Probation Service","Wandsworth","80","80","35590","36890"
"In post","2022","EO","HM Prison and Probation Service","Warrington","80","70","30170","31520"
"In post","2022","EO","HM Prison and Probation Service","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","West Cumbria","40","40","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","West Northamptonshire","50","40","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","West Surrey","70","70","31090","31320"
"In post","2022","EO","HM Prison and Probation Service","West Sussex (South West)","30","30","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Westminster","50","50","31160","30920"
"In post","2022","EO","HM Prison and Probation Service","Wiltshire","50","50","[c]","[c]"
"In post","2022","EO","HM Prison and Probation Service","Worcestershire CC","150","150","31170","32240"
"In post","2022","EO","HM Prison and Probation Service","York","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Belfast","650","610","26810","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Berkshire","90","80","29840","28920"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Birmingham","930","890","26950","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Bradford","260","230","26940","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Bristol, City of","310","290","27180","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Cardiff and Vale of Glamorgan","1240","1170","26770","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","City of Edinburgh","520","490","26970","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Croydon","600","560","31430","31020"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Durham","90","80","26290","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","East Kent","100","90","27350","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Glasgow City","400","370","26580","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","1120","1070","26680","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Hackney and Newham","1100","1040","31610","31020"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Leeds","1140","1080","26920","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Leicester","40","40","[c]","[c]"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Liverpool","900","850","26570","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Manchester","470","450","26890","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Mid Lancashire","310","270","27250","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","North Lanarkshire","340","310","27050","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Nottingham","990","940","26860","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Portsmouth","230","190","27570","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Sefton","340","310","27030","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","South Lanarkshire","480","420","26790","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Southend-on-Sea","160","140","27530","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Suffolk CC","160","150","27430","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Sunderland","440","390","26900","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Telford and Wrekin","110","100","27180","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Tyneside","1950","1830","26720","26820"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","West Sussex (South West)","160","140","27780","28570"
"In post","2022","EO","HM Revenue and Customs (excl. agencies)","Westminster","50","50","31720","31020"
"In post","2022","EO","HM Treasury (excl. agencies)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Treasury (excl. agencies)","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","EO","HM Treasury (excl. agencies)","Westminster","170","170","27190","26750"
"In post","2022","EO","Home Office","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Barnsley, Doncaster and Rotherham","30","20","[c]","[c]"
"In post","2022","EO","Home Office","Bath and North East Somerset, North Somerset and South Gloucestershire","140","130","26700","25310"
"In post","2022","EO","Home Office","Bedford","70","70","25610","25260"
"In post","2022","EO","Home Office","Belfast","190","180","25470","24890"
"In post","2022","EO","Home Office","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Birmingham","80","80","25320","24890"
"In post","2022","EO","Home Office","Bournemouth, Christchurch and Poole","60","50","26120","25310"
"In post","2022","EO","Home Office","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Brent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Camden and City of London","120","110","29430","28990"
"In post","2022","EO","Home Office","Cardiff and Vale of Glamorgan","200","180","25790","24890"
"In post","2022","EO","Home Office","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","City of Edinburgh","130","120","26480","25310"
"In post","2022","EO","Home Office","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Croydon","1510","1420","29190","29010"
"In post","2022","EO","Home Office","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Derby","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Durham","180","170","25190","25220"
"In post","2022","EO","Home Office","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","East Kent","1650","1490","26370","25310"
"In post","2022","EO","Home Office","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","East Sussex CC","40","40","[c]","[c]"
"In post","2022","EO","Home Office","Essex Haven Gateway","90","80","26370","25310"
"In post","2022","EO","Home Office","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Glasgow City","310","290","25200","24890"
"In post","2022","EO","Home Office","Greater Manchester South West","360","350","25470","25040"
"In post","2022","EO","Home Office","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Hackney and Newham","80","80","29800","30410"
"In post","2022","EO","Home Office","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Harrow and Hillingdon","1340","1200","29680","28990"
"In post","2022","EO","Home Office","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Hounslow and Richmond upon Thames","310","300","29160","28760"
"In post","2022","EO","Home Office","Inverclyde, East Renfrewshire, and Renfrewshire","100","90","27180","25390"
"In post","2022","EO","Home Office","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Isle of Anglesey","30","30","[c]","[c]"
"In post","2022","EO","Home Office","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Kingston upon Hull, City of","80","80","25740","25220"
"In post","2022","EO","Home Office","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Leeds","400","380","25520","24890"
"In post","2022","EO","Home Office","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Leicestershire CC and Rutland","140","130","26630","25310"
"In post","2022","EO","Home Office","Lewisham and Southwark","120","120","29130","28850"
"In post","2022","EO","Home Office","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Lisburn and Castlereagh","80","80","25340","24890"
"In post","2022","EO","Home Office","Liverpool","1620","1510","25190","24890"
"In post","2022","EO","Home Office","Luton","120","100","28710","27350"
"In post","2022","EO","Home Office","Manchester","490","450","26410","25260"
"In post","2022","EO","Home Office","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Monmouthshire and Newport","40","40","[c]","[c]"
"In post","2022","EO","Home Office","North and North East Lincolnshire","60","60","25530","25040"
"In post","2022","EO","Home Office","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Overseas","100","100","27130","27370"
"In post","2022","EO","Home Office","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Peterborough","110","100","25270","25310"
"In post","2022","EO","Home Office","Plymouth","60","50","26600","25310"
"In post","2022","EO","Home Office","Portsmouth","330","320","27400","25260"
"In post","2022","EO","Home Office","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Sefton","480","450","25160","24890"
"In post","2022","EO","Home Office","Sheffield","890","820","25280","24890"
"In post","2022","EO","Home Office","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Solihull","390","360","26000","25220"
"In post","2022","EO","Home Office","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","South Teesside","60","60","25690","25220"
"In post","2022","EO","Home Office","South West Wales","40","30","[c]","[c]"
"In post","2022","EO","Home Office","Southampton","60","60","25820","25310"
"In post","2022","EO","Home Office","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Suffolk CC","150","140","25990","25490"
"In post","2022","EO","Home Office","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Thurrock","150","140","25960","25310"
"In post","2022","EO","Home Office","Tyneside","240","230","25670","24890"
"In post","2022","EO","Home Office","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Warwickshire CC","30","30","[c]","[c]"
"In post","2022","EO","Home Office","West Essex","280","230","27620","26480"
"In post","2022","EO","Home Office","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","West Sussex (North East)","570","490","27720","26310"
"In post","2022","EO","Home Office","Westminster","480","460","29520","28910"
"In post","2022","EO","Home Office","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Home Office","York","[c]","[c]","[c]","[c]"
"In post","2022","EO","Institute for Apprenticeships and Technical Education","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","EO","Institute for Apprenticeships and Technical Education","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","EO","Institute for Apprenticeships and Technical Education","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","EO","Intellectual Property Office","Monmouthshire and Newport","480","450","26140","24030"
"In post","2022","EO","Intellectual Property Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal Aid Agency","Birmingham","30","30","[c]","[c]"
"In post","2022","EO","Legal Aid Agency","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal Aid Agency","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal Aid Agency","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal Aid Agency","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal Aid Agency","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal Aid Agency","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal Aid Agency","Liverpool","50","50","25390","25120"
"In post","2022","EO","Legal Aid Agency","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal Aid Agency","Nottingham","60","50","25360","25120"
"In post","2022","EO","Legal Aid Agency","Tyneside","90","80","25420","25120"
"In post","2022","EO","Legal Aid Agency","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","South Hampshire","40","40","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","Southampton","110","100","26800","26350"
"In post","2022","EO","Maritime and Coastguard Agency","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","EO","Maritime and Coastguard Agency","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","EO","Medicines and Healthcare Products Regulatory Agency","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","EO","Medicines and Healthcare Products Regulatory Agency","Hertfordshire CC","40","40","[c]","[c]"
"In post","2022","EO","Medicines and Healthcare Products Regulatory Agency","Tower Hamlets","120","120","27580","27400"
"In post","2022","EO","Met Office","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","EO","Met Office","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Met Office","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Met Office","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","EO","Met Office","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","EO","Met Office","Devon CC","190","180","25830","25380"
"In post","2022","EO","Met Office","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","EO","Met Office","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","EO","Met Office","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","EO","Met Office","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Met Office","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","270","250","27090","26670"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Berkshire","120","120","37010","43840"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Buckinghamshire","190","180","28090","28670"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Cambridgeshire CC","280","270","28710","26670"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Cardiff and Vale of Glamorgan","70","70","28960","29670"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Central Bedfordshire","80","80","28490","26670"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Central Hampshire","420","410","27050","26670"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Cheshire East","60","60","26600","26670"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","City of Edinburgh","40","40","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Clackmannanshire and Fife","40","40","[c]","[c]"
"In post","2022","EO","Ministry of Defence (excl. agencies)","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
