"Status","Year","Region_ITL1","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Scotland","Home Office (incl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Home Office (incl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Met Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Defence (excl. agencies)","AA/AO","110","100","26150","21130"
"Leaver CS","2021","Scotland","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Defence (excl. agencies)","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Scotland","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Courts and Tribunals Service","AA/AO","60","50","21730","20850"
"Leaver CS","2021","Scotland","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Forestry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Forestry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Forestry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Government (excl. agencies)","AA/AO","50","50","22460","22230"
"Leaver CS","2021","Scotland","Scottish Government (excl. agencies)","EO","50","40","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Government (excl. agencies)","G6/G7","50","50","64870","62530"
"Leaver CS","2021","Scotland","Scottish Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Government (excl. agencies)","SEO/HEO","110","100","38900","37580"
"Leaver CS","2021","Scotland","Scottish Housing Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Prison Service","AA/AO","90","80","23080","21810"
"Leaver CS","2021","Scotland","Scottish Prison Service","EO","100","90","32810","33650"
"Leaver CS","2021","Scotland","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Prison Service","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Prison Service","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Public Pensions Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Public Pensions Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Public Pensions Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Scottish Public Pensions Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Social Security Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Social Security Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Social Security Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Student Awards Agency for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Student Awards Agency for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Transport Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Transport Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Transport Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Animal and Plant Health Agency","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Cabinet Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Crown Prosecution Service","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Defence Science and Technology Laboratory","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Defence Science and Technology Laboratory","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Work and Pensions (excl. agencies)","AA/AO","160","140","21810","21010"
"Leaver CS","2021","South East (England)","Department for Work and Pensions (excl. agencies)","EO","160","130","28600","27850"
"Leaver CS","2021","South East (England)","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Foreign and Commonwealth Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Foreign and Commonwealth Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Foreign and Commonwealth Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Courts and Tribunals Service","AA/AO","90","80","19330","19570"
"Leaver CS","2021","South East (England)","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Prison and Probation Service","AA/AO","490","470","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Prison and Probation Service","EO","50","50","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Prison and Probation Service","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Prison and Probation Service","Unknown","90","70","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Revenue and Customs (excl. agencies)","AA/AO","90","70","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Revenue and Customs (excl. agencies)","EO","70","60","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","HM Revenue and Customs (excl. agencies)","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Home Office (incl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Home Office (incl. agencies)","EO","70","60","26480","27200"
"Leaver CS","2021","South East (England)","Home Office (incl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Home Office (incl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Defence (excl. agencies)","AA/AO","240","230","22840","20920"
"Leaver CS","2021","South East (England)","Ministry of Defence (excl. agencies)","EO","140","140","28020","28540"
"Leaver CS","2021","South East (England)","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Defence (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Defence (excl. agencies)","SEO/HEO","130","120","37430","35550"
"Leaver CS","2021","South East (England)","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
