"Status","Year","Responsibility_level","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SEO/HEO","East Sussex CC","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Sussex CC","30-39","40","40","[c]","[c]"
"In post","2022","SEO/HEO","East Sussex CC","40-49","80","80","36080","34230"
"In post","2022","SEO/HEO","East Sussex CC","50-59","100","100","37390","34290"
"In post","2022","SEO/HEO","East Sussex CC","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Sussex CC","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Enfield","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Enfield","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Enfield","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Enfield","50-59","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Enfield","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Essex Haven Gateway","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Essex Haven Gateway","30-39","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Essex Haven Gateway","40-49","50","50","37450","35430"
"In post","2022","SEO/HEO","Essex Haven Gateway","50-59","70","70","41360","39030"
"In post","2022","SEO/HEO","Essex Haven Gateway","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Essex Haven Gateway","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Essex Thames Gateway","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Essex Thames Gateway","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Essex Thames Gateway","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Essex Thames Gateway","50-59","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Essex Thames Gateway","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Essex Thames Gateway","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Falkirk","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Falkirk","30-39","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Falkirk","40-49","60","60","37830","36360"
"In post","2022","SEO/HEO","Falkirk","50-59","80","80","38810","39270"
"In post","2022","SEO/HEO","Falkirk","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Falkirk","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Fermanagh and Omagh","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Flintshire and Wrexham","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Flintshire and Wrexham","30-39","70","70","36480","35160"
"In post","2022","SEO/HEO","Flintshire and Wrexham","40-49","80","80","38330","36720"
"In post","2022","SEO/HEO","Flintshire and Wrexham","50-59","150","140","38900","37580"
"In post","2022","SEO/HEO","Flintshire and Wrexham","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Flintshire and Wrexham","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Glasgow City","20-29","610","600","34460","33080"
"In post","2022","SEO/HEO","Glasgow City","30-39","1240","1220","36910","34910"
"In post","2022","SEO/HEO","Glasgow City","40-49","980","940","37930","36130"
"In post","2022","SEO/HEO","Glasgow City","50-59","1040","990","38170","36130"
"In post","2022","SEO/HEO","Glasgow City","60-64","230","190","39440","36240"
"In post","2022","SEO/HEO","Glasgow City","65+","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Gloucestershire CC","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gloucestershire CC","30-39","50","50","36680","37350"
"In post","2022","SEO/HEO","Gloucestershire CC","40-49","80","70","36020","33840"
"In post","2022","SEO/HEO","Gloucestershire CC","50-59","120","120","36330","33840"
"In post","2022","SEO/HEO","Gloucestershire CC","60-64","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Gloucestershire CC","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","40-49","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","50-59","50","50","37090","34800"
"In post","2022","SEO/HEO","Greater Manchester North East","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","40-49","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","50-59","70","70","36880","34290"
"In post","2022","SEO/HEO","Greater Manchester North West","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","50-59","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South West","20-29","500","500","33630","33080"
"In post","2022","SEO/HEO","Greater Manchester South West","30-39","740","730","34770","33370"
"In post","2022","SEO/HEO","Greater Manchester South West","40-49","550","540","35580","33370"
"In post","2022","SEO/HEO","Greater Manchester South West","50-59","550","530","36450","35840"
"In post","2022","SEO/HEO","Greater Manchester South West","60-64","120","90","36630","35980"
"In post","2022","SEO/HEO","Greater Manchester South West","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwent Valleys","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwent Valleys","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwent Valleys","40-49","50","50","39240","38160"
"In post","2022","SEO/HEO","Gwent Valleys","50-59","70","60","38960","38160"
"In post","2022","SEO/HEO","Gwent Valleys","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwent Valleys","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","40-49","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","50-59","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hackney and Newham","20-29","380","380","38730","37930"
"In post","2022","SEO/HEO","Hackney and Newham","30-39","430","420","39460","37930"
"In post","2022","SEO/HEO","Hackney and Newham","40-49","480","470","39870","37930"
"In post","2022","SEO/HEO","Hackney and Newham","50-59","810","790","41030","40910"
"In post","2022","SEO/HEO","Hackney and Newham","60-64","210","180","41680","40910"
"In post","2022","SEO/HEO","Hackney and Newham","65+","60","50","42250","40910"
"In post","2022","SEO/HEO","Haringey and Islington","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","30-39","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","40-49","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","50-59","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Harrow and Hillingdon","20-29","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Harrow and Hillingdon","30-39","110","110","36230","35070"
"In post","2022","SEO/HEO","Harrow and Hillingdon","40-49","190","180","37410","35330"
"In post","2022","SEO/HEO","Harrow and Hillingdon","50-59","250","240","38040","36950"
"In post","2022","SEO/HEO","Harrow and Hillingdon","60-64","60","50","36360","37250"
"In post","2022","SEO/HEO","Harrow and Hillingdon","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","40-49","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","50-59","70","70","38790","37550"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","30-39","50","50","37260","36900"
"In post","2022","SEO/HEO","Heart of Essex","40-49","50","50","39460","38120"
"In post","2022","SEO/HEO","Heart of Essex","50-59","60","60","39720","38160"
"In post","2022","SEO/HEO","Heart of Essex","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","50-59","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","20-29","80","80","36870","37000"
"In post","2022","SEO/HEO","Hertfordshire CC","30-39","170","170","38770","39800"
"In post","2022","SEO/HEO","Hertfordshire CC","40-49","170","160","40490","40220"
"In post","2022","SEO/HEO","Hertfordshire CC","50-59","190","190","40790","39620"
"In post","2022","SEO/HEO","Hertfordshire CC","60-64","60","50","39410","37940"
"In post","2022","SEO/HEO","Hertfordshire CC","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","20-29","100","100","34170","35050"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","30-39","210","200","36260","35200"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","40-49","220","210","39050","36910"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","50-59","220","210","40290","39420"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","60-64","50","40","37910","36950"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","30-39","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","40-49","60","60","41940","40250"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","50-59","70","60","38760","37660"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","30-39","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","40-49","80","80","39200","39270"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","50-59","100","100","38720","38580"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Anglesey","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Anglesey","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Anglesey","50-59","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Anglesey","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Anglesey","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","50-59","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","50-59","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kent Thames Gateway","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kent Thames Gateway","30-39","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Kent Thames Gateway","40-49","50","50","41330","38160"
"In post","2022","SEO/HEO","Kent Thames Gateway","50-59","70","70","39800","38160"
"In post","2022","SEO/HEO","Kent Thames Gateway","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kent Thames Gateway","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","30-39","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","40-49","70","60","36900","33840"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","50-59","140","120","36770","33900"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lambeth","20-29","200","190","37890","40070"
"In post","2022","SEO/HEO","Lambeth","30-39","340","330","42180","41970"
"In post","2022","SEO/HEO","Lambeth","40-49","290","270","43880","44090"
"In post","2022","SEO/HEO","Lambeth","50-59","260","260","44600","45610"
"In post","2022","SEO/HEO","Lambeth","60-64","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Lambeth","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lancaster and Wyre","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lancaster and Wyre","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lancaster and Wyre","40-49","60","60","37180","36800"
"In post","2022","SEO/HEO","Lancaster and Wyre","50-59","60","60","37890","36710"
"In post","2022","SEO/HEO","Lancaster and Wyre","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lancaster and Wyre","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leeds","20-29","880","870","33310","33080"
"In post","2022","SEO/HEO","Leeds","30-39","1200","1160","35050","33370"
"In post","2022","SEO/HEO","Leeds","40-49","1080","1040","36290","35730"
"In post","2022","SEO/HEO","Leeds","50-59","1110","1070","36440","35310"
"In post","2022","SEO/HEO","Leeds","60-64","220","180","36230","35430"
"In post","2022","SEO/HEO","Leeds","65+","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","30-39","60","60","34770","33840"
"In post","2022","SEO/HEO","Leicester","40-49","90","90","36110","33840"
"In post","2022","SEO/HEO","Leicester","50-59","160","150","37030","34690"
"In post","2022","SEO/HEO","Leicester","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","30-39","110","110","36490","36410"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","40-49","100","100","39450","38160"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","50-59","130","130","40210","38160"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","30-39","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","40-49","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","50-59","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","20-29","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","30-39","90","90","35870","35570"
"In post","2022","SEO/HEO","Lincolnshire CC","40-49","130","130","37350","35920"
"In post","2022","SEO/HEO","Lincolnshire CC","50-59","280","270","37370","36300"
"In post","2022","SEO/HEO","Lincolnshire CC","60-64","60","50","37230","36460"
"In post","2022","SEO/HEO","Lincolnshire CC","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","50-59","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Liverpool","20-29","390","390","33620","33080"
"In post","2022","SEO/HEO","Liverpool","30-39","920","890","34390","33370"
"In post","2022","SEO/HEO","Liverpool","40-49","840","820","35070","33370"
"In post","2022","SEO/HEO","Liverpool","50-59","770","750","35880","34290"
"In post","2022","SEO/HEO","Liverpool","60-64","120","100","36360","34550"
"In post","2022","SEO/HEO","Liverpool","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","50-59","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Luton","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Luton","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Luton","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Luton","50-59","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Luton","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Luton","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Manchester","16-19","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Manchester","20-29","680","680","33910","33370"
"In post","2022","SEO/HEO","Manchester","30-39","930","910","35040","33370"
"In post","2022","SEO/HEO","Manchester","40-49","780","750","35860","35310"
"In post","2022","SEO/HEO","Manchester","50-59","740","710","36370","35310"
"In post","2022","SEO/HEO","Manchester","60-64","160","120","36400","34500"
"In post","2022","SEO/HEO","Manchester","65+","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Medway","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medway","30-39","60","60","37140","36650"
"In post","2022","SEO/HEO","Medway","40-49","80","80","40530","39490"
"In post","2022","SEO/HEO","Medway","50-59","100","100","42900","41100"
"In post","2022","SEO/HEO","Medway","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medway","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","50-59","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid and East Antrim","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid and East Antrim","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid and East Antrim","50-59","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","40-49","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","50-59","60","60","38850","37280"
"In post","2022","SEO/HEO","Mid Kent","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","20-29","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","30-39","130","130","35750","34880"
"In post","2022","SEO/HEO","Mid Lancashire","40-49","300","280","36700","33840"
"In post","2022","SEO/HEO","Mid Lancashire","50-59","400","380","37090","35170"
"In post","2022","SEO/HEO","Mid Lancashire","60-64","100","70","37380","35980"
"In post","2022","SEO/HEO","Mid Lancashire","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Ulster","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Ulster","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Milton Keynes","20-29","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Milton Keynes","30-39","120","120","38590","39500"
"In post","2022","SEO/HEO","Milton Keynes","40-49","130","130","39230","38160"
"In post","2022","SEO/HEO","Milton Keynes","50-59","200","190","41110","40520"
"In post","2022","SEO/HEO","Milton Keynes","60-64","60","50","39900","38200"
"In post","2022","SEO/HEO","Milton Keynes","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Monmouthshire and Newport","20-29","590","590","33580","30710"
"In post","2022","SEO/HEO","Monmouthshire and Newport","30-39","760","730","35650","36840"
"In post","2022","SEO/HEO","Monmouthshire and Newport","40-49","520","490","36720","36840"
"In post","2022","SEO/HEO","Monmouthshire and Newport","50-59","390","380","37080","36840"
"In post","2022","SEO/HEO","Monmouthshire and Newport","60-64","70","60","37360","36780"
"In post","2022","SEO/HEO","Monmouthshire and Newport","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Na h-Eileanan Siar","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Na h-Eileanan Siar","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Na h-Eileanan Siar","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Na h-Eileanan Siar","50-59","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Na h-Eileanan Siar","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Newry, Mourne and Down","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Newry, Mourne and Down","50-59","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","50-59","40","40","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and West Norfolk","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and West Norfolk","30-39","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and West Norfolk","40-49","40","40","[c]","[c]"
"In post","2022","SEO/HEO","North and West Norfolk","50-59","80","70","36360","34570"
"In post","2022","SEO/HEO","North and West Norfolk","60-64","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and West Norfolk","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Hampshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Hampshire","30-39","60","50","37000","33300"
"In post","2022","SEO/HEO","North Hampshire","40-49","70","70","38820","37750"
"In post","2022","SEO/HEO","North Hampshire","50-59","110","110","37530","35800"
"In post","2022","SEO/HEO","North Hampshire","60-64","30","30","[c]","[c]"
"In post","2022","SEO/HEO","North Hampshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Lanarkshire","20-29","40","40","[c]","[c]"
"In post","2022","SEO/HEO","North Lanarkshire","30-39","90","90","37420","33370"
"In post","2022","SEO/HEO","North Lanarkshire","40-49","100","100","35610","33370"
"In post","2022","SEO/HEO","North Lanarkshire","50-59","200","180","37320","35260"
"In post","2022","SEO/HEO","North Lanarkshire","60-64","40","30","[c]","[c]"
"In post","2022","SEO/HEO","North Lanarkshire","65+","[c]","[c]","[c]","[c]"
