"Status","Year","Parent_department","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Kingston upon Hull, City of","50","50","38910","31720"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Leeds","250","230","43060","48080"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Leicester","100","90","39610","38760"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Liverpool","260","250","36940","30720"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Manchester","290","260","40710","38000"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Mid Lancashire","120","110","39160","38000"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Norwich and East Norfolk","50","50","35650","28430"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Nottingham","190","180","36800","28430"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Portsmouth","80","80","38400","30110"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Sheffield","80","80","34710","28430"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","South Hampshire","110","110","44770","42460"
"In post","2021","Attorney General's Departments","Heterosexual / straight","South Teesside","70","60","37080","28430"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Stoke-on-Trent","50","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Swansea","50","50","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Tyneside","170","160","38570","34480"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Wakefield","60","60","33550","28430"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","West Surrey","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Westminster","3000","2840","49640","51250"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heterosexual / straight","York","220","210","45080","50850"
"In post","2021","Attorney General's Departments","LGBO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Westminster","250","240","50310","51250"
"In post","2021","Attorney General's Departments","LGBO","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","LGBO","York","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Undeclared","Westminster","240","230","52270","52040"
"In post","2021","Attorney General's Departments","Undeclared","York","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Berkshire","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Birmingham","130","120","41500","38760"
"In post","2021","Attorney General's Departments","Unknown","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Bristol, City of","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Cardiff and Vale of Glamorgan","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","East Kent","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Heart of Essex","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Hertfordshire","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Leeds","110","90","40740","34480"
"In post","2021","Attorney General's Departments","Unknown","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Liverpool","80","80","40690","34480"
"In post","2021","Attorney General's Departments","Unknown","Manchester","50","50","41980","34480"
"In post","2021","Attorney General's Departments","Unknown","Mid Lancashire","50","50","42450","48080"
"In post","2021","Attorney General's Departments","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Nottingham","70","60","38910","34480"
"In post","2021","Attorney General's Departments","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Sheffield","50","40","38140","28430"
"In post","2021","Attorney General's Departments","Unknown","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","South Hampshire","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Tyneside","50","50","37590","28430"
"In post","2021","Attorney General's Departments","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Westminster","1010","930","52870","55530"
"In post","2021","Attorney General's Departments","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","York","70","60","54600","55610"
"In post","2021","Cabinet Office","Heterosexual / straight","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Bristol, City of","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Camden and City of London","60","60","57860","54700"
"In post","2021","Cabinet Office","Heterosexual / straight","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Greater Manchester South West","80","80","41440","37300"
"In post","2021","Cabinet Office","Heterosexual / straight","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Leeds","70","70","44660","39210"
"In post","2021","Cabinet Office","Heterosexual / straight","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Liverpool","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Milton Keynes","50","50","32070","33300"
"In post","2021","Cabinet Office","Heterosexual / straight","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Norwich and East Norfolk","50","50","39700","33250"
"In post","2021","Cabinet Office","Heterosexual / straight","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Sheffield","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Tower Hamlets","550","540","53400","54700"
"In post","2021","Cabinet Office","Heterosexual / straight","Tyneside","310","290","28350","23850"
"In post","2021","Cabinet Office","Heterosexual / straight","Unknown","140","140","41870","35900"
"In post","2021","Cabinet Office","Heterosexual / straight","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","Westminster","2610","2560","51480","53330"
"In post","2021","Cabinet Office","Heterosexual / straight","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Heterosexual / straight","York","220","210","30270","29200"
