"Status","Year","Ethnicity","Region_ITL3","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Aberdeen City and Aberdeenshire","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Angus and Dundee City","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Asian","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Armagh City, Banbridge and Craigavon","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Barking & Dagenham and Havering","Outer London - East and North East","140","130","30720","31060"
"In post","2021","Asian","Barnet","Outer London - West and North West","400","380","37740","32090"
"In post","2021","Asian","Barnsley, Doncaster and Rotherham","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","360","350","35790","33190"
"In post","2021","Asian","Bedford","Bedfordshire and Hertfordshire","80","70","27780","27570"
"In post","2021","Asian","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","300","280","30340","29290"
"In post","2021","Asian","Bexley and Greenwich","Outer London - East and North East","110","100","30500","31060"
"In post","2021","Asian","Birmingham","West Midlands","2440","2260","27080","25560"
"In post","2021","Asian","Blackburn with Darwen","Lancashire","130","110","25510","27570"
"In post","2021","Asian","Blackpool","Lancashire","90","80","29550","27570"
"In post","2021","Asian","Bournemouth and Poole","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bradford","West Yorkshire","680","610","25130","21440"
"In post","2021","Asian","Breckland and South Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brent","Outer London - West and North West","140","130","29920","31060"
"In post","2021","Asian","Bridgend and Neath Port Talbot","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Brighton and Hove","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","160","150","33640","27620"
"In post","2021","Asian","Bromley","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","90","90","30820","27570"
"In post","2021","Asian","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Calderdale and Kirklees","West Yorkshire","140","130","26460","27570"
"In post","2021","Asian","Cambridgeshire CC","East Anglia","80","80","35750","29510"
"In post","2021","Asian","Camden and City of London","Inner London - West","580","540","33280","29570"
"In post","2021","Asian","Cardiff and Vale of Glamorgan","East Wales","240","220","29530","25560"
"In post","2021","Asian","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Bedfordshire","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Central Hampshire","Hampshire and Isle of Wight","50","50","33840","29670"
"In post","2021","Asian","Central Valleys","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire East","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire West and Chester","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Chorley and West Lancashire","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","City of Edinburgh","Eastern Scotland","130","120","34410","30650"
"In post","2021","Asian","Clackmannanshire and Fife","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Conwy and Denbighshire","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Coventry","West Midlands","420","400","33600","29730"
"In post","2021","Asian","Croydon","Outer London - South","1610","1500","34290","29570"
"In post","2021","Asian","Darlington","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derby","Derbyshire and Nottinghamshire","110","90","25500","22570"
"In post","2021","Asian","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon CC","Devon","30","30","[c]","[c]"
"In post","2021","Asian","Dorset CC","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dudley","West Midlands","90","80","24040","21010"
"In post","2021","Asian","Dumfries and Galloway","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Durham CC","Tees Valley and Durham","50","40","25090","21430"
"In post","2021","Asian","Ealing","Outer London - West and North West","190","180","31380","31060"
"In post","2021","Asian","East Ayrshire and North Ayrshire mainland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Cumbria","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Derbyshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Kent","Kent","40","40","[c]","[c]"
"In post","2021","Asian","East Lancashire","Lancashire","70","60","24680","27570"
"In post","2021","Asian","East Lothian and Midlothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Merseyside","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Surrey","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2021","Asian","East Sussex CC","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Enfield","Outer London - East and North East","70","60","30170","31060"
"In post","2021","Asian","Essex Haven Gateway","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex Thames Gateway","Essex","40","40","[c]","[c]"
"In post","2021","Asian","Falkirk","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Flintshire and Wrexham","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Glasgow City","West Central Scotland","200","180","28810","25390"
"In post","2021","Asian","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Asian","Greater Manchester North East","Greater Manchester","120","110","27460","27570"
"In post","2021","Asian","Greater Manchester North West","Greater Manchester","80","70","24510","24700"
"In post","2021","Asian","Greater Manchester South East","Greater Manchester","90","80","24280","21130"
"In post","2021","Asian","Greater Manchester South West","Greater Manchester","460","430","28540","25560"
"In post","2021","Asian","Gwent Valleys","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gwynedd","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hackney and Newham","Inner London - East","690","620","31410","31060"
"In post","2021","Asian","Haringey and Islington","Inner London - East","160","140","29000","31060"
"In post","2021","Asian","Harrow and Hillingdon","Outer London - West and North West","1240","1130","29850","29080"
