"Status","Year","Region_ITL3","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Suffolk","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","Ministry of Defence (excl. agencies)","Male","30","30","[c]","[c]"
"Leaver CS","2021","Suffolk","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","Public Health England","Female","50","40","[c]","[c]"
"Leaver CS","2021","Suffolk","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","Department for Work and Pensions (excl. agencies)","Female","50","40","[c]","[c]"
"Leaver CS","2021","Sunderland","Department for Work and Pensions (excl. agencies)","Male","30","30","[c]","[c]"
"Leaver CS","2021","Sunderland","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","HM Revenue and Customs (excl. agencies)","Female","110","70","[c]","[c]"
"Leaver CS","2021","Sunderland","HM Revenue and Customs (excl. agencies)","Male","40","30","[c]","[c]"
"Leaver CS","2021","Sunderland","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Driver and Vehicle Licensing Agency","Female","160","110","22080","21590"
"Leaver CS","2021","Swansea","Driver and Vehicle Licensing Agency","Male","120","110","24990","21590"
"Leaver CS","2021","Swansea","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","HM Revenue and Customs (excl. agencies)","Female","50","40","[c]","[c]"
"Leaver CS","2021","Swansea","HM Revenue and Customs (excl. agencies)","Male","30","30","[c]","[c]"
"Leaver CS","2021","Swansea","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","HM Revenue and Customs (excl. agencies)","Male","30","30","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Competition and Markets Authority","Female","40","40","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Competition and Markets Authority","Male","40","40","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","HM Revenue and Customs (excl. agencies)","Female","40","30","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","HM Revenue and Customs (excl. agencies)","Male","50","50","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Medicines and Healthcare Products Regulatory Agency","Unknown","80","70","47320","40450"
"Leaver CS","2021","Tower Hamlets","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Ministry of Justice (excl. agencies)","Male","30","30","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Office of Gas and Electricity Markets","Male","30","30","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Department for Work and Pensions (excl. agencies)","Female","170","140","25250","21010"
"Leaver CS","2021","Tyneside","Department for Work and Pensions (excl. agencies)","Male","150","130","26140","21010"
"Leaver CS","2021","Tyneside","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","HM Revenue and Customs (excl. agencies)","Female","190","140","[c]","[c]"
"Leaver CS","2021","Tyneside","HM Revenue and Customs (excl. agencies)","Male","120","110","[c]","[c]"
"Leaver CS","2021","Tyneside","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Female","60","50","47040","32000"
"Leaver CS","2021","Unknown","Cabinet Office (excl. agencies)","Male","60","60","61380","52180"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Female","220","220","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Male","110","110","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Royal Fleet Auxiliary","Male","140","140","35640","32400"
"Leaver CS","2021","Wakefield","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","HM Prison and Probation Service","Male","40","30","[c]","[c]"
"Leaver CS","2021","Wakefield","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","HM Prison and Probation Service","Male","40","40","[c]","[c]"
"Leaver CS","2021","Wandsworth","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
