"Status","Year","Region_ITL2","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Inner London - West","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","50","50","43670","39600"
"Leaver CS","2022","Inner London - West","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Transport (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Transport (excl. agencies)","Unknown","200","200","44950","42470"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions (excl. agencies)","Operational Delivery","90","90","31190","31060"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department for Work and Pensions (excl. agencies)","Unknown","60","60","33470","25110"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Commercial","30","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Communications","30","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Finance","30","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Operational Delivery","40","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Policy","130","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Department of Health and Social Care (excl. agencies)","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","FCDO Services","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","FCDO Services","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","FCDO Services","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","FCDO Services","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","FCDO Services","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","FCDO Services","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","FCDO Services","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","180","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Actuary's Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Legal Department","Legal","130","120","59790","55390"
"Leaver CS","2022","Inner London - West","Government Legal Department","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Legal Department","Other","40","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Legal Department","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Property Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Property Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Courts and Tribunals Service","Operational Delivery","270","260","29900","23720"
"Leaver CS","2022","Inner London - West","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Prison and Probation Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Prison and Probation Service","Operational Delivery","170","170","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Prison and Probation Service","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Revenue and Customs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Revenue and Customs (excl. agencies)","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Treasury (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Treasury (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","HM Treasury (excl. agencies)","Policy","110","110","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Other","60","60","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Policy","100","100","49780","42180"
"Leaver CS","2022","Inner London - West","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Home Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Met Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Other","30","30","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Policy","30","30","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Ministry of Justice (excl. agencies)","Operational Delivery","200","190","44110","40480"
"Leaver CS","2022","Inner London - West","National Infrastructure Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","National Infrastructure Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","National Savings and Investments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","National Savings and Investments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","National Savings and Investments","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office of the Public Guardian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Planning Inspectorate","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Public Health England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Queen Elizabeth II Centre","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Queen Elizabeth II Centre","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Queen Elizabeth II Centre","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Serious Fraud Office","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Serious Fraud Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Serious Fraud Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Serious Fraud Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Serious Fraud Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Standards and Testing Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Health Security Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Health Security Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Health Security Agency","Operational Delivery","170","170","48590","40650"
"Leaver CS","2022","Inner London - West","UK Space Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Space Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Space Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Supreme Court","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Welsh Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Animal and Plant Health Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Defence Science and Technology Laboratory","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
