"Status","Year","Region_ITL2","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Kent","Department for Work and Pensions (excl. agencies)","Operational Delivery","130","120","28740","29290"
"Leaver CS","2022","Kent","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Driver and Vehicle Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","HM Courts and Tribunals Service","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Kent","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","HM Prison and Probation Service","Operational Delivery","310","290","[c]","[c]"
"Leaver CS","2022","Kent","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Home Office","Operational Delivery","80","60","28090","27240"
"Leaver CS","2022","Kent","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Ministry of Defence (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Ministry of Defence (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Public Health England","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Public Health England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Public Health England","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","The Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","UK Health Security Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","UK Health Security Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Animal and Plant Health Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Work and Pensions (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Work and Pensions (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Work and Pensions (excl. agencies)","Operational Delivery","430","370","23320","21260"
"Leaver CS","2022","Lancashire","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Work and Pensions (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Department for Work and Pensions (excl. agencies)","Unknown","80","80","25410","21260"
"Leaver CS","2022","Lancashire","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Driver and Vehicle Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","HM Courts and Tribunals Service","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Lancashire","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","HM Prison and Probation Service","Operational Delivery","220","200","[c]","[c]"
"Leaver CS","2022","Lancashire","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","HM Revenue and Customs (excl. agencies)","Unknown","110","90","[c]","[c]"
"Leaver CS","2022","Lancashire","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Ministry of Defence (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Ministry of Defence (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Ministry of Defence (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","The Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","UK Health Security Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Valuation Office Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions (excl. agencies)","Operational Delivery","130","120","25770","27570"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions (excl. agencies)","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Driver and Vehicle Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","HM Courts and Tribunals Service","Operational Delivery","110","100","20740","20370"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","HM Prison and Probation Service","Operational Delivery","260","250","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs (excl. agencies)","Unknown","150","120","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Defence (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Defence (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
