"Status","Year","Sexual_orientation","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Inner London - East","180","170","40980","38500"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Inner London - West","500","490","43350","37360"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","30","30","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","South Yorkshire","30","30","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","West Yorkshire","40","40","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Cheshire","120","120","38230","36740"
"In post","2021","Unknown","National Crime Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","35220","36740"
"In post","2021","Unknown","National Crime Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Inner London - East","250","240","45320","43630"
"In post","2021","Unknown","National Crime Agency","Kent","40","40","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","West Midlands","80","70","39680","38630"
"In post","2021","Unknown","National Crime Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","West Yorkshire","30","30","[c]","[c]"
"In post","2021","Unknown","National Records of Scotland","Eastern Scotland","190","170","32630","26160"
"In post","2021","Unknown","National Records of Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Inner London - West","40","40","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Northern Ireland","30","30","[c]","[c]"
"In post","2021","Unknown","Office for Budget Responsibility","Inner London - West","40","30","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education, Children's Services and Skills","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Inner London - West","30","30","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education, Children's Services and Skills","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education, Children's Services and Skills","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Inner London - East","360","350","53650","48360"
"In post","2021","Unknown","Office of Gas and Electricity Markets","West Central Scotland","240","240","37030","32030"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","West Midlands","70","60","50260","46660"
"In post","2021","Unknown","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","Inner London - East","90","80","60880","57910"
"In post","2021","Unknown","Office of Rail and Road","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of the Public Guardian","Derbyshire and Nottinghamshire","50","40","[c]","[c]"
"In post","2021","Unknown","Office of the Public Guardian","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of the Public Guardian","West Midlands","120","110","21090","19930"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectorate","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","180","160","36100","27530"
"In post","2021","Unknown","Public Health England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Public Health England","Berkshire, Buckinghamshire and Oxfordshire","100","90","49070","47090"
"In post","2021","Unknown","Public Health England","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Public Health England","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Public Health England","East Anglia","60","50","48630","39400"
"In post","2021","Unknown","Public Health England","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Public Health England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Public Health England","Gloucestershire, Wiltshire and Bath/Bristol area","170","150","47390","40560"
"In post","2021","Unknown","Public Health England","Greater Manchester","60","60","33890","30290"
"In post","2021","Unknown","Public Health England","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Public Health England","Inner London - East","280","250","58510","53410"
"In post","2021","Unknown","Public Health England","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Public Health England","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Public Health England","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Public Health England","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Public Health England","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Public Health England","Outer London - West and North West","250","240","51480","44950"
"In post","2021","Unknown","Public Health England","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Public Health England","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Public Health England","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Public Health England","West Midlands","110","100","46520","38020"
"In post","2021","Unknown","Public Health England","West Yorkshire","50","50","46940","44810"
"In post","2021","Unknown","Queen Elizabeth II Centre","Inner London - West","40","40","[c]","[c]"
"In post","2021","Unknown","Registers of Scotland","Eastern Scotland","360","330","31530","30080"
"In post","2021","Unknown","Registers of Scotland","West Central Scotland","80","70","32170","30080"
"In post","2021","Unknown","Revenue Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Royal Fleet Auxiliary","Unknown","1830","1830","37620","34460"
"In post","2021","Unknown","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","80","70","27260","21050"
"In post","2021","Unknown","Rural Payments Agency","Cheshire","60","60","25170","24920"
"In post","2021","Unknown","Rural Payments Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","Cumbria","390","350","23450","21050"
"In post","2021","Unknown","Rural Payments Agency","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","Devon","70","70","27330","25190"
"In post","2021","Unknown","Rural Payments Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","East Anglia","30","30","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","90","80","25130","22980"
"In post","2021","Unknown","Rural Payments Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","North Yorkshire","80","80","25090","24920"
"In post","2021","Unknown","Rural Payments Agency","Northumberland and Tyne and Wear","130","120","26800","24920"
"In post","2021","Unknown","Rural Payments Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Rural Payments Agency","West Yorkshire","50","40","[c]","[c]"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Eastern Scotland","30","30","[c]","[c]"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Fiscal Commission","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Forestry","Eastern Scotland","70","60","37740","37530"
"In post","2021","Unknown","Scottish Forestry","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Forestry","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Forestry","Southern Scotland","30","30","[c]","[c]"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Eastern Scotland","1500","1420","42290","37190"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Highlands and Islands","70","60","29350","29190"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Government (excl. agencies)","North Eastern Scotland","90","80","35340","30650"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Southern Scotland","40","30","[c]","[c]"
"In post","2021","Unknown","Scottish Government (excl. agencies)","West Central Scotland","280","270","42640","38540"
"In post","2021","Unknown","Scottish Housing Regulator","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Eastern Scotland","1480","1380","31090","33650"
"In post","2021","Unknown","Scottish Prison Service","Highlands and Islands","60","50","29230","29910"
"In post","2021","Unknown","Scottish Prison Service","North Eastern Scotland","200","190","29560","28410"
"In post","2021","Unknown","Scottish Prison Service","Southern Scotland","90","80","28300","26710"
"In post","2021","Unknown","Scottish Prison Service","West Central Scotland","960","920","30150","30930"
"In post","2021","Unknown","Scottish Public Pensions Agency","Southern Scotland","130","120","28900","27150"
"In post","2021","Unknown","Serious Fraud Office","Inner London - West","120","120","47290","41200"
"In post","2021","Unknown","Social Security Scotland","Eastern Scotland","60","60","29060","23730"
"In post","2021","Unknown","Social Security Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","West Central Scotland","150","140","30800","26160"
"In post","2021","Unknown","Standards and Testing Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Student Awards Agency for Scotland","Eastern Scotland","160","150","28200","22790"
"In post","2021","Unknown","Submarine Delivery Agency","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","Gloucestershire, Wiltshire and Bath/Bristol area","110","110","40140","37370"
"In post","2021","Unknown","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Submarine Delivery Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Teaching Regulation Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","The National Archives","Outer London - West and North West","240","230","35140","32560"
"In post","2021","Unknown","Transport Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Transport Scotland","West Central Scotland","110","110","42590","43040"
"In post","2021","Unknown","UK Export Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Dorset and Somerset","190","180","34180","33290"
"In post","2021","Unknown","UK Hydrographic Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","East Wales","550","520","35270","28240"
"In post","2021","Unknown","UK Intellectual Property Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Space Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Space Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","East Wales","920","860","32010","29540"
"In post","2021","Unknown","United Kingdom Statistics Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Hampshire and Isle of Wight","570","470","29250","23520"
"In post","2021","Unknown","United Kingdom Statistics Authority","Inner London - West","110","110","42180","34050"
"In post","2021","Unknown","United Kingdom Statistics Authority","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Derbyshire and Nottinghamshire","50","40","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Devon","130","120","25670","21100"
"In post","2021","Unknown","Valuation Office Agency","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","East Wales","50","40","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Inner London - East","90","80","39990","36150"
"In post","2021","Unknown","Valuation Office Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Merseyside","40","30","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Northumberland and Tyne and Wear","50","40","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Outer London - South","60","60","34700","30000"
"In post","2021","Unknown","Valuation Office Agency","Outer London - West and North West","40","30","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","Tees Valley and Durham","140","130","23170","21100"
"In post","2021","Unknown","Valuation Office Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","West Midlands","50","40","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Valuation Office Agency","West Yorkshire","80","70","26900","21250"
"In post","2021","Unknown","Vehicle Certification Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Vehicle Certification Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Inner London - West","50","40","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","West Midlands","100","90","48480","44000"
"In post","2021","Unknown","Welsh Government (excl. agencies)","East Wales","90","80","41030","28850"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","West Wales and The Valleys","60","50","35130","28850"
"In post","2021","Unknown","Welsh Revenue Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","West Wales and The Valleys","60","60","43080","38360"
"In post","2021","Unknown","Wilton Park","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Accountant in Bankruptcy","Southern Scotland","80","70","33740","30040"
"In post","2022","Heterosexual / straight","Accountant in Bankruptcy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","60","50","29720","30950"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","East Anglia","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","East Wales","60","50","31590","30950"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Greater Manchester","100","90","30940","30950"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Inner London - West","140","130","44300","39240"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","100","90","30170","30950"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","West Central Scotland","70","60","32410","30950"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","West Midlands","50","50","32190","30950"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","West Yorkshire","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Cornwall and Isles of Scilly","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Cumbria","120","110","25200","21300"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Devon","160","150","28100","21300"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","East Anglia","70","70","31320","29180"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","East Wales","90","80","28590","24920"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Eastern Scotland","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Essex","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","90","90","28470","24920"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","130","120","29870","27110"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Kent","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Lancashire","70","60","28440","24920"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","North Yorkshire","140","130","29050","25310"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Animal and Plant Health Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
