"Status","Year","Age","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","20-29","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign and Commonwealth Office (excl. agencies)","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Internal Audit Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Legal Department","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Health and Safety Executive","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","Operational Delivery","120","120","21600","19930"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","Operational Delivery","70","70","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","Unknown","560","550","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury (excl. agencies)","Policy","50","50","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Operational Delivery","130","120","25980","24760"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Policy","50","50","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","Unknown","90","80","31400","28000"
"Leaver Dept.","2021","20-29","Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Insolvency Service","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal Aid Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Maritime and Coastguard Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Met Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","100","100","33130","32560"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Operational Delivery","50","50","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Policy","30","30","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Infrastructure Commission","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Infrastructure Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of the Public Guardian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of the Public Guardian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning Inspectorate","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Public Health England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Public Health England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Public Health England","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Registers of Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Serious Fraud Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Standards and Testing Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Submarine Delivery Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Submarine Delivery Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Teaching Regulation Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Intellectual Property Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Intellectual Property Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Intellectual Property Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","Operational Delivery","50","40","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Valuation Office Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Valuation Office Agency","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales Office","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wilton Park","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Advisory, Conciliation and Arbitration Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Advisory, Conciliation and Arbitration Service","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Cabinet Office (excl. agencies)","Unknown","390","380","44670","38890"
"Leaver Dept.","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Companies House","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Companies House","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Criminal Injuries Compensation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Criminal Injuries Compensation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Commercial Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Office and Procurator Fiscal Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Defence Equipment and Support","Project Delivery","30","30","[c]","[c]"
