"Status","Year","Age","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Operational Delivery","150","150","34980","30810"
"In post","2021","40-49","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Policy","50","50","45290","40960"
"In post","2021","40-49","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Scotland","Unknown","70","70","37940","33620"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","40","40","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","60","50","43050","41740"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","50","50","47180","40750"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","70","60","46000","39630"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","50","50","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","130","120","38050","33400"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Other","100","100","70320","67510"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","1130","1110","55540","56800"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","80","70","46380","45490"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Security","40","40","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","70","70","63260","66520"
"In post","2021","40-49","Forestry and Land Scotland","Unknown","230","220","33840","31060"
"In post","2021","40-49","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Actuary's Department","Other","40","40","[c]","[c]"
"In post","2021","40-49","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","Internal Audit","90","90","51750","49750"
"In post","2021","40-49","Government Internal Audit Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Legal Department","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Legal Department","Legal","620","550","63440","65630"
"In post","2021","40-49","Government Legal Department","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Legal Department","Other","70","70","34600","28870"
"In post","2021","40-49","Government Legal Department","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Legal Department","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Other","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","Operational Delivery","450","430","47120","46320"
"In post","2021","40-49","Health and Safety Executive","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Health and Safety Executive","Science and Engineering","120","110","41340","39390"
"In post","2021","40-49","Health and Safety Executive","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Courts and Tribunals Service","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","40-49","HM Courts and Tribunals Service","Finance","60","60","41900","40480"
"In post","2021","40-49","HM Courts and Tribunals Service","Human Resources","40","30","[c]","[c]"
"In post","2021","40-49","HM Courts and Tribunals Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Courts and Tribunals Service","Legal","340","300","42090","41660"
"In post","2021","40-49","HM Courts and Tribunals Service","Operational Delivery","3170","2800","23200","21170"
"In post","2021","40-49","HM Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Courts and Tribunals Service","Project Delivery","80","80","44430","37920"
"In post","2021","40-49","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Digital, Data and Technology","190","180","40950","38450"
"In post","2021","40-49","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Human Resources","40","30","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Legal","60","60","51970","60520"
"In post","2021","40-49","HM Land Registry","Operational Delivery","890","810","28780","27130"
"In post","2021","40-49","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Project Delivery","40","40","[c]","[c]"
"In post","2021","40-49","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Prison and Probation Service","Commercial","180","180","49630","46870"
"In post","2021","40-49","HM Prison and Probation Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Prison and Probation Service","Intelligence Analysis","100","100","32030","28610"
"In post","2021","40-49","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Prison and Probation Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Prison and Probation Service","Operational Delivery","10530","10030","31510","31650"
"In post","2021","40-49","HM Prison and Probation Service","Policy","150","140","39850","34290"
"In post","2021","40-49","HM Prison and Probation Service","Psychology","270","260","43970","45820"
"In post","2021","40-49","HM Prison and Probation Service","Security","170","170","41240","38160"
"In post","2021","40-49","HM Prison and Probation Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Communications","80","70","46950","41150"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","490","480","42530","38630"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Finance","370","350","37440","31810"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Human Resources","180","170","44050","38630"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","50","50","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Legal","930","900","34110","31810"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Operational Delivery","6100","5480","25920","21440"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Operational Research","30","30","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Other","120","120","43470","38630"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Policy","280","260","53570","52580"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Project Delivery","750","730","43700","38630"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Property","60","60","38220","34350"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Security","50","50","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Statistics","50","50","49260","49270"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Tax","3370","3220","34520","31810"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","Unknown","880","840","36110","31810"
"In post","2021","40-49","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Policy","120","110","66530","68270"
"In post","2021","40-49","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","HM Treasury (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Communications","40","40","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Counter Fraud","60","50","27980","25310"
"In post","2021","40-49","Home Office (incl. agencies)","Digital, Data and Technology","340","340","53420","52280"
"In post","2021","40-49","Home Office (incl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Finance","70","60","47220","42410"
"In post","2021","40-49","Home Office (incl. agencies)","Human Resources","190","180","45360","39360"
"In post","2021","40-49","Home Office (incl. agencies)","Intelligence Analysis","430","400","30140","28350"
"In post","2021","40-49","Home Office (incl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Operational Delivery","6270","5810","29240","26200"
"In post","2021","40-49","Home Office (incl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Other","400","380","37820","35070"
"In post","2021","40-49","Home Office (incl. agencies)","Policy","520","490","55520","57460"
"In post","2021","40-49","Home Office (incl. agencies)","Project Delivery","400","390","46120","42060"
"In post","2021","40-49","Home Office (incl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Science and Engineering","40","40","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Security","90","90","35920","32740"
"In post","2021","40-49","Home Office (incl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Home Office (incl. agencies)","Unknown","100","90","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Counter Fraud","80","80","38780","39170"
"In post","2021","40-49","Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Operational Delivery","330","300","29740","26290"
"In post","2021","40-49","Insolvency Service","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Insolvency Service","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Operational Delivery","40","40","[c]","[c]"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Planning","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Commercial","40","40","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Operational Delivery","230","210","25980","21790"
"In post","2021","40-49","Legal Aid Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Operational Delivery","200","190","38040","35380"
"In post","2021","40-49","Maritime and Coastguard Agency","Other","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Maritime and Coastguard Agency","Policy","60","60","42930","40080"
"In post","2021","40-49","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Medicine","60","50","68780","69360"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","40","40","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Other","70","60","55260","53830"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","100","90","53500","53820"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Commercial","60","60","45360","47960"
"In post","2021","40-49","Met Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Digital, Data and Technology","90","80","39630","35030"
"In post","2021","40-49","Met Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Operational Delivery","50","50","45080","42090"
"In post","2021","40-49","Met Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Project Delivery","60","50","44270","45150"
"In post","2021","40-49","Met Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Met Office","Science and Engineering","230","210","43280","41900"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Commercial","160","150","36850","34800"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Communications","130","130","34570","33300"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Digital, Data and Technology","170","160","32360","29200"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Finance","380","360","39910","33300"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Human Resources","370","350","32820","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Intelligence Analysis","150","150","39750","37640"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Knowledge and Information Management","150","150","35610","33300"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Medicine","480","430","47330","38190"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Operational Delivery","150","140","29810","26930"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Other","2070","1990","26380","21580"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Policy","200","190","50390","45200"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Project Delivery","1090","1070","40890","40000"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Property","480","460","32360","33300"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Science and Engineering","330","320","35310","30660"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Security","1130","1130","30480","26670"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","360","350","35890","33300"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","40","30","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","110","100","38480","36460"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","260","250","55910","53130"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Communications","30","30","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Digital, Data and Technology","260","250","50520","50000"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Finance","160","160","45180","42970"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Human Resources","220","220","43900","42910"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Operational Delivery","310","290","38920","34460"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Policy","150","150","49200","49740"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Project Delivery","60","60","49570","49570"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Property","40","40","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Unknown","30","30","[c]","[c]"
