"Status","Year","Region_ITL2","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Leicester","750","680","27030","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Leicestershire CC and Rutland","550","510","27620","27380"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","North Northamptonshire","250","230","27640","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","West Northamptonshire","280","260","27210","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Leicester","110","100","54290","52580"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Leicestershire CC and Rutland","60","60","65970","60470"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SCS","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SCS","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SCS","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Leicester","380","360","35110","33840"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Leicestershire CC and Rutland","410","390","38370","37890"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","West Northamptonshire","120","120","36110","35310"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Leicester","170","150","29050","28200"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Leicestershire CC and Rutland","40","40","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","West Northamptonshire","120","110","28720","28200"
"In post","2021","Lincolnshire","AA/AO","Lincolnshire","1290","1210","22240","21010"
"In post","2021","Lincolnshire","EO","Lincolnshire","750","700","27810","27570"
"In post","2021","Lincolnshire","G6/G7","Lincolnshire","80","70","59080","55270"
"In post","2021","Lincolnshire","SCS","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","SEO/HEO","Lincolnshire","570","550","36560","35050"
"In post","2021","Lincolnshire","Unknown","Lincolnshire","130","130","30830","30210"
"In post","2021","Merseyside","AA/AO","East Merseyside","280","240","20690","20320"
"In post","2021","Merseyside","AA/AO","Liverpool","3650","3260","21460","21430"
"In post","2021","Merseyside","AA/AO","Sefton","2240","1930","20600","20660"
"In post","2021","Merseyside","AA/AO","Wirral","1000","860","21070","21010"
"In post","2021","Merseyside","EO","East Merseyside","520","460","27490","27570"
"In post","2021","Merseyside","EO","Liverpool","3050","2790","25710","25310"
"In post","2021","Merseyside","EO","Sefton","1870","1720","26390","26410"
"In post","2021","Merseyside","EO","Wirral","750","660","27350","27570"
"In post","2021","Merseyside","G6/G7","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","G6/G7","Liverpool","890","860","55040","52580"
"In post","2021","Merseyside","G6/G7","Sefton","460","440","56490","53430"
"In post","2021","Merseyside","G6/G7","Wirral","40","40","[c]","[c]"
"In post","2021","Merseyside","SCS","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","SCS","Liverpool","50","50","93590","86490"
"In post","2021","Merseyside","SCS","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","SCS","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","SEO/HEO","East Merseyside","110","100","35170","34240"
"In post","2021","Merseyside","SEO/HEO","Liverpool","2390","2300","33910","31950"
"In post","2021","Merseyside","SEO/HEO","Sefton","1420","1350","35740","33290"
"In post","2021","Merseyside","SEO/HEO","Wirral","290","260","35380","33840"
"In post","2021","Merseyside","Unknown","East Merseyside","100","90","29510","28200"
"In post","2021","Merseyside","Unknown","Liverpool","210","190","29440","28200"
"In post","2021","Merseyside","Unknown","Sefton","40","40","[c]","[c]"
"In post","2021","Merseyside","Unknown","Wirral","60","50","28750","28200"
"In post","2021","North Eastern Scotland","AA/AO","Aberdeen City and Aberdeenshire","550","500","25300","22230"
"In post","2021","North Eastern Scotland","EO","Aberdeen City and Aberdeenshire","600","560","29290","27570"
"In post","2021","North Eastern Scotland","G6/G7","Aberdeen City and Aberdeenshire","130","130","66530","61010"
"In post","2021","North Eastern Scotland","SCS","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","SEO/HEO","Aberdeen City and Aberdeenshire","590","560","46020","39100"
"In post","2021","North Yorkshire","AA/AO","North Yorkshire CC","810","770","23110","20920"
"In post","2021","North Yorkshire","AA/AO","York","570","530","21530","21010"
"In post","2021","North Yorkshire","EO","North Yorkshire CC","530","500","28020","27570"
"In post","2021","North Yorkshire","EO","York","510","480","26690","26670"
"In post","2021","North Yorkshire","G6/G7","North Yorkshire CC","90","90","61570","55730"
"In post","2021","North Yorkshire","G6/G7","York","600","570","58050","55610"
"In post","2021","North Yorkshire","SCS","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","SCS","York","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","SEO/HEO","North Yorkshire CC","400","380","36480","35310"
"In post","2021","North Yorkshire","SEO/HEO","York","1000","960","35570","35700"
"In post","2021","North Yorkshire","Unknown","North Yorkshire CC","100","90","29360","29200"
"In post","2021","North Yorkshire","Unknown","York","90","80","29630","28200"
"In post","2021","Northern Ireland","AA/AO","Antrim and Newtownabbey","150","150","20680","20310"
"In post","2021","Northern Ireland","AA/AO","Ards and North Down","170","170","21240","20310"
"In post","2021","Northern Ireland","AA/AO","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","AA/AO","Belfast","1000","900","20660","20140"
"In post","2021","Northern Ireland","AA/AO","Causeway Coast and Glens","70","70","20410","20310"
"In post","2021","Northern Ireland","AA/AO","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","AA/AO","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","AA/AO","Lisburn and Castlereagh","200","190","21360","21670"
"In post","2021","Northern Ireland","AA/AO","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","AA/AO","Newry, Mourne and Down","60","60","20470","20310"
"In post","2021","Northern Ireland","EO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","EO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","EO","Belfast","820","770","26290","25560"
"In post","2021","Northern Ireland","EO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","EO","Lisburn and Castlereagh","100","100","27210","27240"
"In post","2021","Northern Ireland","EO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","G6/G7","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","G6/G7","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","G6/G7","Belfast","210","210","54770","52580"
"In post","2021","Northern Ireland","G6/G7","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","SCS","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","SEO/HEO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","SEO/HEO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","SEO/HEO","Belfast","760","740","34280","31810"
"In post","2021","Northern Ireland","SEO/HEO","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","SEO/HEO","Lisburn and Castlereagh","90","80","37330","37210"
"In post","2021","Northern Ireland","SEO/HEO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","AA/AO","Northumberland","90","80","20450","20920"
"In post","2021","Northumberland and Tyne and Wear","AA/AO","Sunderland","2380","1890","20740","21010"
"In post","2021","Northumberland and Tyne and Wear","AA/AO","Tyneside","6530","5600","20710","21010"
"In post","2021","Northumberland and Tyne and Wear","EO","Northumberland","190","170","27250","27570"
"In post","2021","Northumberland and Tyne and Wear","EO","Sunderland","1420","1270","27140","27570"
"In post","2021","Northumberland and Tyne and Wear","EO","Tyneside","3920","3600","26250","25560"
"In post","2021","Northumberland and Tyne and Wear","G6/G7","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","G6/G7","Sunderland","90","80","54980","52580"
"In post","2021","Northumberland and Tyne and Wear","G6/G7","Tyneside","1580","1530","54400","52580"
"In post","2021","Northumberland and Tyne and Wear","SCS","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","SCS","Tyneside","90","90","89510","79600"
"In post","2021","Northumberland and Tyne and Wear","SEO/HEO","Northumberland","70","60","35540","34610"
"In post","2021","Northumberland and Tyne and Wear","SEO/HEO","Sunderland","490","460","33920","31990"
"In post","2021","Northumberland and Tyne and Wear","SEO/HEO","Tyneside","4160","3940","34360","32000"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Northumberland","30","30","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Sunderland","50","50","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Tyneside","270","250","28960","28200"
"In post","2021","Outer London - East and North East","AA/AO","Barking & Dagenham and Havering","110","100","23280","23210"
"In post","2021","Outer London - East and North East","AA/AO","Bexley and Greenwich","880","840","28470","28720"
"In post","2021","Outer London - East and North East","AA/AO","Enfield","70","60","23160","23130"
"In post","2021","Outer London - East and North East","AA/AO","Redbridge and Waltham Forest","370","320","23780","25110"
"In post","2021","Outer London - East and North East","EO","Barking & Dagenham and Havering","380","350","30980","31060"
"In post","2021","Outer London - East and North East","EO","Bexley and Greenwich","550","510","32070","31060"
"In post","2021","Outer London - East and North East","EO","Enfield","250","230","30950","31060"
"In post","2021","Outer London - East and North East","EO","Redbridge and Waltham Forest","540","500","30680","31060"
"In post","2021","Outer London - East and North East","G6/G7","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","G6/G7","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","G6/G7","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","SEO/HEO","Barking & Dagenham and Havering","50","50","38340","37290"
"In post","2021","Outer London - East and North East","SEO/HEO","Bexley and Greenwich","190","190","41490","39670"
"In post","2021","Outer London - East and North East","SEO/HEO","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","SEO/HEO","Redbridge and Waltham Forest","70","70","36800","36650"
"In post","2021","Outer London - East and North East","Unknown","Barking & Dagenham and Havering","50","40","[c]","[c]"
"In post","2021","Outer London - East and North East","Unknown","Bexley and Greenwich","130","130","33350","33950"
"In post","2021","Outer London - East and North East","Unknown","Enfield","30","30","[c]","[c]"
"In post","2021","Outer London - East and North East","Unknown","Redbridge and Waltham Forest","80","70","32370","32090"
"In post","2021","Outer London - South","AA/AO","Bromley","140","130","22290","22120"
"In post","2021","Outer London - South","AA/AO","Croydon","1740","1580","24510","25630"
"In post","2021","Outer London - South","AA/AO","Merton, Kingston upon Thames and Sutton","130","120","22290","22080"
"In post","2021","Outer London - South","EO","Bromley","240","220","31060","31060"
"In post","2021","Outer London - South","EO","Croydon","2600","2450","29660","29370"
"In post","2021","Outer London - South","EO","Merton, Kingston upon Thames and Sutton","380","360","31420","31060"
"In post","2021","Outer London - South","G6/G7","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","G6/G7","Croydon","1590","1540","63460","61000"
"In post","2021","Outer London - South","G6/G7","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","SCS","Croydon","80","70","91460","82690"
"In post","2021","Outer London - South","SEO/HEO","Bromley","50","50","39600","38450"
"In post","2021","Outer London - South","SEO/HEO","Croydon","3520","3400","39250","37380"
"In post","2021","Outer London - South","SEO/HEO","Merton, Kingston upon Thames and Sutton","90","80","40450","40040"
"In post","2021","Outer London - South","Unknown","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Unknown","Croydon","100","90","35410","34100"
"In post","2021","Outer London - South","Unknown","Merton, Kingston upon Thames and Sutton","60","50","32810","32090"
"In post","2021","Outer London - West and North West","AA/AO","Barnet","270","240","23800","23530"
"In post","2021","Outer London - West and North West","AA/AO","Brent","160","140","23490","23500"
"In post","2021","Outer London - West and North West","AA/AO","Ealing","70","60","24880","25110"
"In post","2021","Outer London - West and North West","AA/AO","Harrow and Hillingdon","610","560","25100","25630"
"In post","2021","Outer London - West and North West","AA/AO","Hounslow and Richmond upon Thames","960","890","26830","25110"
"In post","2021","Outer London - West and North West","EO","Barnet","440","410","30040","31060"
"In post","2021","Outer London - West and North West","EO","Brent","270","260","30670","31060"
"In post","2021","Outer London - West and North West","EO","Ealing","350","330","31200","31060"
"In post","2021","Outer London - West and North West","EO","Harrow and Hillingdon","2010","1780","29540","29080"
"In post","2021","Outer London - West and North West","EO","Hounslow and Richmond upon Thames","940","890","30020","29250"
"In post","2021","Outer London - West and North West","G6/G7","Barnet","310","300","60050","56490"
"In post","2021","Outer London - West and North West","G6/G7","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - West and North West","G6/G7","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - West and North West","G6/G7","Harrow and Hillingdon","80","80","61830","59160"
"In post","2021","Outer London - West and North West","G6/G7","Hounslow and Richmond upon Thames","150","140","56110","53600"
"In post","2021","Outer London - West and North West","SCS","Barnet","40","40","[c]","[c]"
"In post","2021","Outer London - West and North West","SCS","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - West and North West","SCS","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - West and North West","SEO/HEO","Barnet","570","550","38940","39690"
"In post","2021","Outer London - West and North West","SEO/HEO","Brent","90","90","40700","37380"
"In post","2021","Outer London - West and North West","SEO/HEO","Ealing","50","40","[c]","[c]"
"In post","2021","Outer London - West and North West","SEO/HEO","Harrow and Hillingdon","650","620","37260","36620"
"In post","2021","Outer London - West and North West","SEO/HEO","Hounslow and Richmond upon Thames","750","720","37950","36140"
"In post","2021","Outer London - West and North West","Unknown","Barnet","50","40","[c]","[c]"
"In post","2021","Outer London - West and North West","Unknown","Brent","60","60","32640","29210"
"In post","2021","Outer London - West and North West","Unknown","Ealing","40","40","[c]","[c]"
"In post","2021","Outer London - West and North West","Unknown","Harrow and Hillingdon","50","50","33420","30200"
"In post","2021","Outer London - West and North West","Unknown","Hounslow and Richmond upon Thames","50","50","32000","30370"
"In post","2021","Overseas","AA/AO","Overseas","50","50","22460","23000"
"In post","2021","Overseas","EO","Overseas","280","270","28020","27370"
"In post","2021","Overseas","G6/G7","Overseas","1340","1330","59920","58030"
"In post","2021","Overseas","SCS","Overseas","290","290","85970","77460"
"In post","2021","Overseas","SEO/HEO","Overseas","1550","1540","39920","36960"
"In post","2021","Overseas","Unknown","Overseas","260","250","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","AA/AO","Shropshire CC","450","430","23550","21710"
"In post","2021","Shropshire and Staffordshire","AA/AO","Staffordshire CC","1740","1630","23700","22850"
"In post","2021","Shropshire and Staffordshire","AA/AO","Stoke-on-Trent","600","520","19620","18880"
"In post","2021","Shropshire and Staffordshire","AA/AO","Telford and Wrekin","460","410","21840","21010"
"In post","2021","Shropshire and Staffordshire","EO","Shropshire CC","430","410","28350","27570"
"In post","2021","Shropshire and Staffordshire","EO","Staffordshire CC","1070","1000","28260","27570"
"In post","2021","Shropshire and Staffordshire","EO","Stoke-on-Trent","410","370","26300","27570"
"In post","2021","Shropshire and Staffordshire","EO","Telford and Wrekin","560","510","26840","27570"
"In post","2021","Shropshire and Staffordshire","G6/G7","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","G6/G7","Staffordshire CC","150","150","61420","55080"
"In post","2021","Shropshire and Staffordshire","G6/G7","Stoke-on-Trent","50","50","54990","54200"
"In post","2021","Shropshire and Staffordshire","G6/G7","Telford and Wrekin","280","270","56380","52580"
"In post","2021","Shropshire and Staffordshire","SCS","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","SCS","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","SCS","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","SCS","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","SEO/HEO","Shropshire CC","180","180","37990","36360"
"In post","2021","Shropshire and Staffordshire","SEO/HEO","Staffordshire CC","820","790","38210","37280"
"In post","2021","Shropshire and Staffordshire","SEO/HEO","Stoke-on-Trent","90","90","34450","33250"
"In post","2021","Shropshire and Staffordshire","SEO/HEO","Telford and Wrekin","610","570","35930","35000"
"In post","2021","Shropshire and Staffordshire","Unknown","Shropshire CC","90","80","33640","34320"
"In post","2021","Shropshire and Staffordshire","Unknown","Staffordshire CC","170","150","30120","30210"
"In post","2021","Shropshire and Staffordshire","Unknown","Stoke-on-Trent","90","80","29190","28200"
"In post","2021","Shropshire and Staffordshire","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","South Yorkshire","AA/AO","Barnsley, Doncaster and Rotherham","1510","1340","23120","21010"
"In post","2021","South Yorkshire","AA/AO","Sheffield","1580","1390","20950","21430"
"In post","2021","South Yorkshire","EO","Barnsley, Doncaster and Rotherham","940","820","28310","27570"
"In post","2021","South Yorkshire","EO","Sheffield","1800","1630","26350","26000"
"In post","2021","South Yorkshire","G6/G7","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","South Yorkshire","G6/G7","Sheffield","1130","1090","55510","52280"
"In post","2021","South Yorkshire","SCS","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","South Yorkshire","SCS","Sheffield","80","70","79440","75410"
"In post","2021","South Yorkshire","SEO/HEO","Barnsley, Doncaster and Rotherham","310","290","37620","35570"
"In post","2021","South Yorkshire","SEO/HEO","Sheffield","2210","2090","34790","34290"
"In post","2021","South Yorkshire","Unknown","Barnsley, Doncaster and Rotherham","210","190","29510","30210"
"In post","2021","South Yorkshire","Unknown","Sheffield","130","120","28710","28200"
"In post","2021","Southern Scotland","AA/AO","Dumfries and Galloway","250","230","23780","22920"
"In post","2021","Southern Scotland","AA/AO","East Ayrshire and North Ayrshire mainland","300","250","21870","21010"
"In post","2021","Southern Scotland","AA/AO","Scottish Borders","180","160","23700","24110"
"In post","2021","Southern Scotland","AA/AO","South Ayrshire","90","80","21360","21050"
"In post","2021","Southern Scotland","AA/AO","South Lanarkshire","1420","1210","20610","20140"
"In post","2021","Southern Scotland","EO","Dumfries and Galloway","220","200","30370","29190"
"In post","2021","Southern Scotland","EO","East Ayrshire and North Ayrshire mainland","470","430","25690","27570"
"In post","2021","Southern Scotland","EO","Scottish Borders","190","170","28120","27570"
"In post","2021","Southern Scotland","EO","South Ayrshire","180","170","27510","27570"
"In post","2021","Southern Scotland","EO","South Lanarkshire","840","730","26240","26120"
"In post","2021","Southern Scotland","G6/G7","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","G6/G7","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","G6/G7","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","G6/G7","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","G6/G7","South Lanarkshire","440","420","55060","52580"
"In post","2021","Southern Scotland","SCS","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","SCS","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","SCS","South Lanarkshire","30","30","[c]","[c]"
"In post","2021","Southern Scotland","SEO/HEO","Dumfries and Galloway","90","80","38720","37530"
"In post","2021","Southern Scotland","SEO/HEO","East Ayrshire and North Ayrshire mainland","170","170","34410","33180"
"In post","2021","Southern Scotland","SEO/HEO","Scottish Borders","90","80","36070","35110"
"In post","2021","Southern Scotland","SEO/HEO","South Ayrshire","40","40","[c]","[c]"
"In post","2021","Southern Scotland","SEO/HEO","South Lanarkshire","970","920","35180","33930"
"In post","2021","Surrey, East and West Sussex","AA/AO","Brighton and Hove","160","140","20510","20650"
"In post","2021","Surrey, East and West Sussex","AA/AO","East Surrey","550","520","30380","33050"
"In post","2021","Surrey, East and West Sussex","AA/AO","East Sussex CC","930","820","22480","21010"
"In post","2021","Surrey, East and West Sussex","AA/AO","West Surrey","750","710","24890","24370"
"In post","2021","Surrey, East and West Sussex","AA/AO","West Sussex (North East)","150","130","22210","22360"
"In post","2021","Surrey, East and West Sussex","AA/AO","West Sussex (South West)","390","350","21860","21010"
"In post","2021","Surrey, East and West Sussex","EO","Brighton and Hove","270","240","27590","27570"
"In post","2021","Surrey, East and West Sussex","EO","East Surrey","230","210","31570","29290"
"In post","2021","Surrey, East and West Sussex","EO","East Sussex CC","740","670","27360","27570"
"In post","2021","Surrey, East and West Sussex","EO","West Surrey","550","510","29170","29290"
"In post","2021","Surrey, East and West Sussex","EO","West Sussex (North East)","770","670","28080","27570"
"In post","2021","Surrey, East and West Sussex","EO","West Sussex (South West)","450","400","27460","27570"
"In post","2021","Surrey, East and West Sussex","G6/G7","Brighton and Hove","70","60","59430","60350"
"In post","2021","Surrey, East and West Sussex","G6/G7","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","G6/G7","East Sussex CC","40","40","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","G6/G7","West Surrey","190","190","59200","57500"
"In post","2021","Surrey, East and West Sussex","G6/G7","West Sussex (North East)","50","50","58990","55290"
"In post","2021","Surrey, East and West Sussex","G6/G7","West Sussex (South West)","90","90","55670","52580"
"In post","2021","Surrey, East and West Sussex","SCS","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","SCS","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","SCS","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","SCS","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","SCS","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","SEO/HEO","Brighton and Hove","70","70","36430","35290"
"In post","2021","Surrey, East and West Sussex","SEO/HEO","East Surrey","150","140","42440","41500"
"In post","2021","Surrey, East and West Sussex","SEO/HEO","East Sussex CC","220","210","36210","34170"
"In post","2021","Surrey, East and West Sussex","SEO/HEO","West Surrey","490","460","37810","37790"
"In post","2021","Surrey, East and West Sussex","SEO/HEO","West Sussex (North East)","230","220","36690","35030"
"In post","2021","Surrey, East and West Sussex","SEO/HEO","West Sussex (South West)","330","300","35340","34860"
"In post","2021","Surrey, East and West Sussex","Unknown","Brighton and Hove","90","80","28790","25340"
"In post","2021","Surrey, East and West Sussex","Unknown","East Surrey","40","40","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Unknown","East Sussex CC","60","60","29820","30210"
"In post","2021","Surrey, East and West Sussex","Unknown","West Surrey","120","110","28680","28200"
"In post","2021","Surrey, East and West Sussex","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Unknown","West Sussex (South West)","50","50","30420","30210"
"In post","2021","Tees Valley and Durham","AA/AO","Darlington","100","90","21000","21000"
"In post","2021","Tees Valley and Durham","AA/AO","Durham CC","3340","2940","23210","21430"
"In post","2021","Tees Valley and Durham","AA/AO","Hartlepool and Stockton-on-Tees","810","730","23360","21010"
"In post","2021","Tees Valley and Durham","AA/AO","South Teesside","440","390","20550","21010"
"In post","2021","Tees Valley and Durham","EO","Darlington","190","170","26370","26000"
"In post","2021","Tees Valley and Durham","EO","Durham CC","1250","1130","27690","27130"
"In post","2021","Tees Valley and Durham","EO","Hartlepool and Stockton-on-Tees","510","460","28070","27570"
"In post","2021","Tees Valley and Durham","EO","South Teesside","420","380","26860","27570"
"In post","2021","Tees Valley and Durham","G6/G7","Darlington","190","190","54080","50630"
"In post","2021","Tees Valley and Durham","G6/G7","Durham CC","110","100","59670","56750"
"In post","2021","Tees Valley and Durham","G6/G7","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","G6/G7","South Teesside","50","50","[c]","[c]"
"In post","2021","Tees Valley and Durham","SCS","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","SCS","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","SCS","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","SCS","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","SEO/HEO","Darlington","430","410","34540","36500"
"In post","2021","Tees Valley and Durham","SEO/HEO","Durham CC","750","710","37130","36410"
"In post","2021","Tees Valley and Durham","SEO/HEO","Hartlepool and Stockton-on-Tees","150","150","37830","34810"
"In post","2021","Tees Valley and Durham","SEO/HEO","South Teesside","100","90","34160","32530"
"In post","2021","Tees Valley and Durham","Unknown","Darlington","50","50","[c]","[c]"
"In post","2021","Tees Valley and Durham","Unknown","Durham CC","140","130","30430","30880"
"In post","2021","Tees Valley and Durham","Unknown","Hartlepool and Stockton-on-Tees","60","60","31830","32690"
"In post","2021","Tees Valley and Durham","Unknown","South Teesside","120","100","28180","28200"
"In post","2021","Unknown","AA/AO","Unknown","240","220","22240","21010"
"In post","2021","Unknown","EO","Unknown","590","550","28030","27570"
"In post","2021","Unknown","G6/G7","Unknown","200","190","57540","54700"
"In post","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Unknown","760","750","34170","32000"
"In post","2021","Unknown","Unknown","Unknown","1910","1910","37270","33570"
"In post","2021","West Central Scotland","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","1370","1300","26510","22430"
"In post","2021","West Central Scotland","AA/AO","Glasgow City","3820","3450","21070","21010"
"In post","2021","West Central Scotland","AA/AO","Inverclyde, East Renfrewshire and Renfrewshire","340","300","21770","21010"
"In post","2021","West Central Scotland","AA/AO","North Lanarkshire","1460","1220","20910","20640"
"In post","2021","West Central Scotland","EO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","620","590","30790","28210"
"In post","2021","West Central Scotland","EO","Glasgow City","3250","3000","27290","27570"
"In post","2021","West Central Scotland","EO","Inverclyde, East Renfrewshire and Renfrewshire","470","430","28650","27570"
"In post","2021","West Central Scotland","EO","North Lanarkshire","850","770","28110","27570"
