"Status","Year","Sex","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","600","590","51760","51360"
"In post","2022","Male","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","730","720","44610","38030"
"In post","2022","Male","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","110","110","47450","46660"
"In post","2022","Male","Office of Rail and Road","Office of Rail and Road","200","190","56820","55430"
"In post","2022","Male","Office of the Public Guardian","Ministry of Justice","640","600","24120","20970"
"In post","2022","Male","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","40","40","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Male","Planning Inspectorate","Department for Levelling Up, Housing and Communities","440","410","45530","47660"
"In post","2022","Male","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"In post","2022","Male","Registers of Scotland","Scottish Government","590","570","34080","30840"
"In post","2022","Male","Revenue Scotland","Scottish Government","30","30","[c]","[c]"
"In post","2022","Male","Royal Fleet Auxiliary","Ministry of Defence","1590","1590","37990","34460"
"In post","2022","Male","Rural Payments Agency","Department for Environment, Food and Rural Affairs","1090","1060","26650","24920"
"In post","2022","Male","Scottish Courts and Tribunals Service","Scottish Government","610","580","29210","23780"
"In post","2022","Male","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Forestry","Scottish Government","90","90","40660","39050"
"In post","2022","Male","Scottish Government (excl. agencies)","Scottish Government","3890","3820","44740","40130"
"In post","2022","Male","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Prison Service","Scottish Government","2940","2740","33700","35000"
"In post","2022","Male","Scottish Public Pensions Agency","Scottish Government","140","140","31820","25930"
"In post","2022","Male","Serious Fraud Office","Attorney General's Departments","260","250","48390","42050"
"In post","2022","Male","Social Security Scotland","Scottish Government","980","970","31320","27230"
"In post","2022","Male","Standards and Testing Agency","Department for Education","40","40","[c]","[c]"
"In post","2022","Male","Student Awards Agency for Scotland","Scottish Government","100","100","32980","30040"
"In post","2022","Male","Submarine Delivery Agency","Ministry of Defence","1350","1330","42470","40290"
"In post","2022","Male","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Male","The Insolvency Service","Department for Business, Energy and Industrial Strategy","740","720","34990","33720"
"In post","2022","Male","The National Archives","The National Archives","270","260","36030","32310"
"In post","2022","Male","Transport Scotland","Scottish Government","290","290","47920","47490"
"In post","2022","Male","UK Debt Management Office","HM Treasury","80","80","61180","56000"
"In post","2022","Male","UK Export Finance","UK Export Finance","280","280","56310","51390"
"In post","2022","Male","UK Health Security Agency","Department of Health and Social Care","2270","2180","47150","40170"
"In post","2022","Male","UK Hydrographic Office","Ministry of Defence","600","580","35920","33290"
"In post","2022","Male","UK Space Agency","Department for Business, Energy and Industrial Strategy","130","130","48390","49080"
"In post","2022","Male","UK Statistics Authority","UK Statistics Authority","2510","2310","35200","30810"
"In post","2022","Male","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","HM Revenue and Customs","1870","1800","36790","32890"
"In post","2022","Male","Vehicle Certification Agency","Department for Transport","130","130","40270","38150"
"In post","2022","Male","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","60","60","44760","47550"
"In post","2022","Male","Water Services Regulation Authority","Water Services Regulation Authority","120","120","56760","51630"
"In post","2022","Male","Welsh Government (excl. agencies)","Welsh Government","2380","2320","43620","38160"
"In post","2022","Male","Welsh Revenue Authority","Welsh Government","30","30","[c]","[c]"
"In post","2022","Male","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","80","80","28390","24370"
"Leaver CS","2021","Female","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Cabinet Office","180","170","42800","33110"
"Leaver CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Competition and Markets Authority","40","40","[c]","[c]"
"Leaver CS","2021","Female","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Crown Office and Procurator Fiscal Service","Scottish Government","50","40","28400","22220"
"Leaver CS","2021","Female","Crown Prosecution Service","Attorney General's Departments","160","140","40480","32050"
"Leaver CS","2021","Female","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Defence Equipment and Support","Ministry of Defence","140","130","31190","28020"
"Leaver CS","2021","Female","Defence Science and Technology Laboratory","Ministry of Defence","70","60","31280","28650"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","80","80","46100","40380"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"Leaver CS","2021","Female","Department for Education (excl. agencies)","Department for Education","160","150","42340","36970"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","140","130","35860","32240"
"Leaver CS","2021","Female","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","Department for International Trade","80","70","35950","31180"
"Leaver CS","2021","Female","Department for Transport (excl. agencies)","Department for Transport","50","40","[c]","[c]"
"Leaver CS","2021","Female","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","2760","2240","26140","26120"
"Leaver CS","2021","Female","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","100","[c]","[c]","[c]"
"Leaver CS","2021","Female","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Driver and Vehicle Licensing Agency","Department for Transport","160","110","22080","21590"
"Leaver CS","2021","Female","Driver and Vehicle Standards Agency","Department for Transport","70","60","26230","26380"
"Leaver CS","2021","Female","Education and Skills Funding Agency","Department for Education","30","30","[c]","[c]"
"Leaver CS","2021","Female","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","50","[c]","[c]","[c]"
"Leaver CS","2021","Female","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Legal Department","Attorney General's Departments","70","60","55270","53700"
"Leaver CS","2021","Female","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Health and Safety Executive","Department for Work and Pensions","60","50","36240","30820"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","Ministry of Justice","900","760","23300","20100"
"Leaver CS","2021","Female","HM Land Registry","HM Land Registry","160","130","31110","27130"
"Leaver CS","2021","Female","HM Prison and Probation Service","Ministry of Justice","1890","1710","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","3330","2680","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury (excl. agencies)","HM Treasury","30","30","[c]","[c]"
"Leaver CS","2021","Female","Home Office (incl. agencies)","Home Office","670","560","28790","25120"
"Leaver CS","2021","Female","Insolvency Service","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver CS","2021","Female","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Maritime and Coastguard Agency","Department for Transport","30","30","[c]","[c]"
"Leaver CS","2021","Female","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence (excl. agencies)","Ministry of Defence","900","810","29620","26280"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","50","50","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice (excl. agencies)","Ministry of Justice","110","100","38400","32500"
"Leaver CS","2021","Female","National Crime Agency","National Crime Agency","60","60","42300","39000"
"Leaver CS","2021","Female","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","90","80","50040","51360"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of the Public Guardian","Ministry of Justice","40","30","[c]","[c]"
"Leaver CS","2021","Female","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Public Health England","Department of Health and Social Care","520","460","37720","32650"
"Leaver CS","2021","Female","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Rural Payments Agency","Department for Environment, Food and Rural Affairs","50","40","25600","24920"
"Leaver CS","2021","Female","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Courts and Tribunals Service","Scottish Government","50","50","28700","22820"
"Leaver CS","2021","Female","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Government (excl. agencies)","Scottish Government","130","120","39680","32140"
"Leaver CS","2021","Female","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Prison Service","Scottish Government","80","70","28390","25870"
"Leaver CS","2021","Female","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","United Kingdom Statistics Authority","140","110","28830","23050"
"Leaver CS","2021","Female","Valuation Office Agency","HM Revenue and Customs","120","100","27750","25000"
"Leaver CS","2021","Female","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government (excl. agencies)","Welsh Government","70","60","40490","36500"
"Leaver CS","2021","Female","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","60","60","29360","25010"
"Leaver CS","2021","Male","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cabinet Office (excl. agencies)","Cabinet Office","200","190","52180","41590"
"Leaver CS","2021","Male","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Competition and Markets Authority","Competition and Markets Authority","40","40","[c]","[c]"
"Leaver CS","2021","Male","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Crown Office and Procurator Fiscal Service","Scottish Government","40","30","[c]","[c]"
"Leaver CS","2021","Male","Crown Prosecution Service","Attorney General's Departments","110","100","48090","55000"
"Leaver CS","2021","Male","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Defence Equipment and Support","Ministry of Defence","330","320","36170","32600"
"Leaver CS","2021","Male","Defence Science and Technology Laboratory","Ministry of Defence","140","140","31100","28650"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","120","120","50510","43760"
"Leaver CS","2021","Male","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"Leaver CS","2021","Male","Department for Education (excl. agencies)","Department for Education","130","120","44990","40940"
"Leaver CS","2021","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","120","120","40750","35900"
"Leaver CS","2021","Male","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for International Trade","Department for International Trade","70","70","40520","32250"
"Leaver CS","2021","Male","Department for Transport (excl. agencies)","Department for Transport","60","60","47890","43360"
"Leaver CS","2021","Male","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1630","1490","26970","26890"
"Leaver CS","2021","Male","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","80","[c]","[c]","[c]"
"Leaver CS","2021","Male","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Driver and Vehicle Licensing Agency","Department for Transport","120","110","24990","21590"
"Leaver CS","2021","Male","Driver and Vehicle Standards Agency","Department for Transport","150","120","29680","26780"
"Leaver CS","2021","Male","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","FCDO Services","Foreign, Commonwealth and Development Office","60","50","40180","34490"
"Leaver CS","2021","Male","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","30","[c]","[c]","[c]"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","70","30","[c]","[c]"
"Leaver CS","2021","Male","Forestry and Land Scotland","Scottish Government","40","40","[c]","[c]"
"Leaver CS","2021","Male","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Government Legal Department","Attorney General's Departments","40","40","[c]","[c]"
"Leaver CS","2021","Male","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Health and Safety Executive","Department for Work and Pensions","60","60","51000","45240"
"Leaver CS","2021","Male","HM Courts and Tribunals Service","Ministry of Justice","490","440","23810","20160"
"Leaver CS","2021","Male","HM Land Registry","HM Land Registry","110","100","32440","27130"
"Leaver CS","2021","Male","HM Prison and Probation Service","Ministry of Justice","2240","2080","37370","31650"
"Leaver CS","2021","Male","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2110","1890","[c]","[c]"
"Leaver CS","2021","Male","HM Treasury (excl. agencies)","HM Treasury","50","50","[c]","[c]"
"Leaver CS","2021","Male","Home Office (incl. agencies)","Home Office","660","590","31920","27250"
"Leaver CS","2021","Male","Insolvency Service","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver CS","2021","Male","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Maritime and Coastguard Agency","Department for Transport","70","70","41100","38650"
"Leaver CS","2021","Male","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Met Office","Department for Business, Energy and Industrial Strategy","60","60","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Defence (excl. agencies)","Ministry of Defence","1390","1330","32460","29930"
"Leaver CS","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","50","40","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Justice (excl. agencies)","Ministry of Justice","120","120","40180","31500"
"Leaver CS","2021","Male","National Crime Agency","National Crime Agency","120","120","44540","41060"
"Leaver CS","2021","Male","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","40","40","[c]","[c]"
"Leaver CS","2021","Male","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","50","50","[c]","[c]"
"Leaver CS","2021","Male","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Planning Inspectorate","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"Leaver CS","2021","Male","Public Health England","Department of Health and Social Care","230","210","46950","37690"
"Leaver CS","2021","Male","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Royal Fleet Auxiliary","Ministry of Defence","140","140","35640","32400"
"Leaver CS","2021","Male","Rural Payments Agency","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver CS","2021","Male","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scottish Courts and Tribunals Service","Scottish Government","50","50","[c]","[c]"
"Leaver CS","2021","Male","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scottish Government (excl. agencies)","Scottish Government","140","130","43440","35110"
"Leaver CS","2021","Male","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Scottish Prison Service","Scottish Government","160","140","34430","33650"
"Leaver CS","2021","Male","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Submarine Delivery Agency","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2021","Male","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Hydrographic Office","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2021","Male","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","United Kingdom Statistics Authority","United Kingdom Statistics Authority","160","140","28480","22130"
"Leaver CS","2021","Male","Valuation Office Agency","HM Revenue and Customs","140","120","31520","26000"
"Leaver CS","2021","Male","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Welsh Government (excl. agencies)","Welsh Government","70","60","45470","37410"
"Leaver CS","2021","Male","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","100","90","46080","40230"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver CS","2022","Female","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","160","150","27580","24920"
"Leaver CS","2022","Female","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Cabinet Office (excl. agencies)","Cabinet Office","340","330","48070","40600"
"Leaver CS","2022","Female","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Companies House","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"Leaver CS","2022","Female","Competition and Markets Authority","Competition and Markets Authority","50","50","53920","53920"
