"Status","Year","Sexual_orientation","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","LGBO","Department for Transport (excl. agencies)","Male","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Work and Pensions (excl. agencies)","Female","360","350","24970","25110"
"New entrant CS","2022","LGBO","Department for Work and Pensions (excl. agencies)","Male","370","360","25830","27570"
"New entrant CS","2022","LGBO","Department of Health and Social Care (excl. agencies)","Female","40","30","[c]","[c]"
"New entrant CS","2022","LGBO","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Courts and Tribunals Service","Female","60","60","22710","20970"
"New entrant CS","2022","LGBO","HM Courts and Tribunals Service","Male","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Prison and Probation Service","Female","600","590","26350","23630"
"New entrant CS","2022","LGBO","HM Prison and Probation Service","Male","220","220","27880","24430"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Female","190","190","26940","26590"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Male","240","240","27180","26590"
"New entrant CS","2022","LGBO","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Male","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Met Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Female","60","60","27330","26350"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Male","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Female","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Gas and Electricity Markets","Male","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Government (excl. agencies)","Female","70","70","33920","31540"
"New entrant CS","2022","LGBO","Scottish Government (excl. agencies)","Male","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Security Scotland","Female","60","60","27280","27230"
"New entrant CS","2022","LGBO","Social Security Scotland","Male","50","50","26200","27230"
"New entrant CS","2022","LGBO","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Health Security Agency","Female","80","70","29940","26880"
"New entrant CS","2022","LGBO","UK Health Security Agency","Male","60","50","34910","30650"
"New entrant CS","2022","LGBO","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Female","50","40","[c]","[c]"
"New entrant CS","2022","LGBO","UK Statistics Authority","Male","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Wilton Park","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Wilton Park","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office (excl. agencies)","Female","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office (excl. agencies)","Male","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Companies House","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Education (excl. agencies)","Female","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","60","60","38250","35900"
"New entrant CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Female","240","230","25990","27570"
"New entrant CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Male","210","200","26640","27570"
"New entrant CS","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Female","350","190","36010","32790"
"New entrant CS","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Male","220","90","38670","32790"
"New entrant CS","2022","Undeclared","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Courts and Tribunals Service","Female","50","40","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Prison and Probation Service","Female","300","280","27530","24800"
"New entrant CS","2022","Undeclared","HM Prison and Probation Service","Male","170","160","31200","28200"
"New entrant CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","Female","110","100","26520","26590"
"New entrant CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","Male","120","120","29590","26590"
"New entrant CS","2022","Undeclared","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Met Office","Male","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence (excl. agencies)","Female","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence (excl. agencies)","Male","50","50","32490","32350"
"New entrant CS","2022","Undeclared","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government (excl. agencies)","Female","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
