"Status","Year","Region_ITL3","Responsibility_level","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Leeds","G6/G7","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","G6/G7","Department for Transport (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Leeds","G6/G7","Department for Work and Pensions (excl. agencies)","410","390","56190","53000"
"In post","2022","Leeds","G6/G7","Department of Health and Social Care (excl. agencies)","370","350","54690","51310"
"In post","2022","Leeds","G6/G7","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","G6/G7","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","G6/G7","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","G6/G7","Government Legal Department","50","50","57360","57680"
"In post","2022","Leeds","G6/G7","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","G6/G7","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","G6/G7","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","G6/G7","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","G6/G7","HM Revenue and Customs (excl. agencies)","510","490","58010","55210"
"In post","2022","Leeds","G6/G7","Home Office","40","40","[c]","[c]"
"In post","2022","Leeds","G6/G7","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","G6/G7","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","G6/G7","Ministry of Justice (excl. agencies)","70","70","54510","50430"
"In post","2022","Leeds","G6/G7","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","G6/G7","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","G6/G7","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","G6/G7","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","G6/G7","UK Health Security Agency","210","200","56110","52610"
"In post","2022","Leeds","G6/G7","Valuation Office Agency","30","30","[c]","[c]"
"In post","2022","Leeds","SCS","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","Department of Health and Social Care (excl. agencies)","50","40","[c]","[c]"
"In post","2022","Leeds","SCS","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SCS","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Advisory, Conciliation and Arbitration Service","40","40","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Cabinet Office (excl. agencies)","100","100","32700","32000"
"In post","2022","Leeds","SEO/HEO","Crown Prosecution Service","50","50","35530","34480"
"In post","2022","Leeds","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","60","60","35840","35900"
"In post","2022","Leeds","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Department for Levelling Up, Housing and Communities (excl. agencies)","50","50","34990","36340"
"In post","2022","Leeds","SEO/HEO","Department for Transport (excl. agencies)","70","60","34760","32340"
"In post","2022","Leeds","SEO/HEO","Department for Work and Pensions (excl. agencies)","700","640","35380","35310"
"In post","2022","Leeds","SEO/HEO","Department of Health and Social Care (excl. agencies)","380","370","34070","36820"
"In post","2022","Leeds","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Education and Skills Funding Agency","40","30","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Health and Safety Executive","60","60","47300","46320"
"In post","2022","Leeds","SEO/HEO","HM Courts and Tribunals Service","90","80","35010","32310"
"In post","2022","Leeds","SEO/HEO","HM Prison and Probation Service","250","240","40150","38160"
"In post","2022","Leeds","SEO/HEO","HM Revenue and Customs (excl. agencies)","1510","1460","35410","33370"
"In post","2022","Leeds","SEO/HEO","Home Office","260","250","33300","30980"
"In post","2022","Leeds","SEO/HEO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Ministry of Justice (excl. agencies)","240","240","34710","36050"
"In post","2022","Leeds","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","The Insolvency Service","60","50","38180","39490"
"In post","2022","Leeds","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","SEO/HEO","UK Health Security Agency","290","280","33900","34530"
"In post","2022","Leeds","SEO/HEO","Valuation Office Agency","130","120","36740","33940"
"In post","2022","Leeds","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Leeds","Unknown","HM Prison and Probation Service","340","320","29940","28200"
"In post","2022","Leeds","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","AA/AO","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2022","Leicester","AA/AO","Department for Work and Pensions (excl. agencies)","410","350","21000","21260"
"In post","2022","Leicester","AA/AO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","AA/AO","HM Courts and Tribunals Service","290","260","20790","20970"
"In post","2022","Leicester","AA/AO","HM Land Registry","100","90","22600","22600"
"In post","2022","Leicester","AA/AO","HM Prison and Probation Service","180","170","24800","24260"
"In post","2022","Leicester","AA/AO","HM Revenue and Customs (excl. agencies)","110","100","21580","21250"
"In post","2022","Leicester","AA/AO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","AA/AO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","EO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","EO","Department for Work and Pensions (excl. agencies)","430","400","27470","27570"
"In post","2022","Leicester","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","EO","HM Courts and Tribunals Service","60","60","25120","25120"
"In post","2022","Leicester","EO","HM Land Registry","110","100","27170","27130"
"In post","2022","Leicester","EO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","EO","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Leicester","EO","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","EO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","G6/G7","Crown Prosecution Service","70","60","52930","51470"
"In post","2022","Leicester","G6/G7","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","G6/G7","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","G6/G7","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","G6/G7","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","G6/G7","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","G6/G7","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","G6/G7","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","SCS","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","SCS","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","SCS","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","SCS","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","SEO/HEO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","SEO/HEO","Department for Work and Pensions (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Leicester","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","SEO/HEO","HM Courts and Tribunals Service","60","60","34410","30450"
"In post","2022","Leicester","SEO/HEO","HM Land Registry","90","90","36230","33840"
"In post","2022","Leicester","SEO/HEO","HM Prison and Probation Service","50","50","40180","38160"
"In post","2022","Leicester","SEO/HEO","HM Revenue and Customs (excl. agencies)","80","70","35740","33370"
"In post","2022","Leicester","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","SEO/HEO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","Unknown","HM Prison and Probation Service","290","270","28970","27980"
"In post","2022","Leicestershire CC and Rutland","AA/AO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","AA/AO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","AA/AO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","AA/AO","HM Courts and Tribunals Service","140","120","20790","20970"
"In post","2022","Leicestershire CC and Rutland","AA/AO","HM Prison and Probation Service","540","510","25230","24260"
"In post","2022","Leicestershire CC and Rutland","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","AA/AO","Ministry of Defence (excl. agencies)","110","110","20110","19050"
"In post","2022","Leicestershire CC and Rutland","AA/AO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","AA/AO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","AA/AO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","EO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","EO","Department for Work and Pensions (excl. agencies)","120","110","27540","27570"
"In post","2022","Leicestershire CC and Rutland","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","EO","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","EO","HM Prison and Probation Service","160","150","30280","31420"
"In post","2022","Leicestershire CC and Rutland","EO","Home Office","140","130","26630","25310"
"In post","2022","Leicestershire CC and Rutland","EO","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","EO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SCS","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SCS","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","HM Prison and Probation Service","150","140","40100","38160"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","Home Office","50","50","33220","31060"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","National Crime Agency","60","50","41870","41810"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","Vehicle Certification Agency","40","30","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","Unknown","HM Prison and Probation Service","50","40","[c]","[c]"
"In post","2022","Lewisham and Southwark","AA/AO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","AA/AO","Department for Transport (excl. agencies)","80","60","33050","33390"
"In post","2022","Lewisham and Southwark","AA/AO","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Lewisham and Southwark","AA/AO","HM Courts and Tribunals Service","70","70","23090","23720"
"In post","2022","Lewisham and Southwark","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","AA/AO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","AA/AO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","EO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","EO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","EO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","EO","Department for Work and Pensions (excl. agencies)","310","300","30990","31060"
"In post","2022","Lewisham and Southwark","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","EO","HM Courts and Tribunals Service","60","50","28570","28310"
"In post","2022","Lewisham and Southwark","EO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","EO","Home Office","120","120","29130","28850"
"In post","2022","Lewisham and Southwark","EO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","EO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","EO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","G6/G7","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","G6/G7","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","G6/G7","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","G6/G7","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","G6/G7","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","G6/G7","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","G6/G7","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","G6/G7","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","G6/G7","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","G6/G7","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SCS","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SCS","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SCS","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SCS","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SCS","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SCS","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SCS","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SEO/HEO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SEO/HEO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SEO/HEO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SEO/HEO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SEO/HEO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SEO/HEO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SEO/HEO","Home Office","50","50","[c]","[c]"
"In post","2022","Lewisham and Southwark","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SEO/HEO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SEO/HEO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Unknown","HM Prison and Probation Service","430","420","35700","34100"
"In post","2022","Lewisham and Southwark","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","AA/AO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","AA/AO","Department for Work and Pensions (excl. agencies)","160","130","21080","21260"
"In post","2022","Lincolnshire CC","AA/AO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","AA/AO","HM Courts and Tribunals Service","60","60","20460","20970"
"In post","2022","Lincolnshire CC","AA/AO","HM Prison and Probation Service","510","490","25060","24430"
"In post","2022","Lincolnshire CC","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","AA/AO","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","AA/AO","Ministry of Defence (excl. agencies)","550","530","20790","21170"
"In post","2022","Lincolnshire CC","EO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","EO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","EO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","EO","Department for Work and Pensions (excl. agencies)","360","320","27520","27570"
"In post","2022","Lincolnshire CC","EO","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2022","Lincolnshire CC","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","EO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","EO","HM Prison and Probation Service","90","90","30430","31820"
"In post","2022","Lincolnshire CC","EO","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","EO","Ministry of Defence (excl. agencies)","190","180","27510","26670"
"In post","2022","Lincolnshire CC","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","EO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","EO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","G6/G7","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
