"Status","Year","Organisation","Region_ITL3","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Accountant in Bankruptcy","East Ayrshire and North Ayrshire mainland","Southern Scotland","110","100","31650","29190"
"In post","2021","Accountant in Bankruptcy","Glasgow City","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Birmingham","West Midlands","90","80","30970","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","33460","30970"
"In post","2021","Advisory, Conciliation and Arbitration Service","Cardiff and Vale of Glamorgan","East Wales","90","90","30920","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Glasgow City","West Central Scotland","100","100","30430","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Leeds","West Yorkshire","70","60","31800","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Manchester","Greater Manchester","140","130","29840","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","North Hampshire","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Nottingham","Derbyshire and Nottinghamshire","100","90","29690","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Suffolk","East Anglia","40","40","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Tyneside","Northumberland and Tyne and Wear","140","130","29960","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Westminster","Inner London - West","200","190","42390","38670"
"In post","2021","Animal and Plant Health Agency","Aberdeen City and Aberdeenshire","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","25450","21050"
"In post","2021","Animal and Plant Health Agency","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cambridgeshire CC","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","East Wales","90","80","27960","21050"
"In post","2021","Animal and Plant Health Agency","Central Hampshire","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cheshire East","Cheshire","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","City of Edinburgh","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","60","50","32700","26520"
"In post","2021","Animal and Plant Health Agency","Devon CC","Devon","210","200","27290","21050"
"In post","2021","Animal and Plant Health Agency","Dorset CC","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Dumfries and Galloway","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Cumbria","Cumbria","160","150","25630","21050"
"In post","2021","Animal and Plant Health Agency","East Kent","Kent","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Lothian and Midlothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","32320","30320"
"In post","2021","Animal and Plant Health Agency","Gwynedd","West Wales and The Valleys","70","60","26690","24920"
"In post","2021","Animal and Plant Health Agency","Harrow and Hillingdon","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Heart of Essex","Essex","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hertfordshire","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","Outer London - West and North West","70","70","32550","31460"
"In post","2021","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leeds","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Manchester","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Kent","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mid Lancashire","Lancashire","70","60","30790","26520"
"In post","2021","Animal and Plant Health Agency","North and West Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire CC","North Yorkshire","130","120","31480","29180"
"In post","2021","Animal and Plant Health Agency","Northumberland","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Norwich and East Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Nottingham","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Perth and Kinross and Stirling","Eastern Scotland","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Powys","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Scottish Borders","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire CC","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Somerset","Dorset and Somerset","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","West Wales and The Valleys","150","140","28110","25190"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","Shropshire and Staffordshire","60","60","25520","21050"
"In post","2021","Animal and Plant Health Agency","Suffolk","East Anglia","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Surrey","Surrey, East and West Sussex","560","530","33220","28550"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
