"Status","Year","Responsibility_level","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","AA/AO","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Welsh Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cabinet Office (excl. agencies)","Heterosexual / straight","70","70","27200","27500"
"Leaver Dept.","2021","EO","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cabinet Office (excl. agencies)","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Companies House","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Defence Equipment and Support","Heterosexual / straight","70","60","22130","21000"
"Leaver Dept.","2021","EO","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Department for International Development","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for International Development","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for International Development","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","420","400","28080","27570"
"Leaver Dept.","2021","EO","Department for Work and Pensions (excl. agencies)","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Work and Pensions (excl. agencies)","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Work and Pensions (excl. agencies)","Unknown","150","140","28070","27570"
"Leaver Dept.","2021","EO","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Foreign and Commonwealth Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Foreign and Commonwealth Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Foreign and Commonwealth Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Government Property Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Courts and Tribunals Service","Heterosexual / straight","70","60","23520","22570"
"Leaver Dept.","2021","EO","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Prison and Probation Service","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Revenue and Customs (excl. agencies)","Unknown","320","310","[c]","[c]"
"Leaver Dept.","2021","EO","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Home Office (incl. agencies)","Heterosexual / straight","300","270","26310","25130"
"Leaver Dept.","2021","EO","Home Office (incl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Met Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Met Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Defence (excl. agencies)","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Justice (excl. agencies)","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of the Public Guardian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Public Health England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scottish Forestry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scottish Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","UK Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","UK Space Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Welsh Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Wilton Park","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","Heterosexual / straight","180","170","57620","56340"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","Unknown","100","100","57250","54700"
"Leaver Dept.","2021","G6/G7","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Companies House","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
