"Status","Year","Responsibility_level","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","SCS","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Defence (excl. agencies)","Heterosexual / straight","230","220","88280","79690"
"In post","2021","SCS","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Defence (excl. agencies)","Undeclared","40","40","[c]","[c]"
"In post","2021","SCS","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","110","110","84850","76700"
"In post","2021","SCS","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Justice (excl. agencies)","Heterosexual / straight","120","110","89360","84800"
"In post","2021","SCS","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of the Public Guardian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of the Scottish Charity Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Public Health England","Heterosexual / straight","300","250","104980","101300"
"In post","2021","SCS","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Public Health England","Undeclared","60","50","107130","106200"
"In post","2021","SCS","Public Health England","Unknown","110","100","118420","114990"
"In post","2021","SCS","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Fiscal Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Fiscal Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Forestry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Government (excl. agencies)","Heterosexual / straight","120","110","89950","83230"
"In post","2021","SCS","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Government (excl. agencies)","Unknown","60","60","91200","83230"
"In post","2021","SCS","Scottish Housing Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Housing Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Social Security Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Standards and Testing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Teaching Regulation Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Transport Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Intellectual Property Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Space Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","United Kingdom Statistics Authority","Heterosexual / straight","50","50","82990","76510"
"In post","2021","SCS","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Veterinary Medicines Directorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Welsh Government (excl. agencies)","Heterosexual / straight","130","130","90220","81980"
"In post","2021","SCS","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Accountant in Bankruptcy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","390","360","36190","34500"
"In post","2021","SEO/HEO","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Advisory, Conciliation and Arbitration Service","Undeclared","90","80","36820","34500"
"In post","2021","SEO/HEO","Advisory, Conciliation and Arbitration Service","Unknown","90","80","34270","30950"
"In post","2021","SEO/HEO","Animal and Plant Health Agency","Heterosexual / straight","610","580","35810","35900"
"In post","2021","SEO/HEO","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Animal and Plant Health Agency","Undeclared","140","130","37260","36970"
"In post","2021","SEO/HEO","Animal and Plant Health Agency","Unknown","100","100","36890","36610"
"In post","2021","SEO/HEO","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Cabinet Office (excl. agencies)","Heterosexual / straight","1480","1450","36340","35590"
"In post","2021","SEO/HEO","Cabinet Office (excl. agencies)","LGBO","160","160","36180","34640"
"In post","2021","SEO/HEO","Cabinet Office (excl. agencies)","Undeclared","170","170","36590","35040"
"In post","2021","SEO/HEO","Cabinet Office (excl. agencies)","Unknown","2210","2200","31450","29250"
"In post","2021","SEO/HEO","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","110","110","32940","30660"
"In post","2021","SEO/HEO","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Centre for Environment, Fisheries and Aquaculture Science","Unknown","180","170","32770","30220"
"In post","2021","SEO/HEO","Charity Commission","Heterosexual / straight","130","120","32710","29300"
"In post","2021","SEO/HEO","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Charity Commission","Unknown","100","90","33600","31500"
"In post","2021","SEO/HEO","Companies House","Heterosexual / straight","230","220","38540","38000"
"In post","2021","SEO/HEO","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Companies House","Unknown","50","40","[c]","[c]"
"In post","2021","SEO/HEO","Competition and Markets Authority","Heterosexual / straight","160","160","38010","34870"
"In post","2021","SEO/HEO","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Criminal Injuries Compensation Authority","Heterosexual / straight","60","50","29520","27980"
"In post","2021","SEO/HEO","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Commercial Service","Heterosexual / straight","300","290","33610","34800"
"In post","2021","SEO/HEO","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Commercial Service","Unknown","100","90","31590","30180"
"In post","2021","SEO/HEO","Crown Office and Procurator Fiscal Service","Heterosexual / straight","640","600","41270","37940"
"In post","2021","SEO/HEO","Crown Office and Procurator Fiscal Service","LGBO","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Crown Office and Procurator Fiscal Service","Undeclared","50","40","[c]","[c]"
"In post","2021","SEO/HEO","Crown Office and Procurator Fiscal Service","Unknown","50","40","[c]","[c]"
"In post","2021","SEO/HEO","Crown Prosecution Service","Heterosexual / straight","770","740","36130","36240"
"In post","2021","SEO/HEO","Crown Prosecution Service","LGBO","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Prosecution Service","Unknown","150","140","36100","34480"
"In post","2021","SEO/HEO","Crown Prosecution Service Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Crown Prosecution Service Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Debt Management Office","Unknown","50","40","[c]","[c]"
"In post","2021","SEO/HEO","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Electronics and Components Agency","Undeclared","50","50","[c]","[c]"
"In post","2021","SEO/HEO","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Defence Equipment and Support","Heterosexual / straight","4980","4820","35530","34900"
"In post","2021","SEO/HEO","Defence Equipment and Support","LGBO","150","150","33050","32260"
"In post","2021","SEO/HEO","Defence Equipment and Support","Undeclared","810","770","36850","37400"
"In post","2021","SEO/HEO","Defence Equipment and Support","Unknown","380","360","35360","34940"
"In post","2021","SEO/HEO","Defence Science and Technology Laboratory","Heterosexual / straight","1440","1390","33040","31980"
"In post","2021","SEO/HEO","Defence Science and Technology Laboratory","LGBO","100","100","31390","28650"
"In post","2021","SEO/HEO","Defence Science and Technology Laboratory","Undeclared","120","120","34240","37320"
"In post","2021","SEO/HEO","Defence Science and Technology Laboratory","Unknown","370","360","34140","37320"
"In post","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","1500","1480","38130","37090"
"In post","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","190","190","37650","36740"
"In post","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","190","190","38540","38240"
"In post","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","290","290","37500","37820"
"In post","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Heterosexual / straight","450","450","37210","34020"
"In post","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","LGBO","80","80","35420","34020"
"In post","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Undeclared","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Unknown","100","100","37070","34020"
"In post","2021","SEO/HEO","Department for Education (excl. agencies)","Heterosexual / straight","1770","1710","35900","36500"
"In post","2021","SEO/HEO","Department for Education (excl. agencies)","LGBO","150","150","35610","36500"
"In post","2021","SEO/HEO","Department for Education (excl. agencies)","Undeclared","190","180","36240","36660"
"In post","2021","SEO/HEO","Department for Education (excl. agencies)","Unknown","400","380","36150","36500"
"In post","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","1860","1800","34980","35900"
"In post","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","150","150","35120","35900"
"In post","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","190","180","34650","33960"
"In post","2021","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","460","440","35600","35900"
"In post","2021","SEO/HEO","Department for International Trade","Heterosexual / straight","630","620","35310","34940"
"In post","2021","SEO/HEO","Department for International Trade","LGBO","70","70","34620","32240"
"In post","2021","SEO/HEO","Department for International Trade","Undeclared","70","70","36440","37440"
"In post","2021","SEO/HEO","Department for International Trade","Unknown","380","370","35350","34430"
"In post","2021","SEO/HEO","Department for Transport (excl. agencies)","Heterosexual / straight","910","890","38540","37660"
"In post","2021","SEO/HEO","Department for Transport (excl. agencies)","LGBO","110","110","37700","35430"
"In post","2021","SEO/HEO","Department for Transport (excl. agencies)","Undeclared","120","110","39570","38650"
"In post","2021","SEO/HEO","Department for Transport (excl. agencies)","Unknown","330","330","37810","35430"
"In post","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","6960","6540","34730","34290"
"In post","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","LGBO","400","380","34780","34290"
"In post","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","Undeclared","720","680","34730","34290"
"In post","2021","SEO/HEO","Department for Work and Pensions (excl. agencies)","Unknown","1970","1860","35130","34290"
"In post","2021","SEO/HEO","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","520","500","35950","36820"
"In post","2021","SEO/HEO","Department of Health and Social Care (excl. agencies)","LGBO","70","70","34890","32790"
"In post","2021","SEO/HEO","Department of Health and Social Care (excl. agencies)","Undeclared","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Department of Health and Social Care (excl. agencies)","Unknown","810","790","34820","32790"
"In post","2021","SEO/HEO","Disclosure Scotland","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Disclosure Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Driver and Vehicle Licensing Agency","Heterosexual / straight","670","640","37000","33350"
"In post","2021","SEO/HEO","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Driver and Vehicle Licensing Agency","Undeclared","210","200","37380","36880"
"In post","2021","SEO/HEO","Driver and Vehicle Licensing Agency","Unknown","50","50","38100","39040"
"In post","2021","SEO/HEO","Driver and Vehicle Standards Agency","Heterosexual / straight","630","610","35880","33940"
"In post","2021","SEO/HEO","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Driver and Vehicle Standards Agency","Undeclared","170","160","35370","33350"
"In post","2021","SEO/HEO","Driver and Vehicle Standards Agency","Unknown","130","120","35610","33350"
"In post","2021","SEO/HEO","Education and Skills Funding Agency","Heterosexual / straight","650","630","34540","36500"
"In post","2021","SEO/HEO","Education and Skills Funding Agency","LGBO","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Education and Skills Funding Agency","Undeclared","60","50","35140","36780"
"In post","2021","SEO/HEO","Education and Skills Funding Agency","Unknown","230","220","35520","36500"
"In post","2021","SEO/HEO","Education Scotland","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","FCDO Services","Heterosexual / straight","330","320","40340","40620"
"In post","2021","SEO/HEO","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","FCDO Services","Undeclared","50","50","[c]","[c]"
"In post","2021","SEO/HEO","FCDO Services","Unknown","70","70","40890","41440"
"In post","2021","SEO/HEO","Food Standards Agency","Heterosexual / straight","470","460","35920","37350"
"In post","2021","SEO/HEO","Food Standards Agency","LGBO","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Agency","Undeclared","60","50","36980","37910"
"In post","2021","SEO/HEO","Food Standards Agency","Unknown","70","70","35310","33310"
"In post","2021","SEO/HEO","Food Standards Scotland","Heterosexual / straight","70","60","37660","35110"
"In post","2021","SEO/HEO","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Scotland","Unknown","50","50","35640","32880"
"In post","2021","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","1870","1840","37610","37050"
"In post","2021","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","140","140","36870","35700"
"In post","2021","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","230","230","37490","37440"
"In post","2021","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","470","470","37640","38600"
"In post","2021","SEO/HEO","Forestry and Land Scotland","Heterosexual / straight","70","70","40280","38450"
"In post","2021","SEO/HEO","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
