"Status","Year","Age","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Unknown","Debt Management Office","30","30","[c]","[c]"
"In post","2021","30-39","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Defence Equipment and Support","230","210","37320","37030"
"In post","2021","30-39","Unknown","Defence Science and Technology Laboratory","140","140","38150","37320"
"In post","2021","30-39","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","230","230","50510","53380"
"In post","2021","30-39","Unknown","Department for Digital, Culture, Media and Sport","100","100","52010","51940"
"In post","2021","30-39","Unknown","Department for Education (excl. agencies)","310","300","43360","40230"
"In post","2021","30-39","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","270","250","44340","39510"
"In post","2021","30-39","Unknown","Department for International Trade","310","310","48390","51970"
"In post","2021","30-39","Unknown","Department for Transport (excl. agencies)","70","70","48440","45230"
"In post","2021","30-39","Unknown","Department for Work and Pensions (excl. agencies)","930","880","29430","27570"
"In post","2021","30-39","Unknown","Department of Health and Social Care (excl. agencies)","620","600","49020","50620"
"In post","2021","30-39","Unknown","Disclosure Scotland","50","40","[c]","[c]"
"In post","2021","30-39","Unknown","Driver and Vehicle Licensing Agency","210","180","24390","21590"
"In post","2021","30-39","Unknown","Driver and Vehicle Standards Agency","190","190","28360","26580"
"In post","2021","30-39","Unknown","Education and Skills Funding Agency","60","60","39500","36500"
"In post","2021","30-39","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Food Standards Scotland","30","30","[c]","[c]"
"In post","2021","30-39","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","500","490","49390","53000"
"In post","2021","30-39","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Government Legal Department","120","110","51690","51830"
"In post","2021","30-39","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","HM Courts and Tribunals Service","340","340","24100","21300"
"In post","2021","30-39","Unknown","HM Land Registry","530","500","28340","22350"
"In post","2021","30-39","Unknown","HM Prison and Probation Service","1350","1300","26830","25790"
"In post","2021","30-39","Unknown","HM Revenue and Customs (excl. agencies)","4420","4180","28750","25560"
"In post","2021","30-39","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Home Office (incl. agencies)","480","470","33390","25770"
"In post","2021","30-39","Unknown","Insolvency Service","140","130","29870","25060"
"In post","2021","30-39","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Maritime and Coastguard Agency","70","60","33690","31470"
"In post","2021","30-39","Unknown","Medicines and Healthcare Products Regulatory Agency","190","190","42200","40650"
"In post","2021","30-39","Unknown","Ministry of Defence (excl. agencies)","1200","1150","34460","33200"
"In post","2021","30-39","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","70","70","48300","47410"
"In post","2021","30-39","Unknown","Ministry of Justice (excl. agencies)","240","230","44850","41030"
"In post","2021","30-39","Unknown","National Crime Agency","890","870","37170","36410"
"In post","2021","30-39","Unknown","National Records of Scotland","40","40","[c]","[c]"
"In post","2021","30-39","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Office for Standards in Education, Children's Services and Skills","40","30","[c]","[c]"
"In post","2021","30-39","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Office of the Public Guardian","40","40","[c]","[c]"
"In post","2021","30-39","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Planning Inspectorate","30","30","[c]","[c]"
"In post","2021","30-39","Unknown","Public Health England","220","210","39220","37450"
"In post","2021","30-39","Unknown","Registers of Scotland","70","60","33500","30080"
"In post","2021","30-39","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Royal Fleet Auxiliary","410","410","37420","34460"
"In post","2021","30-39","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Scottish Courts and Tribunals Service","380","350","28250","29350"
"In post","2021","30-39","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Scottish Government (excl. agencies)","730","700","41590","38540"
"In post","2021","30-39","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Scottish Prison Service","980","960","29780","30930"
"In post","2021","30-39","Unknown","Scottish Public Pensions Agency","40","40","[c]","[c]"
"In post","2021","30-39","Unknown","Serious Fraud Office","50","50","[c]","[c]"
"In post","2021","30-39","Unknown","Social Security Scotland","80","80","33410","29190"
"In post","2021","30-39","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Submarine Delivery Agency","50","50","43500","44420"
"In post","2021","30-39","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Transport Scotland","40","40","[c]","[c]"
"In post","2021","30-39","Unknown","UK Hydrographic Office","50","50","[c]","[c]"
"In post","2021","30-39","Unknown","UK Intellectual Property Office","120","120","31950","26860"
"In post","2021","30-39","Unknown","UK Space Agency","40","40","[c]","[c]"
"In post","2021","30-39","Unknown","United Kingdom Statistics Authority","620","590","33650","31000"
"In post","2021","30-39","Unknown","Valuation Office Agency","150","140","29220","25860"
"In post","2021","30-39","Unknown","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Welsh Government (excl. agencies)","70","70","34700","34490"
"In post","2021","30-39","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Animal and Plant Health Agency","80","80","28860","26090"
"In post","2021","40-49","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Cabinet Office (excl. agencies)","150","150","48170","51190"
"In post","2021","40-49","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Crown Prosecution Service","200","180","40710","38180"
"In post","2021","40-49","Declared disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Defence Equipment and Support","220","210","39530","37550"
"In post","2021","40-49","Declared disabled","Defence Science and Technology Laboratory","100","100","42110","46080"
"In post","2021","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","90","90","54300","53600"
"In post","2021","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Education (excl. agencies)","130","120","44890","37100"
"In post","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","170","160","42650","38020"
"In post","2021","40-49","Declared disabled","Department for International Trade","40","40","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","50","40","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Work and Pensions (excl. agencies)","3580","3190","27220","27570"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Licensing Agency","160","140","23440","21590"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","100","100","29660","26780"
"In post","2021","40-49","Declared disabled","Education and Skills Funding Agency","60","50","38600","36780"
"In post","2021","40-49","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","190","180","47640","39630"
"In post","2021","40-49","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Government Legal Department","50","50","54850","56290"
"In post","2021","40-49","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Health and Safety Executive","70","60","41210","43220"
"In post","2021","40-49","Declared disabled","HM Courts and Tribunals Service","470","420","24820","21170"
"In post","2021","40-49","Declared disabled","HM Land Registry","90","80","31570","27130"
"In post","2021","40-49","Declared disabled","HM Prison and Probation Service","1350","1290","32050","31650"
"In post","2021","40-49","Declared disabled","HM Revenue and Customs (excl. agencies)","1280","1190","31210","27230"
"In post","2021","40-49","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Home Office (incl. agencies)","800","740","32680","28650"
"In post","2021","40-49","Declared disabled","Insolvency Service","60","50","35030","31830"
"In post","2021","40-49","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Legal Aid Agency","40","40","[c]","[c]"
"In post","2021","40-49","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Ministry of Defence (excl. agencies)","690","670","33160","32670"
"In post","2021","40-49","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","50","50","[c]","[c]"
"In post","2021","40-49","Declared disabled","Ministry of Justice (excl. agencies)","150","150","41850","36980"
"In post","2021","40-49","Declared disabled","National Crime Agency","60","50","37540","36410"
"In post","2021","40-49","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office of the Public Guardian","40","40","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Public Health England","90","80","42740","38910"
"In post","2021","40-49","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Registers of Scotland","30","30","[c]","[c]"
"In post","2021","40-49","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Rural Payments Agency","60","60","25910","21050"
"In post","2021","40-49","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Scottish Government (excl. agencies)","190","180","44570","39660"
"In post","2021","40-49","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Scottish Prison Service","80","70","33780","33650"
"In post","2021","40-49","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Submarine Delivery Agency","40","40","[c]","[c]"
"In post","2021","40-49","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","United Kingdom Statistics Authority","110","100","36340","32780"
"In post","2021","40-49","Declared disabled","Valuation Office Agency","50","50","30610","26990"
"In post","2021","40-49","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Welsh Government (excl. agencies)","80","80","41030","37410"
"In post","2021","40-49","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Advisory, Conciliation and Arbitration Service","50","50","36490","31040"
"In post","2021","40-49","Declared non-disabled","Animal and Plant Health Agency","530","500","32720","30140"
"In post","2021","40-49","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","1030","1000","57050","54700"
"In post","2021","40-49","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","90","80","34160","30220"
"In post","2021","40-49","Declared non-disabled","Charity Commission","70","70","37500","29420"
"In post","2021","40-49","Declared non-disabled","Companies House","170","160","36090","31460"
"In post","2021","40-49","Declared non-disabled","Competition and Markets Authority","180","170","69980","71000"
"In post","2021","40-49","Declared non-disabled","Criminal Injuries Compensation Authority","40","40","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Crown Commercial Service","50","50","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Crown Office and Procurator Fiscal Service","400","370","42240","34150"
"In post","2021","40-49","Declared non-disabled","Crown Prosecution Service","1380","1260","43730","48080"
"In post","2021","40-49","Declared non-disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Defence Electronics and Components Agency","50","50","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Defence Equipment and Support","1590","1540","40920","39720"
"In post","2021","40-49","Declared non-disabled","Defence Science and Technology Laboratory","660","620","45050","46080"
"In post","2021","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","710","680","57900","56700"
"In post","2021","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","210","200","59920","58750"
"In post","2021","40-49","Declared non-disabled","Department for Education (excl. agencies)","1090","1030","49250","50130"
"In post","2021","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","1030","970","46800","47550"
"In post","2021","40-49","Declared non-disabled","Department for International Trade","270","260","54650","51970"
"In post","2021","40-49","Declared non-disabled","Department for Transport (excl. agencies)","550","530","56640","54760"
"In post","2021","40-49","Declared non-disabled","Department for Work and Pensions (excl. agencies)","16520","14850","28230","27570"
"In post","2021","40-49","Declared non-disabled","Department of Health and Social Care (excl. agencies)","240","220","53580","52620"
"In post","2021","40-49","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Driver and Vehicle Licensing Agency","1130","1040","28740","21590"
"In post","2021","40-49","Declared non-disabled","Driver and Vehicle Standards Agency","820","790","31000","27750"
"In post","2021","40-49","Declared non-disabled","Education and Skills Funding Agency","420","410","46040","47150"
"In post","2021","40-49","Declared non-disabled","Education Scotland","30","30","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","FCDO Services","200","200","44030","40410"
"In post","2021","40-49","Declared non-disabled","Food Standards Agency","220","220","39680","37630"
"In post","2021","40-49","Declared non-disabled","Food Standards Scotland","30","30","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","1350","1310","54410","55940"
"In post","2021","40-49","Declared non-disabled","Forestry and Land Scotland","210","200","34100","31060"
"In post","2021","40-49","Declared non-disabled","Government Actuary's Department","40","30","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Government Internal Audit Agency","100","100","49430","47980"
"In post","2021","40-49","Declared non-disabled","Government Legal Department","530","470","59690","64610"
"In post","2021","40-49","Declared non-disabled","Government Property Agency","50","50","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Health and Safety Executive","540","510","46410","45100"
"In post","2021","40-49","Declared non-disabled","HM Courts and Tribunals Service","2810","2480","26390","22110"
"In post","2021","40-49","Declared non-disabled","HM Land Registry","770","700","35370","33840"
"In post","2021","40-49","Declared non-disabled","HM Prison and Probation Service","7800","7450","32870","31650"
"In post","2021","40-49","Declared non-disabled","HM Revenue and Customs (excl. agencies)","7960","7450","34140","31810"
"In post","2021","40-49","Declared non-disabled","HM Treasury (excl. agencies)","170","160","60990","63020"
"In post","2021","40-49","Declared non-disabled","Home Office (incl. agencies)","7390","6910","33960","28850"
"In post","2021","40-49","Declared non-disabled","Insolvency Service","350","330","35270","35530"
"In post","2021","40-49","Declared non-disabled","Institute for Apprenticeships and Technical Education","50","50","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Legal Aid Agency","240","230","31640","27330"
"In post","2021","40-49","Declared non-disabled","Maritime and Coastguard Agency","220","210","40450","38320"
"In post","2021","40-49","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","140","130","57280","53970"
"In post","2021","40-49","Declared non-disabled","Met Office","530","490","43380","41900"
"In post","2021","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","5240","5060","33950","31750"
"In post","2021","40-49","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","430","410","52020","52880"
"In post","2021","40-49","Declared non-disabled","Ministry of Justice (excl. agencies)","1010","960","45860","42410"
"In post","2021","40-49","Declared non-disabled","National Crime Agency","560","530","43450","41000"
"In post","2021","40-49","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","National Records of Scotland","50","50","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","National Savings and Investments","60","60","55350","49470"
"In post","2021","40-49","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","430","420","53460","51360"
"In post","2021","40-49","Declared non-disabled","Office of Gas and Electricity Markets","210","210","55690","52670"
"In post","2021","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Office of Rail and Road","80","80","55960","55430"
"In post","2021","40-49","Declared non-disabled","Office of the Public Guardian","170","150","22710","20650"
"In post","2021","40-49","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Planning Inspectorate","180","170","44160","47660"
"In post","2021","40-49","Declared non-disabled","Public Health England","1070","970","46900","41720"
"In post","2021","40-49","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Registers of Scotland","140","140","35800","34190"
"In post","2021","40-49","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Rural Payments Agency","600","540","27140","25190"
"In post","2021","40-49","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Scottish Forestry","50","50","35340","35680"
"In post","2021","40-49","Declared non-disabled","Scottish Government (excl. agencies)","1180","1120","49600","46600"
"In post","2021","40-49","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Scottish Public Pensions Agency","30","30","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Serious Fraud Office","70","70","50360","51320"
"In post","2021","40-49","Declared non-disabled","Social Security Scotland","180","170","34480","30650"
"In post","2021","40-49","Declared non-disabled","Standards and Testing Agency","40","30","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Submarine Delivery Agency","290","280","46110","42800"
"In post","2021","40-49","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","The National Archives","110","100","40610","37750"
"In post","2021","40-49","Declared non-disabled","Transport Scotland","70","60","53240","52700"
"In post","2021","40-49","Declared non-disabled","UK Export Finance","110","100","59070","55030"
"In post","2021","40-49","Declared non-disabled","UK Hydrographic Office","140","130","38360","33510"
"In post","2021","40-49","Declared non-disabled","UK Intellectual Property Office","340","310","43780","40910"
"In post","2021","40-49","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","United Kingdom Statistics Authority","580","530","39670","36030"
"In post","2021","40-49","Declared non-disabled","Valuation Office Agency","520","480","34780","32100"
"In post","2021","40-49","Declared non-disabled","Vehicle Certification Agency","40","40","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Veterinary Medicines Directorate","50","40","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Water Services Regulation Authority","80","70","64650","59730"
"In post","2021","40-49","Declared non-disabled","Welsh Government (excl. agencies)","1460","1380","44270","41560"
"In post","2021","40-49","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Cabinet Office (excl. agencies)","60","60","47570","38890"
"In post","2021","40-49","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Defence Electronics and Components Agency","30","30","[c]","[c]"
"In post","2021","40-49","Undeclared","Defence Equipment and Support","150","140","41360","40940"
"In post","2021","40-49","Undeclared","Defence Science and Technology Laboratory","90","90","44300","46080"
"In post","2021","40-49","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","60","60","55610","53600"
"In post","2021","40-49","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Department for Education (excl. agencies)","70","70","47010","40400"
"In post","2021","40-49","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","45850","47960"
"In post","2021","40-49","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
