"Status","Year","Region_ITL3","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Sheffield","Unknown","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Sheffield","Unknown","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Sheffield","Unknown","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","Sheffield","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sheffield","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shetland Islands","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire CC","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire CC","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire CC","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire CC","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire CC","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire CC","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Solihull","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Solihull","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Solihull","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Solihull","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Solihull","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Solihull","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Ayrshire","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Nottinghamshire","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Nottinghamshire","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Nottinghamshire","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Nottinghamshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Thurrock","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Unknown","20-29","50","40","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Grants Management","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Grants Management","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Grants Management","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Grants Management","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Unknown","20-29","80","80","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Unknown","30-39","90","80","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Unknown","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Unknown","50-59","30","30","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
