"Status","Year","Disability","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","West Sussex (South West)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Westminster","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Westminster","20-29","260","260","31150","30730"
"New entrant CS","2021","Declared disabled","Westminster","30-39","100","100","40070","36650"
"New entrant CS","2021","Declared disabled","Westminster","40-49","50","50","42380","38450"
"New entrant CS","2021","Declared disabled","Westminster","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","Westminster","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Westminster","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wiltshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wiltshire","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wiltshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wiltshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wiltshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wiltshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wiltshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wirral","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wirral","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wirral","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wirral","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wirral","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wirral","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wirral","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wolverhampton","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wolverhampton","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wolverhampton","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wolverhampton","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wolverhampton","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wolverhampton","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Worcestershire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Worcestershire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Worcestershire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Worcestershire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Worcestershire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Worcestershire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Worcestershire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","York","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","York","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","York","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","York","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","York","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","York","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Aberdeen City and Aberdeenshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Aberdeen City and Aberdeenshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Aberdeen City and Aberdeenshire","30-39","40","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Aberdeen City and Aberdeenshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Aberdeen City and Aberdeenshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Aberdeen City and Aberdeenshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Angus and Dundee City","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Angus and Dundee City","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Angus and Dundee City","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Angus and Dundee City","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Angus and Dundee City","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Angus and Dundee City","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Antrim and Newtownabbey","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Antrim and Newtownabbey","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Antrim and Newtownabbey","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Antrim and Newtownabbey","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ards and North Down","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ards and North Down","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ards and North Down","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ards and North Down","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Ards and North Down","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Barking & Dagenham and Havering","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Barking & Dagenham and Havering","20-29","50","50","29820","31060"
"New entrant CS","2021","Declared non-disabled","Barking & Dagenham and Havering","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Barking & Dagenham and Havering","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Barking & Dagenham and Havering","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Barking & Dagenham and Havering","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Barnet","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Barnet","20-29","140","140","29200","31060"
"New entrant CS","2021","Declared non-disabled","Barnet","30-39","90","80","34520","31700"
"New entrant CS","2021","Declared non-disabled","Barnet","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Barnet","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Barnet","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Barnet","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Barnsley, Doncaster and Rotherham","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Barnsley, Doncaster and Rotherham","20-29","70","70","22900","21010"
"New entrant CS","2021","Declared non-disabled","Barnsley, Doncaster and Rotherham","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Barnsley, Doncaster and Rotherham","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Barnsley, Doncaster and Rotherham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Barnsley, Doncaster and Rotherham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","20-29","260","250","25880","26670"
"New entrant CS","2021","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","30-39","180","170","32720","30000"
"New entrant CS","2021","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","40-49","160","150","38480","33000"
"New entrant CS","2021","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","50-59","100","90","40170","38000"
"New entrant CS","2021","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bedford","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bedford","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bedford","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bedford","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bedford","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bedford","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Belfast","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Belfast","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Belfast","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Belfast","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Belfast","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Belfast","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Belfast","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Berkshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Berkshire","20-29","90","90","27830","29290"
"New entrant CS","2021","Declared non-disabled","Berkshire","30-39","70","70","30740","29290"
"New entrant CS","2021","Declared non-disabled","Berkshire","40-49","60","60","33230","29290"
"New entrant CS","2021","Declared non-disabled","Berkshire","50-59","50","50","32670","29290"
"New entrant CS","2021","Declared non-disabled","Berkshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Berkshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bexley and Greenwich","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bexley and Greenwich","20-29","90","90","28890","31060"
"New entrant CS","2021","Declared non-disabled","Bexley and Greenwich","30-39","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bexley and Greenwich","40-49","40","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bexley and Greenwich","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bexley and Greenwich","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bexley and Greenwich","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Birmingham","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Birmingham","20-29","220","220","24630","22920"
"New entrant CS","2021","Declared non-disabled","Birmingham","30-39","160","150","30370","27570"
"New entrant CS","2021","Declared non-disabled","Birmingham","40-49","130","130","34570","27570"
"New entrant CS","2021","Declared non-disabled","Birmingham","50-59","70","60","33500","27570"
"New entrant CS","2021","Declared non-disabled","Birmingham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Birmingham","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Blackburn with Darwen","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Blackburn with Darwen","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Blackburn with Darwen","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Blackburn with Darwen","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Blackburn with Darwen","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Blackburn with Darwen","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Blackpool","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Blackpool","20-29","180","180","22430","21010"
"New entrant CS","2021","Declared non-disabled","Blackpool","30-39","90","90","23670","21010"
"New entrant CS","2021","Declared non-disabled","Blackpool","40-49","80","80","23370","21010"
"New entrant CS","2021","Declared non-disabled","Blackpool","50-59","90","90","24620","21010"
"New entrant CS","2021","Declared non-disabled","Blackpool","60-64","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Blackpool","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bournemouth and Poole","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bournemouth and Poole","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bournemouth and Poole","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bournemouth and Poole","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bournemouth and Poole","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bournemouth and Poole","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bradford","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bradford","20-29","80","70","24540","27570"
"New entrant CS","2021","Declared non-disabled","Bradford","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bradford","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bradford","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bradford","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Breckland and South Norfolk","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Breckland and South Norfolk","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Breckland and South Norfolk","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Breckland and South Norfolk","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Breckland and South Norfolk","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Breckland and South Norfolk","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Breckland and South Norfolk","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Brent","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Brent","20-29","60","60","29630","31060"
"New entrant CS","2021","Declared non-disabled","Brent","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Brent","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Brent","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bridgend and Neath Port Talbot","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bridgend and Neath Port Talbot","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bridgend and Neath Port Talbot","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bridgend and Neath Port Talbot","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bridgend and Neath Port Talbot","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bridgend and Neath Port Talbot","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bridgend and Neath Port Talbot","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Brighton and Hove","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Brighton and Hove","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Brighton and Hove","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Brighton and Hove","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Brighton and Hove","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Brighton and Hove","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Brighton and Hove","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bristol, City of","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bristol, City of","20-29","190","190","24940","23250"
"New entrant CS","2021","Declared non-disabled","Bristol, City of","30-39","140","140","31930","28590"
"New entrant CS","2021","Declared non-disabled","Bristol, City of","40-49","90","90","36260","30730"
"New entrant CS","2021","Declared non-disabled","Bristol, City of","50-59","50","50","34690","29180"
"New entrant CS","2021","Declared non-disabled","Bristol, City of","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bristol, City of","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bromley","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bromley","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bromley","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bromley","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bromley","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Bromley","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Buckinghamshire CC","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Buckinghamshire CC","20-29","50","50","26660","27850"
"New entrant CS","2021","Declared non-disabled","Buckinghamshire CC","30-39","40","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Buckinghamshire CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Buckinghamshire CC","50-59","40","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Buckinghamshire CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Buckinghamshire CC","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Caithness and Sutherland and Ross and Cromarty","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Caithness and Sutherland and Ross and Cromarty","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Caithness and Sutherland and Ross and Cromarty","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Caithness and Sutherland and Ross and Cromarty","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Caithness and Sutherland and Ross and Cromarty","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Calderdale and Kirklees","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Calderdale and Kirklees","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Calderdale and Kirklees","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Calderdale and Kirklees","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Calderdale and Kirklees","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Calderdale and Kirklees","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Calderdale and Kirklees","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cambridgeshire CC","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cambridgeshire CC","20-29","80","80","25710","25850"
"New entrant CS","2021","Declared non-disabled","Cambridgeshire CC","30-39","70","60","31460","27570"
"New entrant CS","2021","Declared non-disabled","Cambridgeshire CC","40-49","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cambridgeshire CC","50-59","50","50","33540","27570"
"New entrant CS","2021","Declared non-disabled","Cambridgeshire CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cambridgeshire CC","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Camden and City of London","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Camden and City of London","20-29","80","80","27570","25110"
"New entrant CS","2021","Declared non-disabled","Camden and City of London","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Camden and City of London","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Camden and City of London","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Camden and City of London","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Camden and City of London","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cardiff and Vale of Glamorgan","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cardiff and Vale of Glamorgan","20-29","200","200","23070","21010"
"New entrant CS","2021","Declared non-disabled","Cardiff and Vale of Glamorgan","30-39","120","110","28060","25030"
"New entrant CS","2021","Declared non-disabled","Cardiff and Vale of Glamorgan","40-49","60","60","29930","27570"
"New entrant CS","2021","Declared non-disabled","Cardiff and Vale of Glamorgan","50-59","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cardiff and Vale of Glamorgan","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cardiff and Vale of Glamorgan","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Causeway Coast and Glens","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Bedfordshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Bedfordshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Bedfordshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Bedfordshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Bedfordshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Bedfordshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Hampshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Hampshire","20-29","80","80","24960","24920"
"New entrant CS","2021","Declared non-disabled","Central Hampshire","30-39","50","50","29420","27570"
"New entrant CS","2021","Declared non-disabled","Central Hampshire","40-49","50","50","29830","26350"
"New entrant CS","2021","Declared non-disabled","Central Hampshire","50-59","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Hampshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Hampshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Valleys","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Valleys","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Valleys","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Valleys","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Valleys","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Central Valleys","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cheshire East","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cheshire East","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cheshire East","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cheshire East","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cheshire East","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cheshire East","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cheshire West and Chester","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cheshire West and Chester","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cheshire West and Chester","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cheshire West and Chester","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cheshire West and Chester","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cheshire West and Chester","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chorley and West Lancashire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chorley and West Lancashire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chorley and West Lancashire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chorley and West Lancashire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chorley and West Lancashire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chorley and West Lancashire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","City of Edinburgh","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","City of Edinburgh","20-29","190","190","25790","25410"
"New entrant CS","2021","Declared non-disabled","City of Edinburgh","30-39","150","140","31680","30650"
"New entrant CS","2021","Declared non-disabled","City of Edinburgh","40-49","100","100","35730","30650"
"New entrant CS","2021","Declared non-disabled","City of Edinburgh","50-59","70","70","31730","27570"
"New entrant CS","2021","Declared non-disabled","City of Edinburgh","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","City of Edinburgh","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Clackmannanshire and Fife","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Clackmannanshire and Fife","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Clackmannanshire and Fife","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Clackmannanshire and Fife","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Clackmannanshire and Fife","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Clackmannanshire and Fife","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Conwy and Denbighshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Conwy and Denbighshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Conwy and Denbighshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Conwy and Denbighshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Conwy and Denbighshire","60-64","[c]","[c]","[c]","[c]"
