"Status","Year","Region_ITL3","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Ministry of Defence","80","80","37710","40580"
"In post","2021","Berkshire","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Attorney General's Departments","40","30","[c]","[c]"
"In post","2021","Berkshire","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Berkshire","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","HM Revenue and Customs","70","60","34320","32520"
"In post","2021","Berkshire","Unknown","Ministry of Defence","280","270","33380","30890"
"In post","2021","Berkshire","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","National Crime Agency","80","70","38260","37750"
"In post","2021","Bexley and Greenwich","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Declared disabled","Department for Work and Pensions","50","50","30960","31060"
"In post","2021","Bexley and Greenwich","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Declared disabled","Ministry of Justice","110","100","31010","30600"
"In post","2021","Bexley and Greenwich","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Declared non-disabled","Department for Transport","40","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Declared non-disabled","Department for Work and Pensions","310","290","31080","31060"
"In post","2021","Bexley and Greenwich","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Declared non-disabled","Ministry of Defence","60","60","34200","33950"
"In post","2021","Bexley and Greenwich","Declared non-disabled","Ministry of Justice","730","710","32370","33170"
"In post","2021","Bexley and Greenwich","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Ministry of Justice","170","160","32600","34210"
"In post","2021","Bexley and Greenwich","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Ministry of Justice","170","170","29310","30150"
"In post","2021","Birmingham","Declared disabled","Attorney General's Departments","50","40","[c]","[c]"
"In post","2021","Birmingham","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared disabled","Department for Business, Energy and Industrial Strategy","70","70","31470","30360"
"In post","2021","Birmingham","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared disabled","Department for Work and Pensions","390","340","27320","27570"
"In post","2021","Birmingham","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared disabled","HM Revenue and Customs","250","230","32080","31810"
"In post","2021","Birmingham","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared disabled","Ministry of Justice","390","370","26090","22570"
"In post","2021","Birmingham","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared non-disabled","Attorney General's Departments","310","290","40970","38000"
"In post","2021","Birmingham","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared non-disabled","Department for Business, Energy and Industrial Strategy","390","370","35160","32060"
"In post","2021","Birmingham","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared non-disabled","Department for Transport","90","90","31500","28550"
"In post","2021","Birmingham","Declared non-disabled","Department for Work and Pensions","1670","1490","27230","27570"
"In post","2021","Birmingham","Declared non-disabled","Department of Health and Social Care","270","240","40180","29910"
"In post","2021","Birmingham","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared non-disabled","HM Revenue and Customs","1670","1560","32790","31810"
"In post","2021","Birmingham","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared non-disabled","Home Office","100","90","30400","25580"
"In post","2021","Birmingham","Declared non-disabled","Ministry of Defence","180","170","35120","33300"
"In post","2021","Birmingham","Declared non-disabled","Ministry of Housing, Communities and Local Government","90","90","38910","36340"
"In post","2021","Birmingham","Declared non-disabled","Ministry of Justice","2140","1990","26300","22570"
"In post","2021","Birmingham","Declared non-disabled","National Crime Agency","130","120","41100","39050"
"In post","2021","Birmingham","Declared non-disabled","Office for Standards in Education","130","130","56240","51360"
"In post","2021","Birmingham","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Declared non-disabled","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","Birmingham","Declared non-disabled","Water Services Regulation Authority","120","120","51280","49160"
"In post","2021","Birmingham","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Department for Work and Pensions","100","90","28050","27570"
"In post","2021","Birmingham","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Food Standards Agency","40","40","[c]","[c]"
"In post","2021","Birmingham","Undeclared","HM Revenue and Customs","170","150","34230","31810"
"In post","2021","Birmingham","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Ministry of Justice","210","190","25580","21660"
"In post","2021","Birmingham","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Attorney General's Departments","130","120","36900","31210"
"In post","2021","Birmingham","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Department for Business, Energy and Industrial Strategy","190","180","29350","24570"
"In post","2021","Birmingham","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Department for Transport","30","30","[c]","[c]"
"In post","2021","Birmingham","Unknown","Department for Work and Pensions","80","70","28340","27570"
"In post","2021","Birmingham","Unknown","Department of Health and Social Care","130","120","47350","39530"
"In post","2021","Birmingham","Unknown","HM Revenue and Customs","910","850","27790","25560"
"In post","2021","Birmingham","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Birmingham","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Ministry of Justice","400","380","24490","20010"
"In post","2021","Birmingham","Unknown","National Crime Agency","270","270","36180","36410"
"In post","2021","Birmingham","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Water Services Regulation Authority","50","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Declared disabled","Department for Work and Pensions","50","40","26610","27570"
"In post","2021","Blackburn with Darwen","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Declared non-disabled","Department for Work and Pensions","270","230","26670","27570"
"In post","2021","Blackburn with Darwen","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Declared non-disabled","Ministry of Justice","80","70","27020","22920"
"In post","2021","Blackburn with Darwen","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
