"Status","Year","Parent_department","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Ministry of Defence","20-29","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","20-29","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","20-29","Westminster","50","50","39680","37640"
"Leaver Dept.","2021","Ministry of Defence","20-29","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","120","110","36500","35040"
"Leaver Dept.","2021","Ministry of Defence","30-39","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","Westminster","60","50","48110","45200"
"Leaver Dept.","2021","Ministry of Defence","30-39","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","30-39","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Bath and North East Somerset, North Somerset and South Gloucestershire","80","70","44980","40960"
"Leaver Dept.","2021","Ministry of Defence","40-49","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","40-49","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Bath and North East Somerset, North Somerset and South Gloucestershire","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","50-59","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","60-64","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","60-64","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","60-64","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","60-64","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","60-64","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","60-64","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","60-64","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","60-64","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","60-64","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","65+","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","65+","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","65+","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","65+","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","20-29","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","20-29","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","20-29","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","20-29","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","20-29","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","20-29","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","20-29","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","20-29","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","20-29","Westminster","150","150","33530","32560"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","20-29","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","30-39","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","30-39","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","30-39","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","30-39","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","30-39","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","30-39","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","30-39","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","30-39","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","30-39","Westminster","120","110","47640","51580"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","30-39","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","40-49","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","40-49","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","40-49","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","40-49","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","40-49","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","40-49","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","40-49","Westminster","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","40-49","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","50-59","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","50-59","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","50-59","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","50-59","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","50-59","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","50-59","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","60-64","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","65+","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","16-19","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","16-19","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","16-19","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Birmingham","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Durham CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Tower Hamlets","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Westminster","120","120","33800","30850"
"Leaver Dept.","2021","Ministry of Justice","20-29","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Birmingham","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Durham CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","30-39","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
