"Status","Year","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","London","Camden and City of London","3640","3480","38270","32520"
"In post","2021","London","Croydon","9620","9140","38350","35070"
"In post","2021","London","Ealing","520","490","31310","31060"
"In post","2021","London","Enfield","360","340","30130","31060"
"In post","2021","London","Hackney and Newham","3050","2830","34600","31060"
"In post","2021","London","Haringey and Islington","1510","1440","31110","31060"
"In post","2021","London","Harrow and Hillingdon","3400","3080","31170","29250"
"In post","2021","London","Hounslow and Richmond upon Thames","2860","2710","32620","31060"
"In post","2021","London","Kensington & Chelsea and Hammersmith & Fulham","850","810","32650","31060"
"In post","2021","London","Lambeth","4380","4140","43650","39410"
"In post","2021","London","Lewisham and Southwark","1390","1330","33830","31060"
"In post","2021","London","Merton, Kingston upon Thames and Sutton","660","620","31120","31060"
"In post","2021","London","Redbridge and Waltham Forest","1060","970","28990","30780"
"In post","2021","London","Tower Hamlets","6880","6650","48370","42070"
"In post","2021","London","Wandsworth","960","910","32060","31060"
"In post","2021","London","Westminster","55700","54270","48070","43360"
"In post","2021","North East (England)","Darlington","980","920","35680","30900"
"In post","2021","North East (England)","Durham CC","5590","5030","27020","25310"
"In post","2021","North East (England)","Hartlepool and Stockton-on-Tees","1550","1410","27240","27570"
"In post","2021","North East (England)","Northumberland","400","350","28320","27570"
"In post","2021","North East (England)","South Teesside","1130","1010","26410","25310"
"In post","2021","North East (England)","Sunderland","4430","3750","25080","21440"
"In post","2021","North East (England)","Tyneside","16540","15020","29160","25560"
"In post","2021","North West (England)","Blackburn with Darwen","490","440","26790","27570"
"In post","2021","North West (England)","Blackpool","5140","4700","29050","27570"
"In post","2021","North West (England)","Cheshire East","760","700","30050","27570"
"In post","2021","North West (England)","Cheshire West and Chester","460","420","26080","27300"
"In post","2021","North West (England)","Chorley and West Lancashire","1330","1230","29700","27570"
"In post","2021","North West (England)","East Cumbria","940","860","27620","24920"
"In post","2021","North West (England)","East Lancashire","480","430","25810","27570"
"In post","2021","North West (England)","East Merseyside","1040","930","27640","27570"
"In post","2021","North West (England)","Greater Manchester North East","1210","1120","27610","27570"
"In post","2021","North West (England)","Greater Manchester North West","1980","1780","25310","24440"
"In post","2021","North West (England)","Greater Manchester South East","1390","1280","25630","22080"
"In post","2021","North West (England)","Greater Manchester South West","6150","5790","30490","27100"
"In post","2021","North West (England)","Lancaster and Wyre","1060","980","28560","26670"
"In post","2021","North West (England)","Liverpool","10240","9450","29090","25310"
"In post","2021","North West (England)","Manchester","8990","8530","33780","29730"
"In post","2021","North West (England)","Mid Lancashire","5600","5030","27450","24980"
"In post","2021","North West (England)","Sefton","6060","5510","29020","25560"
"In post","2021","North West (England)","Warrington","2690","2560","32520","30640"
"In post","2021","North West (England)","West Cumbria","1200","1090","28270","25190"
"In post","2021","North West (England)","Wirral","2150","1870","26230","26120"
"In post","2021","Northern Ireland","Antrim and Newtownabbey","200","200","24570","20310"
"In post","2021","Northern Ireland","Ards and North Down","230","220","25880","21270"
"In post","2021","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Belfast","2820","2620","28890","25560"
"In post","2021","Northern Ireland","Causeway Coast and Glens","70","70","20720","20310"
"In post","2021","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Lisburn and Castlereagh","400","380","27540","24890"
"In post","2021","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Newry, Mourne and Down","60","60","21280","20310"
"In post","2021","Overseas","Overseas","3750","3740","49990","49760"
"In post","2021","Scotland","Aberdeen City and Aberdeenshire","1870","1760","36180","30650"
"In post","2021","Scotland","Angus and Dundee City","1900","1750","26230","22080"
"In post","2021","Scotland","Caithness and Sutherland and Ross and Cromarty","220","200","29320","27570"
"In post","2021","Scotland","City of Edinburgh","12800","12200","37390","32140"
"In post","2021","Scotland","Clackmannanshire and Fife","1350","1250","29960","27570"
"In post","2021","Scotland","Dumfries and Galloway","570","520","29320","27570"
"In post","2021","Scotland","East Ayrshire and North Ayrshire mainland","960","870","26710","26570"
"In post","2021","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","2420","2310","30550","27570"
"In post","2021","Scotland","East Lothian and Midlothian","110","100","27940","27570"
"In post","2021","Scotland","Falkirk","1820","1600","27580","27570"
"In post","2021","Scotland","Glasgow City","11650","10850","31820","27570"
"In post","2021","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","1040","940","29630","27570"
"In post","2021","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","1140","1070","29090","27570"
"In post","2021","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","330","310","28440","27570"
"In post","2021","Scotland","Na h-Eileanan Siar","170","160","25840","22230"
"In post","2021","Scotland","North Lanarkshire","2800","2450","26180","22820"
"In post","2021","Scotland","Orkney Islands","40","30","[c]","[c]"
"In post","2021","Scotland","Perth and Kinross and Stirling","1350","1270","30970","29140"
"In post","2021","Scotland","Scottish Borders","480","440","29450","27570"
"In post","2021","Scotland","Shetland Islands","60","60","30130","27570"
"In post","2021","Scotland","South Ayrshire","320","290","27970","27570"
"In post","2021","Scotland","South Lanarkshire","3700","3320","30270","26120"
"In post","2021","Scotland","West Lothian","510","480","32720","27570"
"In post","2021","South East (England)","Berkshire","2950","2820","34390","30890"
"In post","2021","South East (England)","Brighton and Hove","660","590","30600","27570"
"In post","2021","South East (England)","Buckinghamshire CC","1680","1600","32150","29750"
"In post","2021","South East (England)","Central Hampshire","4190","4040","36180","33300"
"In post","2021","South East (England)","East Kent","4230","3890","28190","26670"
"In post","2021","South East (England)","East Surrey","990","940","33430","33590"
"In post","2021","South East (England)","East Sussex CC","2000","1790","26810","27570"
"In post","2021","South East (England)","Isle of Wight","900","830","27520","26810"
"In post","2021","South East (England)","Kent Thames Gateway","1610","1530","30150","30400"
"In post","2021","South East (England)","Medway","1410","1350","31050","29750"
"In post","2021","South East (England)","Mid Kent","880","820","30270","29290"
"In post","2021","South East (England)","Milton Keynes","2210","2120","32440","28550"
"In post","2021","South East (England)","North Hampshire","1020","970","32770","27570"
"In post","2021","South East (England)","Oxfordshire","2750","2590","32140","29530"
"In post","2021","South East (England)","Portsmouth","3910","3630","30590","27570"
"In post","2021","South East (England)","South Hampshire","4050","3520","30010","27570"
"In post","2021","South East (England)","Southampton","1290","1180","32820","27570"
"In post","2021","South East (England)","West Kent","400","380","36460","37320"
"In post","2021","South East (England)","West Surrey","2110","1990","32810","29290"
"In post","2021","South East (England)","West Sussex (North East)","1230","1100","30730","27570"
"In post","2021","South East (England)","West Sussex (South West)","1320","1200","30150","27570"
"In post","2021","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","13360","12830","37750","34370"
"In post","2021","South West (England)","Bournemouth and Poole","720","640","26860","27370"
"In post","2021","South West (England)","Bristol, City of","6610","6140","35860","31810"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","1650","1500","26590","26670"
"In post","2021","South West (England)","Devon CC","5580","5120","31680","27570"
"In post","2021","South West (England)","Dorset CC","2140","2010","29140","27130"
"In post","2021","South West (England)","Gloucestershire","1400","1260","29260","27570"
"In post","2021","South West (England)","Plymouth","3100","2890","31160","27570"
"In post","2021","South West (England)","Somerset","2350","2190","30960","27570"
"In post","2021","South West (England)","Swindon","470","440","32310","27570"
"In post","2021","South West (England)","Torbay","340","290","25900","26120"
"In post","2021","South West (England)","Wiltshire","7480","7170","36300","33300"
"In post","2021","Unknown","Unknown","3730","3650","35670","32100"
"In post","2021","Wales","Bridgend and Neath Port Talbot","710","630","27110","27570"
"In post","2021","Wales","Cardiff and Vale of Glamorgan","12070","11260","32950","27570"
"In post","2021","Wales","Central Valleys","1710","1590","34570","28850"
"In post","2021","Wales","Conwy and Denbighshire","690","640","35060","30210"
"In post","2021","Wales","Flintshire and Wrexham","2160","2030","27810","26300"
"In post","2021","Wales","Gwent Valleys","1080","980","28350","27570"
"In post","2021","Wales","Gwynedd","740","680","25100","21050"
"In post","2021","Wales","Isle of Anglesey","250","230","27690","26670"
"In post","2021","Wales","Monmouthshire and Newport","5610","5250","33790","29540"
"In post","2021","Wales","Powys","550","520","29070","27570"
"In post","2021","Wales","South West Wales","1470","1360","30230","27570"
"In post","2021","Wales","Swansea","9070","8080","27290","21590"
"In post","2021","West Midlands (England)","Birmingham","11600","10800","31170","27570"
"In post","2021","West Midlands (England)","Coventry","2430","2300","36870","32300"
"In post","2021","West Midlands (England)","Dudley","1150","990","25080","26080"
"In post","2021","West Midlands (England)","Herefordshire, County of","440","420","27930","26670"
"In post","2021","West Midlands (England)","Sandwell","440","400","27170","27570"
"In post","2021","West Midlands (England)","Shropshire CC","1170","1110","29090","27570"
"In post","2021","West Midlands (England)","Solihull","1100","1020","28910","26620"
"In post","2021","West Midlands (England)","Staffordshire CC","3970","3730","29880","27570"
"In post","2021","West Midlands (England)","Stoke-on-Trent","1240","1110","25180","21170"
"In post","2021","West Midlands (England)","Telford and Wrekin","1930","1780","33330","27570"
"In post","2021","West Midlands (England)","Walsall","600","520","25100","26120"
"In post","2021","West Midlands (England)","Warwickshire","1300","1190","26820","24890"
"In post","2021","West Midlands (England)","Wolverhampton","880","770","24990","26110"
"In post","2021","West Midlands (England)","Worcestershire","2250","2120","28730","26780"
"In post","2021","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","3000","2670","27170","27150"
"In post","2021","Yorkshire and The Humber","Bradford","3100","2750","27200","25560"
"In post","2021","Yorkshire and The Humber","Calderdale and Kirklees","1060","940","27030","27570"
"In post","2021","Yorkshire and The Humber","East Riding of Yorkshire","1890","1780","28640","26810"
"In post","2021","Yorkshire and The Humber","Kingston upon Hull, City of","2000","1800","27990","27130"
"In post","2021","Yorkshire and The Humber","Leeds","11410","10740","33110","28790"
"In post","2021","Yorkshire and The Humber","North and North East Lincolnshire","810","720","25790","26470"
"In post","2021","Yorkshire and The Humber","North Yorkshire CC","1930","1830","29610","27570"
"In post","2021","Yorkshire and The Humber","Sheffield","6930","6400","33200","29360"
"In post","2021","Yorkshire and The Humber","Wakefield","1680","1550","30270","27570"
"In post","2021","Yorkshire and The Humber","York","2790","2640","36200","31710"
"In post","2022","East Midlands (England)","Derby","1120","1000","27240","25120"
"In post","2022","East Midlands (England)","East Derbyshire","420","370","28240","27570"
"In post","2022","East Midlands (England)","Leicester","2610","2380","27640","26120"
"In post","2022","East Midlands (England)","Leicestershire CC and Rutland","1990","1860","29740","27370"
"In post","2022","East Midlands (England)","Lincolnshire CC","3020","2840","28870","26950"
"In post","2022","East Midlands (England)","North Northamptonshire","560","500","26090","26310"
"In post","2022","East Midlands (England)","North Nottinghamshire","1100","1020","30030","27570"
"In post","2022","East Midlands (England)","Nottingham","8830","8290","32620","28290"
"In post","2022","East Midlands (England)","South and West Derbyshire","1200","1090","34000","28730"
"In post","2022","East Midlands (England)","South Nottinghamshire","1050","980","32480","28640"
"In post","2022","East Midlands (England)","West Northamptonshire","1110","1030","28040","26120"
"In post","2022","East of England","Bedford","860","800","30670","28140"
"In post","2022","East of England","Breckland and South Norfolk","520","480","29530","27120"
"In post","2022","East of England","Cambridgeshire CC","3480","3320","33510","31550"
"In post","2022","East of England","Central Bedfordshire","440","430","31600","28500"
"In post","2022","East of England","Essex Haven Gateway","950","890","31710","29290"
"In post","2022","East of England","Essex Thames Gateway","960","860","27980","26780"
"In post","2022","East of England","Heart of Essex","1240","1180","32390","29290"
"In post","2022","East of England","Hertfordshire CC","2840","2690","35860","31620"
"In post","2022","East of England","Luton","560","510","27820","27570"
"In post","2022","East of England","North and West Norfolk","940","870","28420","27570"
"In post","2022","East of England","Norwich and East Norfolk","2010","1830","29570","27570"
"In post","2022","East of England","Peterborough","1640","1480","28980","26620"
"In post","2022","East of England","Southend-on-Sea","1100","1000","33580","30210"
"In post","2022","East of England","Suffolk CC","4330","4040","29760","27570"
"In post","2022","East of England","Thurrock","370","350","27300","25510"
"In post","2022","East of England","West Essex","690","620","31550","29290"
"In post","2022","London","Barking & Dagenham and Havering","700","640","31640","31060"
"In post","2022","London","Barnet","1800","1680","39640","32330"
"In post","2022","London","Bexley and Greenwich","1800","1710","32220","31060"
"In post","2022","London","Brent","620","580","32350","31060"
"In post","2022","London","Bromley","570","520","32020","31060"
"In post","2022","London","Camden and City of London","2100","2010","39190","31060"
"In post","2022","London","Croydon","10550","10060","39640","35200"
"In post","2022","London","Ealing","500","470","33070","31060"
"In post","2022","London","Enfield","350","320","31880","31060"
"In post","2022","London","Hackney and Newham","6570","6220","39970","37610"
"In post","2022","London","Haringey and Islington","1600","1520","32310","31060"
"In post","2022","London","Harrow and Hillingdon","3260","3000","31590","29290"
"In post","2022","London","Hounslow and Richmond upon Thames","2950","2800","33070","31060"
"In post","2022","London","Kensington & Chelsea and Hammersmith & Fulham","890","850","33110","31090"
"In post","2022","London","Lambeth","3420","3290","42690","38060"
"In post","2022","London","Lewisham and Southwark","1400","1340","34430","31060"
"In post","2022","London","Merton, Kingston upon Thames and Sutton","690","660","33320","31060"
"In post","2022","London","Redbridge and Waltham Forest","1220","1120","30130","30780"
"In post","2022","London","Tower Hamlets","6060","5870","49140","43880"
"In post","2022","London","Wandsworth","990","940","32530","31060"
"In post","2022","London","Westminster","56800","55350","48470","44450"
"In post","2022","North East (England)","Darlington","1310","1250","36840","32570"
"In post","2022","North East (England)","Durham","5720","5170","27880","26070"
"In post","2022","North East (England)","Hartlepool and Stockton-on-Tees","1670","1530","27830","27570"
"In post","2022","North East (England)","Northumberland","480","440","30350","27570"
"In post","2022","North East (England)","South Teesside","1160","1050","27100","26120"
"In post","2022","North East (England)","Sunderland","4320","3690","26100","22080"
"In post","2022","North East (England)","Tyneside","18450","16950","30970","27570"
"In post","2022","North West (England)","Blackburn with Darwen","480","430","27310","27570"
"In post","2022","North West (England)","Blackpool","5550","5110","29940","27570"
"In post","2022","North West (England)","Cheshire East","1230","1140","30230","27120"
"In post","2022","North West (England)","Cheshire West and Chester","510","470","28600","27570"
"In post","2022","North West (England)","Chorley and West Lancashire","1430","1330","30220","27570"
"In post","2022","North West (England)","East Cumbria","1020","940","28660","25190"
"In post","2022","North West (England)","East Lancashire","550","490","27360","27570"
"In post","2022","North West (England)","East Merseyside","1150","1040","28810","27570"
"In post","2022","North West (England)","Greater Manchester North East","1250","1160","28380","27570"
"In post","2022","North West (England)","Greater Manchester North West","2140","1930","26030","25190"
"In post","2022","North West (England)","Greater Manchester South East","1060","970","26010","24800"
"In post","2022","North West (England)","Greater Manchester South West","7260","6890","32460","27940"
"In post","2022","North West (England)","Lancaster and Wyre","1100","1020","29060","26780"
"In post","2022","North West (England)","Liverpool","12500","11640","29580","26160"
"In post","2022","North West (England)","Manchester","9890","9430","34470","30830"
"In post","2022","North West (England)","Mid Lancashire","5660","5110","28690","26590"
"In post","2022","North West (England)","Sefton","5280","4880","30800","27570"
"In post","2022","North West (England)","Warrington","2650","2510","33450","31650"
"In post","2022","North West (England)","West Cumbria","1300","1190","28880","25190"
"In post","2022","North West (England)","Wirral","2290","2020","27060","26780"
"In post","2022","Northern Ireland","Antrim and Newtownabbey","210","200","26210","20810"
"In post","2022","Northern Ireland","Ards and North Down","240","230","27180","21920"
"In post","2022","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Belfast","3130","2960","30630","26820"
"In post","2022","Northern Ireland","Causeway Coast and Glens","70","70","22160","20560"
"In post","2022","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Lisburn and Castlereagh","450","440","28120","24890"
"In post","2022","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Newry, Mourne and Down","80","80","23530","20560"
"In post","2022","Overseas","Overseas","3690","3670","49440","48580"
"In post","2022","Scotland","Aberdeen City and Aberdeenshire","1930","1820","36780","31540"
"In post","2022","Scotland","Angus and Dundee City","2080","1950","27320","24400"
"In post","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","200","190","30480","27570"
"In post","2022","Scotland","City of Edinburgh","13700","13090","38900","34040"
"In post","2022","Scotland","Clackmannanshire and Fife","1330","1240","30770","27570"
"In post","2022","Scotland","Dumfries and Galloway","560","520","30320","27570"
"In post","2022","Scotland","East Ayrshire and North Ayrshire mainland","1030","950","27270","27230"
"In post","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","2440","2320","31030","27570"
"In post","2022","Scotland","East Lothian and Midlothian","120","110","31130","27570"
"In post","2022","Scotland","Falkirk","1880","1660","28410","27570"
"In post","2022","Scotland","Glasgow City","13510","12710","33130","27570"
"In post","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","1110","1000","30780","27570"
"In post","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","1200","1130","30140","27570"
"In post","2022","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","350","320","29470","27570"
"In post","2022","Scotland","Na h-Eileanan Siar","160","150","27790","27410"
"In post","2022","Scotland","North Lanarkshire","2790","2470","27580","26590"
"In post","2022","Scotland","Orkney Islands","40","30","[c]","[c]"
"In post","2022","Scotland","Perth and Kinross, and Stirling","1440","1350","31910","30040"
"In post","2022","Scotland","Scottish Borders","520","480","30550","27570"
"In post","2022","Scotland","Shetland Islands","60","60","30540","27570"
"In post","2022","Scotland","South Ayrshire","330","300","28710","27570"
"In post","2022","Scotland","South Lanarkshire","3800","3440","31150","26820"
"In post","2022","Scotland","West Lothian","440","410","34090","27570"
"In post","2022","South East (England)","Berkshire","2930","2790","34450","30810"
"In post","2022","South East (England)","Brighton and Hove","740","660","32720","27570"
"In post","2022","South East (England)","Buckinghamshire","1690","1600","33220","30450"
"In post","2022","South East (England)","Central Hampshire","4330","4170","37080","33300"
"In post","2022","South East (England)","East Kent","4450","4140","28680","26840"
"In post","2022","South East (England)","East Surrey","1060","1000","33700","32800"
"In post","2022","South East (England)","East Sussex CC","2030","1820","27600","27370"
"In post","2022","South East (England)","Isle of Wight","910","840","27740","27120"
"In post","2022","South East (England)","Kent Thames Gateway","1610","1510","30400","30610"
"In post","2022","South East (England)","Medway","1450","1380","31200","29290"
"In post","2022","South East (England)","Mid Kent","930","870","31290","29290"
"In post","2022","South East (England)","Milton Keynes","2250","2140","33030","28950"
"In post","2022","South East (England)","North Hampshire","1060","1000","34200","27570"
"In post","2022","South East (England)","Oxfordshire CC","2670","2510","33260","30460"
"In post","2022","South East (England)","Portsmouth","3810","3550","31730","27570"
"In post","2022","South East (England)","South Hampshire","4130","3570","30900","27570"
"In post","2022","South East (England)","Southampton","1330","1240","33380","27570"
"In post","2022","South East (England)","West Kent","320","300","37300","37920"
"In post","2022","South East (England)","West Surrey","2280","2150","33810","30130"
"In post","2022","South East (England)","West Sussex (North East)","1290","1160","31070","27570"
"In post","2022","South East (England)","West Sussex (South West)","1370","1250","31930","27570"
"In post","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","13740","13180","38070","35000"
"In post","2022","South West (England)","Bournemouth, Christchurch and Poole","780","710","28090","27570"
"In post","2022","South West (England)","Bristol, City of","6730","6290","35250","31820"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","1770","1620","27790","26750"
"In post","2022","South West (England)","Devon CC","5680","5210","32620","27570"
"In post","2022","South West (England)","Dorset","2210","2070","29850","27130"
"In post","2022","South West (England)","Gloucestershire CC","1520","1380","30700","27570"
"In post","2022","South West (England)","Plymouth","3280","3050","31620","27570"
"In post","2022","South West (England)","Somerset CC","2470","2310","31860","27720"
"In post","2022","South West (England)","Swindon","500","460","32640","27570"
"In post","2022","South West (England)","Torbay","360","310","27240","26310"
"In post","2022","South West (England)","Wiltshire","7670","7370","37170","33520"
"In post","2022","Unknown","Unknown","3310","3240","35950","32400"
"In post","2022","Wales","Bridgend and Neath Port Talbot","780","690","27910","27570"
"In post","2022","Wales","Cardiff and Vale of Glamorgan","11940","11220","34500","29430"
"In post","2022","Wales","Central Valleys","2690","2500","31960","27570"
"In post","2022","Wales","Conwy and Denbighshire","730","690","35440","29430"
"In post","2022","Wales","Flintshire and Wrexham","2250","2130","28530","27020"
"In post","2022","Wales","Gwent Valleys","1010","920","29760","27570"
"In post","2022","Wales","Gwynedd","780","720","26200","23170"
"In post","2022","Wales","Isle of Anglesey","260","250","28850","27470"
"In post","2022","Wales","Monmouthshire and Newport","6070","5700","35070","30770"
"In post","2022","Wales","Powys","600","560","30570","27570"
"In post","2022","Wales","South West Wales","1600","1480","31260","27570"
"In post","2022","Wales","Swansea","9200","8250","27800","22600"
"In post","2022","West Midlands (England)","Birmingham","13040","12210","31690","27570"
"In post","2022","West Midlands (England)","Coventry","2560","2430","37000","33840"
"In post","2022","West Midlands (England)","Dudley","1110","960","25720","26120"
"In post","2022","West Midlands (England)","Herefordshire, County of","470","450","29150","26700"
"In post","2022","West Midlands (England)","Sandwell","500","450","27840","27570"
"In post","2022","West Midlands (England)","Shropshire","1250","1180","30130","27570"
"In post","2022","West Midlands (England)","Solihull","1050","980","29010","27370"
"In post","2022","West Midlands (England)","Staffordshire CC","4340","4090","30920","27570"
"In post","2022","West Midlands (England)","Stoke-on-Trent","1310","1180","26880","24880"
"In post","2022","West Midlands (England)","Telford and Wrekin","2010","1860","34770","28920"
"In post","2022","West Midlands (England)","Walsall","660","580","25860","26120"
"In post","2022","West Midlands (England)","Warwickshire CC","1350","1230","28280","26690"
"In post","2022","West Midlands (England)","Wolverhampton","1160","1040","27780","27570"
"In post","2022","West Midlands (England)","Worcestershire CC","2370","2230","29610","27120"
"In post","2022","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","3120","2800","27780","27570"
"In post","2022","Yorkshire and The Humber","Bradford","2770","2440","26050","22080"
"In post","2022","Yorkshire and The Humber","Calderdale and Kirklees","1070","960","28350","27570"
"In post","2022","Yorkshire and The Humber","East Riding of Yorkshire","1990","1870","29300","26930"
"In post","2022","Yorkshire and The Humber","Kingston upon Hull, City of","2110","1900","28410","27130"
"In post","2022","Yorkshire and The Humber","Leeds","13510","12780","34630","30820"
"In post","2022","Yorkshire and The Humber","North and North East Lincolnshire","850","770","26810","27240"
"In post","2022","Yorkshire and The Humber","North Yorkshire CC","1990","1890","31160","27570"
"In post","2022","Yorkshire and The Humber","Sheffield","7360","6810","34080","30200"
"In post","2022","Yorkshire and The Humber","Wakefield","1810","1670","30910","27570"
"In post","2022","Yorkshire and The Humber","York","2660","2520","34160","30810"
"Leaver CS","2021","East Midlands (England)","Derby","60","50","23820","21010"
"Leaver CS","2021","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicester","180","160","26090","22350"
"Leaver CS","2021","East Midlands (England)","Leicestershire CC and Rutland","170","160","27790","26500"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","330","300","29040","28000"
"Leaver CS","2021","East Midlands (England)","North Northamptonshire","30","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","North Nottinghamshire","60","50","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Nottingham","380","340","27620","24000"
"Leaver CS","2021","East Midlands (England)","South and West Derbyshire","60","40","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","South Nottinghamshire","50","40","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","West Northamptonshire","260","230","23380","20100"
"Leaver CS","2021","East of England","Bedford","90","80","[c]","[c]"
"Leaver CS","2021","East of England","Breckland and South Norfolk","70","60","[c]","[c]"
"Leaver CS","2021","East of England","Cambridgeshire CC","200","190","38510","31150"
"Leaver CS","2021","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex Haven Gateway","90","80","31450","28330"
"Leaver CS","2021","East of England","Essex Thames Gateway","60","50","[c]","[c]"
"Leaver CS","2021","East of England","Heart of Essex","70","70","[c]","[c]"
"Leaver CS","2021","East of England","Hertfordshire","260","230","32230","29290"
"Leaver CS","2021","East of England","Luton","120","100","[c]","[c]"
"Leaver CS","2021","East of England","North and West Norfolk","40","40","[c]","[c]"
"Leaver CS","2021","East of England","Norwich and East Norfolk","130","110","27300","21130"
"Leaver CS","2021","East of England","Peterborough","200","160","25430","21430"
"Leaver CS","2021","East of England","Southend-on-Sea","80","70","[c]","[c]"
"Leaver CS","2021","East of England","Suffolk","340","310","28430","26220"
"Leaver CS","2021","East of England","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","West Essex","40","30","[c]","[c]"
"Leaver CS","2021","London","Barking & Dagenham and Havering","30","30","[c]","[c]"
"Leaver CS","2021","London","Barnet","150","140","38340","32330"
"Leaver CS","2021","London","Bexley and Greenwich","130","120","[c]","[c]"
"Leaver CS","2021","London","Brent","30","30","[c]","[c]"
"Leaver CS","2021","London","Bromley","30","30","[c]","[c]"
"Leaver CS","2021","London","Camden and City of London","430","390","36000","26410"
"Leaver CS","2021","London","Croydon","370","330","36490","29810"
"Leaver CS","2021","London","Ealing","110","90","[c]","[c]"
"Leaver CS","2021","London","Enfield","[c]","[c]","[c]","[c]"
