"Status","Year","Function_of_post","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","Declared non-disabled","100","100","44250","41850"
"New entrant CS","2021","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","Unknown","200","190","70950","70000"
"New entrant CS","2021","Commercial","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","North West (England)","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Commercial","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South East (England)","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Commercial","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South West (England)","Declared non-disabled","70","70","34090","31430"
"New entrant CS","2021","Commercial","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","West Midlands (England)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Commercial","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Yorkshire and The Humber","Unknown","50","50","42700","36820"
"New entrant CS","2021","Communications","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East Midlands (England)","Declared non-disabled","60","60","27260","25560"
"New entrant CS","2021","Communications","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East Midlands (England)","Unknown","80","70","26040","25560"
"New entrant CS","2021","Communications","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","Declared non-disabled","150","150","37350","34550"
"New entrant CS","2021","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","Unknown","200","200","37300","32940"
"New entrant CS","2021","Communications","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North East (England)","Declared non-disabled","140","140","26440","25560"
"New entrant CS","2021","Communications","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North East (England)","Unknown","180","180","26400","25560"
"New entrant CS","2021","Communications","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","North West (England)","Declared non-disabled","60","60","27210","25560"
"New entrant CS","2021","Communications","North West (England)","Unknown","130","130","26700","25560"
"New entrant CS","2021","Communications","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Yorkshire and The Humber","Unknown","80","80","29750","25560"
"New entrant CS","2021","Counter Fraud","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","North East (England)","Declared non-disabled","90","90","20450","20140"
"New entrant CS","2021","Debt","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","North East (England)","Unknown","220","220","20330","20140"
"New entrant CS","2021","Debt","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Scotland","Declared non-disabled","100","100","20240","20140"
"New entrant CS","2021","Debt","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Scotland","Unknown","260","250","20330","20140"
"New entrant CS","2021","Debt","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","West Midlands (England)","Unknown","80","70","20140","20140"
"New entrant CS","2021","Debt","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Yorkshire and The Humber","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","East Midlands (England)","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","East of England","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","London","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","London","Declared non-disabled","260","250","47570","43890"
"New entrant CS","2021","Digital, Data & Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","London","Unknown","310","310","45110","40600"
"New entrant CS","2021","Digital, Data & Technology","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","North West (England)","Declared non-disabled","50","50","37450","35900"
"New entrant CS","2021","Digital, Data & Technology","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","North West (England)","Unknown","80","70","38160","36500"
"New entrant CS","2021","Digital, Data & Technology","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","South East (England)","Declared non-disabled","70","70","40950","35900"
"New entrant CS","2021","Digital, Data & Technology","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","South East (England)","Unknown","60","60","38000","32920"
"New entrant CS","2021","Digital, Data & Technology","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","South West (England)","Declared non-disabled","150","150","33960","32060"
"New entrant CS","2021","Digital, Data & Technology","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","South West (England)","Unknown","130","120","32990","27130"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Wales","Declared non-disabled","100","100","34820","30730"
"New entrant CS","2021","Digital, Data & Technology","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Wales","Unknown","100","100","35910","31430"
"New entrant CS","2021","Digital, Data & Technology","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","West Midlands (England)","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","West Midlands (England)","Unknown","80","70","38380","36500"
"New entrant CS","2021","Digital, Data & Technology","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Yorkshire and The Humber","Declared non-disabled","50","50","43150","45000"
"New entrant CS","2021","Digital, Data & Technology","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Yorkshire and The Humber","Unknown","50","50","37940","36740"
"New entrant CS","2021","Finance","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","Declared non-disabled","130","130","41600","34880"
"New entrant CS","2021","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","Unknown","120","120","37740","32790"
"New entrant CS","2021","Finance","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South East (England)","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Finance","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","Declared non-disabled","80","80","32200","25000"
"New entrant CS","2021","Finance","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","South West (England)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Finance","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Yorkshire and The Humber","Unknown","70","70","32830","28970"
"New entrant CS","2021","Grants Management","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Declared non-disabled","160","150","37030","32060"
"New entrant CS","2021","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Unknown","90","90","35630","28500"
"New entrant CS","2021","Human Resources","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","North West (England)","Declared non-disabled","70","70","27220","20950"
"New entrant CS","2021","Human Resources","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","North West (England)","Unknown","50","50","32390","30130"
"New entrant CS","2021","Human Resources","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scotland","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Scotland","Unknown","[c]","[c]","[c]","[c]"
