"Status","Year","Profession_of_post","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","AA/AO","Male","50","50","[c]","[c]"
"New entrant CS","2022","Economics","EO","Female","40","30","[c]","[c]"
"New entrant CS","2022","Economics","EO","Male","30","30","[c]","[c]"
"New entrant CS","2022","Economics","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","SEO/HEO","Female","70","70","34670","33120"
"New entrant CS","2022","Economics","SEO/HEO","Male","140","140","33420","32560"
"New entrant CS","2022","Finance","AA/AO","Female","80","70","21050","21250"
"New entrant CS","2022","Finance","AA/AO","Male","50","50","21040","21250"
"New entrant CS","2022","Finance","EO","Female","180","170","25210","25120"
"New entrant CS","2022","Finance","EO","Male","170","160","25100","25120"
"New entrant CS","2022","Finance","G6/G7","Female","90","80","55730","54130"
"New entrant CS","2022","Finance","G6/G7","Male","80","80","56660","54880"
"New entrant CS","2022","Finance","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Female","280","260","36590","36500"
"New entrant CS","2022","Finance","SEO/HEO","Male","260","240","36570","36500"
"New entrant CS","2022","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","AA/AO","Male","30","30","[c]","[c]"
"New entrant CS","2022","Geography","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Female","170","160","21480","21170"
"New entrant CS","2022","Human Resources","AA/AO","Male","70","70","21550","21170"
"New entrant CS","2022","Human Resources","EO","Female","240","220","25980","26250"
"New entrant CS","2022","Human Resources","EO","Male","80","70","25760","26590"
"New entrant CS","2022","Human Resources","G6/G7","Female","110","100","55560","54000"
"New entrant CS","2022","Human Resources","G6/G7","Male","50","50","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Female","290","280","34570","33080"
"New entrant CS","2022","Human Resources","SEO/HEO","Male","120","120","34610","33040"
"New entrant CS","2022","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","G6/G7","Female","50","50","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","G6/G7","Male","30","30","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","SEO/HEO","Female","80","80","47240","46360"
"New entrant CS","2022","Inspector of Education and Training","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","EO","Female","60","50","27250","26590"
"New entrant CS","2022","Intelligence Analysis","EO","Male","70","70","27410","26590"
"New entrant CS","2022","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","SEO/HEO","Female","30","30","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","SEO/HEO","Male","40","40","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","EO","Female","40","40","[c]","[c]"
"New entrant CS","2022","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","SEO/HEO","Female","60","60","33040","31800"
"New entrant CS","2022","International Trade","SEO/HEO","Male","50","50","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","AA/AO","Female","30","30","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","EO","Female","30","30","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SEO/HEO","Female","50","50","34070","33060"
"New entrant CS","2022","Knowledge and Information Management","SEO/HEO","Male","50","50","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Female","120","120","27610","27130"
"New entrant CS","2022","Legal","EO","Male","80","80","28110","26970"
"New entrant CS","2022","Legal","G6/G7","Female","250","230","53770","52080"
"New entrant CS","2022","Legal","G6/G7","Male","130","120","53630","51380"
"New entrant CS","2022","Legal","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Female","230","220","37660","38000"
"New entrant CS","2022","Legal","SEO/HEO","Male","120","110","37900","38000"
"New entrant CS","2022","Medicine","AA/AO","Female","50","40","[c]","[c]"
"New entrant CS","2022","Medicine","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","EO","Female","40","30","[c]","[c]"
"New entrant CS","2022","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","G6/G7","Female","50","40","66230","65750"
"New entrant CS","2022","Medicine","G6/G7","Male","40","30","[c]","[c]"
"New entrant CS","2022","Medicine","SCS","Female","30","20","[c]","[c]"
"New entrant CS","2022","Medicine","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SEO/HEO","Female","70","60","37250","39030"
"New entrant CS","2022","Medicine","SEO/HEO","Male","30","30","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","AA/AO","Female","9950","9550","21940","21260"
"New entrant CS","2022","Operational Delivery","AA/AO","Male","7520","7390","22410","21260"
"New entrant CS","2022","Operational Delivery","EO","Female","4400","4220","27510","27570"
"New entrant CS","2022","Operational Delivery","EO","Male","3470","3360","27730","27570"
"New entrant CS","2022","Operational Delivery","G6/G7","Female","290","270","56190","53360"
"New entrant CS","2022","Operational Delivery","G6/G7","Male","220","210","55820","53360"
"New entrant CS","2022","Operational Delivery","SCS","Female","40","30","[c]","[c]"
"New entrant CS","2022","Operational Delivery","SCS","Male","30","30","[c]","[c]"
"New entrant CS","2022","Operational Delivery","SEO/HEO","Female","1180","1140","34960","33080"
"New entrant CS","2022","Operational Delivery","SEO/HEO","Male","1030","1000","35990","33080"
"New entrant CS","2022","Operational Delivery","Unknown","Female","6370","5870","27970","24800"
"New entrant CS","2022","Operational Delivery","Unknown","Male","2340","2160","30030","28130"
"New entrant CS","2022","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","SEO/HEO","Female","40","40","[c]","[c]"
"New entrant CS","2022","Operational Research","SEO/HEO","Male","50","50","[c]","[c]"
"New entrant CS","2022","Other","AA/AO","Female","650","620","21240","21260"
"New entrant CS","2022","Other","AA/AO","Male","470","460","21140","21260"
"New entrant CS","2022","Other","EO","Female","370","360","25730","26880"
"New entrant CS","2022","Other","EO","Male","360","360","25140","26350"
"New entrant CS","2022","Other","G6/G7","Female","60","50","54720","53600"
"New entrant CS","2022","Other","G6/G7","Male","90","80","58530","54130"
"New entrant CS","2022","Other","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","SEO/HEO","Female","240","230","34430","33700"
"New entrant CS","2022","Other","SEO/HEO","Male","240","230","34630","34000"
"New entrant CS","2022","Other","Unknown","Female","40","40","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Male","120","120","20890","16190"
"New entrant CS","2022","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","AA/AO","Female","80","80","21370","21260"
"New entrant CS","2022","Policy","AA/AO","Male","50","50","[c]","[c]"
"New entrant CS","2022","Policy","EO","Female","450","440","26560","26250"
"New entrant CS","2022","Policy","EO","Male","280","270","26630","26180"
"New entrant CS","2022","Policy","G6/G7","Female","350","330","54400","53130"
"New entrant CS","2022","Policy","G6/G7","Male","290","280","54490","53360"
"New entrant CS","2022","Policy","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","SEO/HEO","Female","1330","1290","34670","33570"
"New entrant CS","2022","Policy","SEO/HEO","Male","1040","1020","34630","33570"
"New entrant CS","2022","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Female","50","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Male","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Female","130","130","26120","26350"
"New entrant CS","2022","Project Delivery","EO","Male","110","100","25070","24750"
"New entrant CS","2022","Project Delivery","G6/G7","Female","100","90","55290","54110"
"New entrant CS","2022","Project Delivery","G6/G7","Male","120","120","56460","53530"
"New entrant CS","2022","Project Delivery","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","Female","330","320","35520","35050"
"New entrant CS","2022","Project Delivery","SEO/HEO","Male","310","310","36470","36840"
"New entrant CS","2022","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Male","40","40","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Female","40","40","[c]","[c]"
"New entrant CS","2022","Property","AA/AO","Male","30","30","[c]","[c]"
"New entrant CS","2022","Property","EO","Female","120","120","25620","25000"
"New entrant CS","2022","Property","EO","Male","120","120","25990","25000"
"New entrant CS","2022","Property","G6/G7","Female","50","40","[c]","[c]"
"New entrant CS","2022","Property","G6/G7","Male","80","80","56200","54110"
"New entrant CS","2022","Property","SCS","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SCS","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO/HEO","Female","130","120","35860","34020"
"New entrant CS","2022","Property","SEO/HEO","Male","210","200","34980","33000"
"New entrant CS","2022","Psychology","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","EO","Female","60","60","25130","24620"
"New entrant CS","2022","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","SEO/HEO","Female","90","80","29210","27700"
"New entrant CS","2022","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","AA/AO","Female","120","120","21260","21170"
"New entrant CS","2022","Science and Engineering","AA/AO","Male","130","130","20300","20750"
"New entrant CS","2022","Science and Engineering","EO","Female","160","160","25910","26370"
"New entrant CS","2022","Science and Engineering","EO","Male","200","200","24260","25010"
"New entrant CS","2022","Science and Engineering","G6/G7","Female","60","50","53170","50730"
