"Status","Year","Sexual_orientation","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Heterosexual / straight","East Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","East Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","East Midlands (England)","Tax","890","860","36740","33370"
"In post","2022","Heterosexual / straight","East Midlands (England)","Unknown","230","220","36700","33080"
"In post","2022","Heterosexual / straight","East Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","East of England","Commercial","150","140","38510","34800"
"In post","2022","Heterosexual / straight","East of England","Communications","60","60","36000","33300"
"In post","2022","Heterosexual / straight","East of England","Counter Fraud","210","190","30160","29290"
"In post","2022","Heterosexual / straight","East of England","Digital, Data and Technology","440","420","37060","34700"
"In post","2022","Heterosexual / straight","East of England","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","East of England","Finance","390","370","37260","33300"
"In post","2022","Heterosexual / straight","East of England","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","East of England","Human Resources","230","210","36610","33300"
"In post","2022","Heterosexual / straight","East of England","Inspector of Education and Training","80","80","64180","64500"
"In post","2022","Heterosexual / straight","East of England","Intelligence Analysis","310","310","32440","33000"
"In post","2022","Heterosexual / straight","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","East of England","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","East of England","Knowledge and Information Management","60","60","29950","26670"
"In post","2022","Heterosexual / straight","East of England","Legal","440","400","42310","39620"
"In post","2022","Heterosexual / straight","East of England","Medicine","130","110","57240","41460"
"In post","2022","Heterosexual / straight","East of England","Operational Delivery","10130","9350","28880","27570"
"In post","2022","Heterosexual / straight","East of England","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","East of England","Other","1140","1090","25750","22380"
"In post","2022","Heterosexual / straight","East of England","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","East of England","Policy","190","180","43840","40520"
"In post","2022","Heterosexual / straight","East of England","Project Delivery","340","330","41880","40000"
"In post","2022","Heterosexual / straight","East of England","Property","400","380","35170","33300"
"In post","2022","Heterosexual / straight","East of England","Psychology","150","140","35670","30450"
"In post","2022","Heterosexual / straight","East of England","Science and Engineering","500","470","36940","33240"
"In post","2022","Heterosexual / straight","East of England","Security","460","450","34080","33000"
"In post","2022","Heterosexual / straight","East of England","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","East of England","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","East of England","Tax","100","90","36950","33370"
"In post","2022","Heterosexual / straight","East of England","Unknown","80","80","40190","33300"
"In post","2022","Heterosexual / straight","East of England","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","London","Commercial","710","690","47210","42470"
"In post","2022","Heterosexual / straight","London","Communications","1350","1310","47540","43800"
"In post","2022","Heterosexual / straight","London","Corporate Finance","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","London","Counter Fraud","780","730","34430","31060"
"In post","2022","Heterosexual / straight","London","Digital, Data and Technology","2570","2520","49630","45020"
"In post","2022","Heterosexual / straight","London","Economics","1120","1100","50040","51970"
"In post","2022","Heterosexual / straight","London","Finance","2050","2000","49150","44500"
"In post","2022","Heterosexual / straight","London","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","London","Human Resources","2050","1980","47090","42150"
"In post","2022","Heterosexual / straight","London","Inspector of Education and Training","70","70","63590","51360"
"In post","2022","Heterosexual / straight","London","Intelligence Analysis","880","840","38850","35700"
"In post","2022","Heterosexual / straight","London","Internal Audit","160","150","52820","50500"
"In post","2022","Heterosexual / straight","London","International Trade","720","710","48330","51710"
"In post","2022","Heterosexual / straight","London","Knowledge and Information Management","490","480","41910","37640"
"In post","2022","Heterosexual / straight","London","Legal","3080","2900","55470","53050"
"In post","2022","Heterosexual / straight","London","Medicine","210","190","69920","67000"
"In post","2022","Heterosexual / straight","London","Operational Delivery","22590","21400","34780","31060"
"In post","2022","Heterosexual / straight","London","Operational Research","240","230","51940","53360"
"In post","2022","Heterosexual / straight","London","Other","3010","2910","40120","31060"
"In post","2022","Heterosexual / straight","London","Planning","70","70","48290","42980"
"In post","2022","Heterosexual / straight","London","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","London","Policy","14550","14160","50190","52290"
"In post","2022","Heterosexual / straight","London","Project Delivery","2520","2450","50860","45200"
"In post","2022","Heterosexual / straight","London","Property","810","780","46440","41750"
"In post","2022","Heterosexual / straight","London","Psychology","70","60","40670","33120"
"In post","2022","Heterosexual / straight","London","Science and Engineering","750","720","45400","40860"
"In post","2022","Heterosexual / straight","London","Security","1000","980","38910","36420"
"In post","2022","Heterosexual / straight","London","Social Research","360","350","47950","43560"
"In post","2022","Heterosexual / straight","London","Statistics","720","700","48480","43950"
"In post","2022","Heterosexual / straight","London","Tax","1510","1440","45910","40910"
"In post","2022","Heterosexual / straight","London","Unknown","4230","4160","51720","54110"
"In post","2022","Heterosexual / straight","London","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","North East (England)","Commercial","150","140","39180","36500"
"In post","2022","Heterosexual / straight","North East (England)","Communications","80","70","36260","33370"
"In post","2022","Heterosexual / straight","North East (England)","Counter Fraud","400","370","27580","27570"
"In post","2022","Heterosexual / straight","North East (England)","Digital, Data and Technology","1460","1400","42230","38700"
"In post","2022","Heterosexual / straight","North East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","North East (England)","Finance","450","430","40160","36460"
"In post","2022","Heterosexual / straight","North East (England)","Human Resources","240","220","37540","33920"
"In post","2022","Heterosexual / straight","North East (England)","Inspector of Education and Training","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","North East (England)","Intelligence Analysis","50","50","33630","32040"
"In post","2022","Heterosexual / straight","North East (England)","Internal Audit","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","North East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","North East (England)","Legal","330","310","42430","40830"
"In post","2022","Heterosexual / straight","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","North East (England)","Operational Delivery","14040","12530","26700","25120"
"In post","2022","Heterosexual / straight","North East (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","North East (England)","Other","810","730","25200","21260"
"In post","2022","Heterosexual / straight","North East (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","North East (England)","Planning Inspectors","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","North East (England)","Policy","480","460","40650","36610"
"In post","2022","Heterosexual / straight","North East (England)","Project Delivery","730","690","43210","40520"
"In post","2022","Heterosexual / straight","North East (England)","Property","310","290","36850","33300"
"In post","2022","Heterosexual / straight","North East (England)","Psychology","70","70","38850","38150"
"In post","2022","Heterosexual / straight","North East (England)","Science and Engineering","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","North East (England)","Security","130","120","35430","31990"
"In post","2022","Heterosexual / straight","North East (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","North East (England)","Statistics","80","80","44460","40610"
"In post","2022","Heterosexual / straight","North East (England)","Tax","1350","1290","33050","33080"
"In post","2022","Heterosexual / straight","North East (England)","Unknown","700","660","30050","26590"
"In post","2022","Heterosexual / straight","North East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","North West (England)","Commercial","450","430","38130","36500"
"In post","2022","Heterosexual / straight","North West (England)","Communications","170","160","37820","36850"
"In post","2022","Heterosexual / straight","North West (England)","Counter Fraud","460","420","29400","27570"
"In post","2022","Heterosexual / straight","North West (England)","Digital, Data and Technology","2010","1960","41860","37450"
"In post","2022","Heterosexual / straight","North West (England)","Economics","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","North West (England)","Finance","920","870","37570","35310"
"In post","2022","Heterosexual / straight","North West (England)","Human Resources","1010","950","35670","32570"
"In post","2022","Heterosexual / straight","North West (England)","Inspector of Education and Training","110","110","64200","64500"
"In post","2022","Heterosexual / straight","North West (England)","Intelligence Analysis","270","260","28580","26660"
"In post","2022","Heterosexual / straight","North West (England)","Internal Audit","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","North West (England)","International Trade","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","North West (England)","Knowledge and Information Management","150","150","31710","28430"
"In post","2022","Heterosexual / straight","North West (England)","Legal","830","770","44610","46590"
"In post","2022","Heterosexual / straight","North West (England)","Medicine","60","60","71360","74070"
"In post","2022","Heterosexual / straight","North West (England)","Operational Delivery","27800","25530","27590","26310"
"In post","2022","Heterosexual / straight","North West (England)","Operational Research","70","60","44960","40520"
"In post","2022","Heterosexual / straight","North West (England)","Other","1630","1520","27180","27370"
"In post","2022","Heterosexual / straight","North West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","North West (England)","Planning Inspectors","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","North West (England)","Policy","1060","1030","41510","36780"
"In post","2022","Heterosexual / straight","North West (England)","Project Delivery","1250","1190","41410","39850"
"In post","2022","Heterosexual / straight","North West (England)","Property","460","440","38960","34000"
"In post","2022","Heterosexual / straight","North West (England)","Psychology","130","130","36180","31180"
"In post","2022","Heterosexual / straight","North West (England)","Science and Engineering","340","310","36100","33000"
"In post","2022","Heterosexual / straight","North West (England)","Security","320","310","32350","30980"
"In post","2022","Heterosexual / straight","North West (England)","Social Research","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","North West (England)","Statistics","110","110","41130","34910"
"In post","2022","Heterosexual / straight","North West (England)","Tax","2190","2080","34960","33370"
"In post","2022","Heterosexual / straight","North West (England)","Unknown","950","920","35250","33080"
"In post","2022","Heterosexual / straight","North West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Finance","50","50","36680","34050"
"In post","2022","Heterosexual / straight","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Legal","110","110","31610","28920"
"In post","2022","Heterosexual / straight","Northern Ireland","Medicine","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Operational Delivery","1110","1030","28880","26590"
"In post","2022","Heterosexual / straight","Northern Ireland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Other","290","280","24840","22130"
"In post","2022","Heterosexual / straight","Northern Ireland","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Policy","80","80","41740","37910"
"In post","2022","Heterosexual / straight","Northern Ireland","Project Delivery","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Property","70","70","29580","28070"
"In post","2022","Heterosexual / straight","Northern Ireland","Science and Engineering","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Security","320","320","21640","20560"
"In post","2022","Heterosexual / straight","Northern Ireland","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Northern Ireland","Tax","540","520","35830","33370"
"In post","2022","Heterosexual / straight","Northern Ireland","Unknown","90","90","29010","26590"
"In post","2022","Heterosexual / straight","Northern Ireland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Commercial","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Finance","60","60","38060","33300"
"In post","2022","Heterosexual / straight","Overseas","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Intelligence Analysis","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","International Trade","90","90","56260","54470"
"In post","2022","Heterosexual / straight","Overseas","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Medicine","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Operational Delivery","210","200","47900","49370"
"In post","2022","Heterosexual / straight","Overseas","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Other","290","290","51220","54600"
"In post","2022","Heterosexual / straight","Overseas","Policy","1210","1200","52360","53000"
"In post","2022","Heterosexual / straight","Overseas","Project Delivery","90","90","49750","51040"
"In post","2022","Heterosexual / straight","Overseas","Property","130","130","38670","36460"
"In post","2022","Heterosexual / straight","Overseas","Science and Engineering","110","110","42030","39820"
"In post","2022","Heterosexual / straight","Overseas","Security","70","70","35850","34220"
"In post","2022","Heterosexual / straight","Overseas","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scotland","Commercial","190","180","36950","34500"
"In post","2022","Heterosexual / straight","Scotland","Communications","50","50","38590","37710"
"In post","2022","Heterosexual / straight","Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scotland","Counter Fraud","550","500","26060","27570"
"In post","2022","Heterosexual / straight","Scotland","Digital, Data and Technology","450","440","38780","36050"
"In post","2022","Heterosexual / straight","Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scotland","Finance","300","290","34810","33190"
"In post","2022","Heterosexual / straight","Scotland","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scotland","Human Resources","610","580","30350","26670"
"In post","2022","Heterosexual / straight","Scotland","Intelligence Analysis","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Scotland","Internal Audit","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Scotland","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scotland","Knowledge and Information Management","50","50","31970","29200"
"In post","2022","Heterosexual / straight","Scotland","Legal","780","740","49530","44430"
"In post","2022","Heterosexual / straight","Scotland","Medicine","80","70","45250","39030"
"In post","2022","Heterosexual / straight","Scotland","Operational Delivery","12570","11400","28390","27230"
"In post","2022","Heterosexual / straight","Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scotland","Other","1840","1740","28250","26350"
"In post","2022","Heterosexual / straight","Scotland","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scotland","Policy","280","270","43380","41540"
"In post","2022","Heterosexual / straight","Scotland","Project Delivery","460","450","42950","40180"
"In post","2022","Heterosexual / straight","Scotland","Property","230","220","33360","33300"
"In post","2022","Heterosexual / straight","Scotland","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scotland","Science and Engineering","360","350","36730","33300"
"In post","2022","Heterosexual / straight","Scotland","Security","1000","960","30380","26670"
"In post","2022","Heterosexual / straight","Scotland","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Scotland","Statistics","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Scotland","Tax","1340","1260","34660","33370"
"In post","2022","Heterosexual / straight","Scotland","Unknown","9460","9100","41570","36130"
"In post","2022","Heterosexual / straight","Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South East (England)","Commercial","360","350","37960","35600"
"In post","2022","Heterosexual / straight","South East (England)","Communications","210","200","34470","33000"
"In post","2022","Heterosexual / straight","South East (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South East (England)","Counter Fraud","430","390","28410","27570"
"In post","2022","Heterosexual / straight","South East (England)","Digital, Data and Technology","760","740","38830","35000"
"In post","2022","Heterosexual / straight","South East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South East (England)","Finance","1110","1070","37380","33300"
"In post","2022","Heterosexual / straight","South East (England)","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South East (England)","Human Resources","460","430","36490","32310"
"In post","2022","Heterosexual / straight","South East (England)","Inspector of Education and Training","100","90","64410","64500"
"In post","2022","Heterosexual / straight","South East (England)","Intelligence Analysis","330","310","28280","27370"
"In post","2022","Heterosexual / straight","South East (England)","Internal Audit","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South East (England)","Knowledge and Information Management","190","180","32580","31030"
"In post","2022","Heterosexual / straight","South East (England)","Legal","520","470","46780","50430"
"In post","2022","Heterosexual / straight","South East (England)","Medicine","300","260","52380","39630"
"In post","2022","Heterosexual / straight","South East (England)","Operational Delivery","16230","14820","29040","27570"
"In post","2022","Heterosexual / straight","South East (England)","Operational Research","110","100","43410","47010"
"In post","2022","Heterosexual / straight","South East (England)","Other","2420","2320","27600","26350"
"In post","2022","Heterosexual / straight","South East (England)","Planning Inspectors","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","South East (England)","Policy","400","390","39880","36940"
"In post","2022","Heterosexual / straight","South East (England)","Project Delivery","1020","970","39880","39140"
"In post","2022","Heterosexual / straight","South East (England)","Property","700","680","37350","33300"
"In post","2022","Heterosexual / straight","South East (England)","Psychology","150","140","36070","30790"
"In post","2022","Heterosexual / straight","South East (England)","Science and Engineering","1000","960","36620","33300"
"In post","2022","Heterosexual / straight","South East (England)","Security","1310","1290","31380","28170"
"In post","2022","Heterosexual / straight","South East (England)","Social Research","180","170","40170","38340"
"In post","2022","Heterosexual / straight","South East (England)","Statistics","150","140","41170","38340"
"In post","2022","Heterosexual / straight","South East (England)","Tax","330","290","36050","33430"
"In post","2022","Heterosexual / straight","South East (England)","Unknown","290","280","42940","33300"
"In post","2022","Heterosexual / straight","South East (England)","Veterinarian","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","South West (England)","Commercial","1420","1360","39990","37610"
"In post","2022","Heterosexual / straight","South West (England)","Communications","230","210","36530","35340"
"In post","2022","Heterosexual / straight","South West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South West (England)","Counter Fraud","240","210","28090","27570"
"In post","2022","Heterosexual / straight","South West (England)","Digital, Data and Technology","1870","1810","38770","36740"
"In post","2022","Heterosexual / straight","South West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South West (England)","Finance","1440","1380","38860","33300"
"In post","2022","Heterosexual / straight","South West (England)","Geography","280","270","31860","33290"
"In post","2022","Heterosexual / straight","South West (England)","Human Resources","780","730","37430","33300"
"In post","2022","Heterosexual / straight","South West (England)","Inspector of Education and Training","90","80","67250","70500"
"In post","2022","Heterosexual / straight","South West (England)","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","South West (England)","Internal Audit","90","80","43110","42130"
"In post","2022","Heterosexual / straight","South West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South West (England)","Knowledge and Information Management","260","250","33950","31980"
"In post","2022","Heterosexual / straight","South West (England)","Legal","370","350","44640","45150"
"In post","2022","Heterosexual / straight","South West (England)","Medicine","250","210","48080","39030"
"In post","2022","Heterosexual / straight","South West (England)","Operational Delivery","10450","9520","28940","27570"
"In post","2022","Heterosexual / straight","South West (England)","Operational Research","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","South West (England)","Other","4130","3930","30920","27270"
"In post","2022","Heterosexual / straight","South West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South West (England)","Planning Inspectors","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","South West (England)","Policy","780","750","41210","36740"
"In post","2022","Heterosexual / straight","South West (England)","Project Delivery","3290","3180","41670","40000"
"In post","2022","Heterosexual / straight","South West (England)","Property","620","600","36790","33300"
"In post","2022","Heterosexual / straight","South West (England)","Psychology","90","80","37040","31180"
"In post","2022","Heterosexual / straight","South West (England)","Science and Engineering","3910","3800","39140","38200"
"In post","2022","Heterosexual / straight","South West (England)","Security","890","870","28360","25000"
"In post","2022","Heterosexual / straight","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South West (England)","Statistics","140","130","40760","38070"
"In post","2022","Heterosexual / straight","South West (England)","Tax","370","350","43160","40180"
"In post","2022","Heterosexual / straight","South West (England)","Unknown","200","190","40330","33370"
"In post","2022","Heterosexual / straight","South West (England)","Veterinarian","70","70","41330","37910"
"In post","2022","Heterosexual / straight","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Operational Delivery","360","340","29810","27570"
"In post","2022","Heterosexual / straight","Unknown","Other","110","100","28570","26350"
"In post","2022","Heterosexual / straight","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Security","60","50","28870","27370"
"In post","2022","Heterosexual / straight","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Unknown","160","160","42040","37300"
"In post","2022","Heterosexual / straight","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Wales","Commercial","260","250","35740","31930"
"In post","2022","Heterosexual / straight","Wales","Communications","270","260","37520","34740"
"In post","2022","Heterosexual / straight","Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Wales","Counter Fraud","390","360","26840","27570"
"In post","2022","Heterosexual / straight","Wales","Digital, Data and Technology","1470","1440","40780","38250"
"In post","2022","Heterosexual / straight","Wales","Economics","120","120","37830","30710"
"In post","2022","Heterosexual / straight","Wales","Finance","600","560","38730","33540"
"In post","2022","Heterosexual / straight","Wales","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Wales","Human Resources","710","660","35830","31990"
"In post","2022","Heterosexual / straight","Wales","Inspector of Education and Training","60","60","73460","75480"
"In post","2022","Heterosexual / straight","Wales","Intelligence Analysis","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Wales","Internal Audit","50","50","46340","42300"
"In post","2022","Heterosexual / straight","Wales","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Wales","Knowledge and Information Management","130","120","35710","33280"
"In post","2022","Heterosexual / straight","Wales","Legal","510","470","47300","48080"
"In post","2022","Heterosexual / straight","Wales","Medicine","220","210","49640","45840"
"In post","2022","Heterosexual / straight","Wales","Operational Delivery","14430","13220","27750","25700"
"In post","2022","Heterosexual / straight","Wales","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Wales","Other","1280","1200","33800","27570"
"In post","2022","Heterosexual / straight","Wales","Planning","60","50","43440","38160"
"In post","2022","Heterosexual / straight","Wales","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Wales","Policy","1650","1570","42190","38160"
"In post","2022","Heterosexual / straight","Wales","Project Delivery","490","460","42360","38160"
"In post","2022","Heterosexual / straight","Wales","Property","330","320","36770","33300"
"In post","2022","Heterosexual / straight","Wales","Psychology","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Wales","Science and Engineering","390","370","42020","41440"
"In post","2022","Heterosexual / straight","Wales","Security","220","220","26690","24720"
"In post","2022","Heterosexual / straight","Wales","Social Research","300","290","39540","38340"
"In post","2022","Heterosexual / straight","Wales","Statistics","290","280","42140","38340"
"In post","2022","Heterosexual / straight","Wales","Tax","1010","960","33850","33080"
"In post","2022","Heterosexual / straight","Wales","Unknown","290","280","33520","27270"
"In post","2022","Heterosexual / straight","Wales","Veterinarian","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands (England)","Commercial","190","190","38530","36500"
"In post","2022","Heterosexual / straight","West Midlands (England)","Communications","120","120","38750","36480"
"In post","2022","Heterosexual / straight","West Midlands (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands (England)","Counter Fraud","360","320","28740","27570"
"In post","2022","Heterosexual / straight","West Midlands (England)","Digital, Data and Technology","810","790","40030","36340"
"In post","2022","Heterosexual / straight","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands (England)","Finance","600","580","39330","36500"
"In post","2022","Heterosexual / straight","West Midlands (England)","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands (England)","Human Resources","320","300","38910","36460"
"In post","2022","Heterosexual / straight","West Midlands (England)","Inspector of Education and Training","80","80","66690","70500"
"In post","2022","Heterosexual / straight","West Midlands (England)","Intelligence Analysis","70","60","31040","27380"
"In post","2022","Heterosexual / straight","West Midlands (England)","Internal Audit","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
