"Status","Year","Sexual_orientation","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","East of England","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East of England","Knowledge and Information Management","110","110","36200","33300"
"In post","2021","Heterosexual / straight","East of England","Legal","430","400","40040","36240"
"In post","2021","Heterosexual / straight","East of England","Medicine","130","110","55340","37890"
"In post","2021","Heterosexual / straight","East of England","Operational Delivery","7210","6690","28390","26780"
"In post","2021","Heterosexual / straight","East of England","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East of England","Other","900","850","24750","21130"
"In post","2021","Heterosexual / straight","East of England","Policy","130","130","43630","40580"
"In post","2021","Heterosexual / straight","East of England","Project Delivery","440","430","39440","37640"
"In post","2021","Heterosexual / straight","East of England","Property","370","350","33580","33300"
"In post","2021","Heterosexual / straight","East of England","Psychology","140","130","35060","31180"
"In post","2021","Heterosexual / straight","East of England","Science and Engineering","470","450","36630","32960"
"In post","2021","Heterosexual / straight","East of England","Security","400","390","33300","28890"
"In post","2021","Heterosexual / straight","East of England","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East of England","Tax","150","130","34770","31810"
"In post","2021","Heterosexual / straight","East of England","Unknown","3290","3000","28860","27570"
"In post","2021","Heterosexual / straight","East of England","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","London","Commercial","580","570","47980","43800"
"In post","2021","Heterosexual / straight","London","Communications","1280","1250","46870","42840"
"In post","2021","Heterosexual / straight","London","Corporate Finance","60","60","56210","54380"
"In post","2021","Heterosexual / straight","London","Counter Fraud","260","250","43380","40000"
"In post","2021","Heterosexual / straight","London","Digital, Data and Technology","2080","2040","49820","45530"
"In post","2021","Heterosexual / straight","London","Economics","1150","1130","48300","45750"
"In post","2021","Heterosexual / straight","London","Finance","1810","1760","49750","45220"
"In post","2021","Heterosexual / straight","London","Human Resources","1830","1760","47550","42470"
"In post","2021","Heterosexual / straight","London","Inspector of Education and Training","180","180","65320","64500"
"In post","2021","Heterosexual / straight","London","Intelligence Analysis","970","930","39250","36140"
"In post","2021","Heterosexual / straight","London","Internal Audit","160","150","53880","52250"
"In post","2021","Heterosexual / straight","London","International Trade","590","580","48540","51710"
"In post","2021","Heterosexual / straight","London","Knowledge and Information Management","470","450","42400","37840"
"In post","2021","Heterosexual / straight","London","Legal","2910","2740","54730","52040"
"In post","2021","Heterosexual / straight","London","Medicine","210","190","76860","77020"
"In post","2021","Heterosexual / straight","London","Operational Delivery","17740","16780","34790","30780"
"In post","2021","Heterosexual / straight","London","Operational Research","260","250","49900","47880"
"In post","2021","Heterosexual / straight","London","Other","2700","2590","39760","32960"
"In post","2021","Heterosexual / straight","London","Planning","80","80","47890","42980"
"In post","2021","Heterosexual / straight","London","Policy","13040","12700","49670","51730"
"In post","2021","Heterosexual / straight","London","Project Delivery","2620","2560","50570","45070"
"In post","2021","Heterosexual / straight","London","Property","690","660","45690","40600"
"In post","2021","Heterosexual / straight","London","Psychology","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","London","Science and Engineering","930","870","45340","40850"
"In post","2021","Heterosexual / straight","London","Security","860","840","38110","35070"
"In post","2021","Heterosexual / straight","London","Social Research","350","330","47760","43560"
"In post","2021","Heterosexual / straight","London","Statistics","650","630","47780","43170"
"In post","2021","Heterosexual / straight","London","Tax","1330","1260","44600","39800"
"In post","2021","Heterosexual / straight","London","Unknown","10460","10060","40810","31880"
"In post","2021","Heterosexual / straight","London","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North East (England)","Commercial","100","90","43210","39640"
"In post","2021","Heterosexual / straight","North East (England)","Communications","90","90","33820","31100"
"In post","2021","Heterosexual / straight","North East (England)","Counter Fraud","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","North East (England)","Digital, Data and Technology","460","440","39740","38630"
"In post","2021","Heterosexual / straight","North East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North East (England)","Finance","280","270","38860","36960"
"In post","2021","Heterosexual / straight","North East (England)","Human Resources","100","90","36150","32460"
"In post","2021","Heterosexual / straight","North East (England)","Intelligence Analysis","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","North East (England)","Internal Audit","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","North East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North East (England)","Legal","300","280","41700","40590"
"In post","2021","Heterosexual / straight","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North East (England)","Operational Delivery","8560","7590","26270","23970"
"In post","2021","Heterosexual / straight","North East (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North East (England)","Other","170","160","27300","21580"
"In post","2021","Heterosexual / straight","North East (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North East (England)","Policy","270","260","39790","36960"
"In post","2021","Heterosexual / straight","North East (England)","Project Delivery","600","580","41070","38630"
"In post","2021","Heterosexual / straight","North East (England)","Property","200","190","35630","32110"
"In post","2021","Heterosexual / straight","North East (England)","Psychology","70","70","37380","38150"
"In post","2021","Heterosexual / straight","North East (England)","Science and Engineering","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","North East (England)","Security","60","60","32470","30080"
"In post","2021","Heterosexual / straight","North East (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North East (England)","Tax","1120","1060","31240","28130"
"In post","2021","Heterosexual / straight","North East (England)","Unknown","7020","6290","27400","27570"
"In post","2021","Heterosexual / straight","North East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North West (England)","Commercial","380","360","39810","36500"
"In post","2021","Heterosexual / straight","North West (England)","Communications","140","140","36970","35570"
"In post","2021","Heterosexual / straight","North West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North West (England)","Counter Fraud","70","60","35470","35070"
"In post","2021","Heterosexual / straight","North West (England)","Digital, Data and Technology","720","700","39520","36780"
"In post","2021","Heterosexual / straight","North West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North West (England)","Finance","490","470","39060","36630"
"In post","2021","Heterosexual / straight","North West (England)","Human Resources","780","730","34200","30820"
"In post","2021","Heterosexual / straight","North West (England)","Inspector of Education and Training","90","90","65540","73000"
"In post","2021","Heterosexual / straight","North West (England)","Intelligence Analysis","280","260","28080","26160"
"In post","2021","Heterosexual / straight","North West (England)","Internal Audit","60","50","43120","41350"
"In post","2021","Heterosexual / straight","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North West (England)","Knowledge and Information Management","90","90","33510","33000"
"In post","2021","Heterosexual / straight","North West (England)","Legal","770","720","43530","43460"
"In post","2021","Heterosexual / straight","North West (England)","Medicine","50","40","72550","74070"
"In post","2021","Heterosexual / straight","North West (England)","Operational Delivery","17710","16340","27730","25100"
"In post","2021","Heterosexual / straight","North West (England)","Operational Research","70","60","42880","38630"
"In post","2021","Heterosexual / straight","North West (England)","Other","650","610","27600","22960"
"In post","2021","Heterosexual / straight","North West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North West (England)","Policy","710","680","41160","37240"
"In post","2021","Heterosexual / straight","North West (England)","Project Delivery","1010","970","40480","38630"
"In post","2021","Heterosexual / straight","North West (England)","Property","370","350","37070","32270"
"In post","2021","Heterosexual / straight","North West (England)","Psychology","120","110","35800","30450"
"In post","2021","Heterosexual / straight","North West (England)","Science and Engineering","360","340","36040","33240"
"In post","2021","Heterosexual / straight","North West (England)","Security","220","210","28700","25040"
"In post","2021","Heterosexual / straight","North West (England)","Social Research","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","North West (England)","Statistics","80","70","40870","38630"
"In post","2021","Heterosexual / straight","North West (England)","Tax","1730","1630","34380","31810"
"In post","2021","Heterosexual / straight","North West (England)","Unknown","11950","10890","27560","27570"
"In post","2021","Heterosexual / straight","North West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Legal","110","100","29200","27780"
"In post","2021","Heterosexual / straight","Northern Ireland","Medicine","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Operational Delivery","1100","1010","27290","25560"
"In post","2021","Heterosexual / straight","Northern Ireland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Other","280","270","23530","21830"
"In post","2021","Heterosexual / straight","Northern Ireland","Policy","50","50","41860","37910"
"In post","2021","Heterosexual / straight","Northern Ireland","Project Delivery","60","60","37060","34050"
"In post","2021","Heterosexual / straight","Northern Ireland","Property","90","90","28780","27680"
"In post","2021","Heterosexual / straight","Northern Ireland","Science and Engineering","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Security","320","310","21240","20310"
"In post","2021","Heterosexual / straight","Northern Ireland","Tax","390","370","35890","31810"
"In post","2021","Heterosexual / straight","Northern Ireland","Unknown","70","70","28920","25560"
"In post","2021","Heterosexual / straight","Northern Ireland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Commercial","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Finance","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Intelligence Analysis","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","International Trade","90","90","57150","55650"
"In post","2021","Heterosexual / straight","Overseas","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Medicine","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Operational Delivery","200","200","49850","54760"
"In post","2021","Heterosexual / straight","Overseas","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Other","130","130","54230","60720"
"In post","2021","Heterosexual / straight","Overseas","Policy","1220","1220","52720","53770"
"In post","2021","Heterosexual / straight","Overseas","Project Delivery","120","120","45910","42210"
"In post","2021","Heterosexual / straight","Overseas","Property","140","140","38160","36100"
"In post","2021","Heterosexual / straight","Overseas","Science and Engineering","80","80","44670","41940"
"In post","2021","Heterosexual / straight","Overseas","Security","60","60","37050","34260"
"In post","2021","Heterosexual / straight","Overseas","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Unknown","230","220","41480","33300"
"In post","2021","Heterosexual / straight","Scotland","Commercial","170","160","38100","34850"
"In post","2021","Heterosexual / straight","Scotland","Communications","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland","Counter Fraud","70","60","27310","25310"
"In post","2021","Heterosexual / straight","Scotland","Digital, Data and Technology","320","310","39580","36740"
"In post","2021","Heterosexual / straight","Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland","Finance","420","350","28200","22570"
"In post","2021","Heterosexual / straight","Scotland","Human Resources","570","540","29460","25870"
"In post","2021","Heterosexual / straight","Scotland","Intelligence Analysis","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland","Internal Audit","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland","Legal","650","620","48910","52490"
"In post","2021","Heterosexual / straight","Scotland","Medicine","70","60","45630","37890"
"In post","2021","Heterosexual / straight","Scotland","Operational Delivery","6980","6410","28720","25560"
"In post","2021","Heterosexual / straight","Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland","Other","1190","1140","28160","23450"
"In post","2021","Heterosexual / straight","Scotland","Policy","290","270","43640","40000"
"In post","2021","Heterosexual / straight","Scotland","Project Delivery","500","480","39690","37810"
"In post","2021","Heterosexual / straight","Scotland","Property","240","230","31810","33300"
"In post","2021","Heterosexual / straight","Scotland","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland","Science and Engineering","310","300","35770","33000"
"In post","2021","Heterosexual / straight","Scotland","Security","1000","960","30170","26670"
"In post","2021","Heterosexual / straight","Scotland","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland","Statistics","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland","Tax","1100","1020","33790","31810"
"In post","2021","Heterosexual / straight","Scotland","Unknown","13640","12670","34580","27570"
"In post","2021","Heterosexual / straight","Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South East (England)","Commercial","380","360","38260","36390"
"In post","2021","Heterosexual / straight","South East (England)","Communications","210","200","33500","32200"
"In post","2021","Heterosexual / straight","South East (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South East (England)","Digital, Data and Technology","570","550","38850","35900"
"In post","2021","Heterosexual / straight","South East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South East (England)","Finance","700","660","37110","33300"
"In post","2021","Heterosexual / straight","South East (England)","Human Resources","400","380","36300","31580"
"In post","2021","Heterosexual / straight","South East (England)","Intelligence Analysis","310","290","28700","27370"
"In post","2021","Heterosexual / straight","South East (England)","Internal Audit","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","South East (England)","International Trade","60","50","43940","38540"
"In post","2021","Heterosexual / straight","South East (England)","Knowledge and Information Management","190","180","32270","30230"
"In post","2021","Heterosexual / straight","South East (England)","Legal","510","470","45600","46210"
"In post","2021","Heterosexual / straight","South East (England)","Medicine","290","260","49550","38490"
"In post","2021","Heterosexual / straight","South East (England)","Operational Delivery","12170","11110","28830","27150"
"In post","2021","Heterosexual / straight","South East (England)","Operational Research","360","340","42060","46080"
"In post","2021","Heterosexual / straight","South East (England)","Other","2190","2120","27620","22080"
"In post","2021","Heterosexual / straight","South East (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South East (England)","Policy","330","320","39480","36030"
"In post","2021","Heterosexual / straight","South East (England)","Project Delivery","1330","1300","39100","36620"
"In post","2021","Heterosexual / straight","South East (England)","Property","740","720","35330","33300"
"In post","2021","Heterosexual / straight","South East (England)","Psychology","170","160","36100","31180"
"In post","2021","Heterosexual / straight","South East (England)","Science and Engineering","1310","1250","37310","35480"
"In post","2021","Heterosexual / straight","South East (England)","Security","1250","1230","31190","27680"
"In post","2021","Heterosexual / straight","South East (England)","Social Research","160","150","38620","37020"
"In post","2021","Heterosexual / straight","South East (England)","Statistics","130","120","40220","37020"
"In post","2021","Heterosexual / straight","South East (England)","Tax","320","290","34810","31870"
"In post","2021","Heterosexual / straight","South East (England)","Unknown","4750","4330","28010","27570"
"In post","2021","Heterosexual / straight","South East (England)","Veterinarian","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","South West (England)","Commercial","1180","1130","39150","36050"
"In post","2021","Heterosexual / straight","South West (England)","Communications","210","200","35300","33740"
"In post","2021","Heterosexual / straight","South West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South West (England)","Digital, Data and Technology","1200","1160","40440","38450"
"In post","2021","Heterosexual / straight","South West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South West (England)","Finance","1010","970","39470","35070"
"In post","2021","Heterosexual / straight","South West (England)","Human Resources","680","620","36150","32990"
"In post","2021","Heterosexual / straight","South West (England)","Inspector of Education and Training","60","60","66930","75500"
"In post","2021","Heterosexual / straight","South West (England)","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","South West (England)","Internal Audit","70","70","43870","42200"
"In post","2021","Heterosexual / straight","South West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South West (England)","Knowledge and Information Management","380","370","35670","33300"
"In post","2021","Heterosexual / straight","South West (England)","Legal","310","290","43310","43160"
"In post","2021","Heterosexual / straight","South West (England)","Medicine","280","240","47510","37890"
"In post","2021","Heterosexual / straight","South West (England)","Operational Delivery","7050","6530","29380","26780"
"In post","2021","Heterosexual / straight","South West (England)","Operational Research","80","80","42720","44430"
"In post","2021","Heterosexual / straight","South West (England)","Other","3580","3420","30390","26670"
"In post","2021","Heterosexual / straight","South West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South West (England)","Planning Inspectors","250","220","57650","58810"
"In post","2021","Heterosexual / straight","South West (England)","Policy","530","500","40900","36740"
"In post","2021","Heterosexual / straight","South West (England)","Project Delivery","3600","3490","40340","39590"
"In post","2021","Heterosexual / straight","South West (England)","Property","630","610","35350","33300"
"In post","2021","Heterosexual / straight","South West (England)","Psychology","80","80","38010","31180"
"In post","2021","Heterosexual / straight","South West (England)","Science and Engineering","4010","3900","38070","37320"
"In post","2021","Heterosexual / straight","South West (England)","Security","810","790","27340","20920"
"In post","2021","Heterosexual / straight","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South West (England)","Statistics","140","130","40150","37320"
"In post","2021","Heterosexual / straight","South West (England)","Tax","360","340","40450","35000"
"In post","2021","Heterosexual / straight","South West (England)","Unknown","4330","3860","28070","27570"
"In post","2021","Heterosexual / straight","South West (England)","Veterinarian","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Operational Delivery","90","90","40490","43240"
"In post","2021","Heterosexual / straight","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Science and Engineering","60","60","27480","27370"
"In post","2021","Heterosexual / straight","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Unknown","750","710","32410","27570"
"In post","2021","Heterosexual / straight","Wales","Commercial","230","220","35860","32090"
"In post","2021","Heterosexual / straight","Wales","Communications","260","250","36630","34330"
"In post","2021","Heterosexual / straight","Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Wales","Digital, Data and Technology","1260","1230","40400","37410"
"In post","2021","Heterosexual / straight","Wales","Economics","110","100","42930","38130"
"In post","2021","Heterosexual / straight","Wales","Finance","550","510","38030","34490"
"In post","2021","Heterosexual / straight","Wales","Human Resources","640","600","35060","31270"
"In post","2021","Heterosexual / straight","Wales","Inspector of Education and Training","60","50","74440","74730"
"In post","2021","Heterosexual / straight","Wales","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Wales","Internal Audit","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Wales","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Wales","Knowledge and Information Management","110","110","34400","31650"
"In post","2021","Heterosexual / straight","Wales","Legal","460","430","46100","48080"
"In post","2021","Heterosexual / straight","Wales","Medicine","210","190","49320","43760"
"In post","2021","Heterosexual / straight","Wales","Operational Delivery","10650","9730","27440","23830"
"In post","2021","Heterosexual / straight","Wales","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Wales","Other","880","840","35990","34490"
"In post","2021","Heterosexual / straight","Wales","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Wales","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Wales","Policy","1540","1460","41600","37410"
"In post","2021","Heterosexual / straight","Wales","Project Delivery","380","360","41590","38640"
"In post","2021","Heterosexual / straight","Wales","Property","300","280","35700","33250"
"In post","2021","Heterosexual / straight","Wales","Psychology","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Wales","Science and Engineering","350","340","42350","40720"
"In post","2021","Heterosexual / straight","Wales","Security","220","210","26690","25390"
"In post","2021","Heterosexual / straight","Wales","Social Research","280","270","41450","43760"
"In post","2021","Heterosexual / straight","Wales","Statistics","240","230","41540","37460"
"In post","2021","Heterosexual / straight","Wales","Tax","880","840","31330","31810"
"In post","2021","Heterosexual / straight","Wales","Unknown","3890","3520","26180","27570"
"In post","2021","Heterosexual / straight","Wales","Veterinarian","60","50","45240","37910"
"In post","2021","Heterosexual / straight","West Midlands (England)","Commercial","180","170","39730","38000"
"In post","2021","Heterosexual / straight","West Midlands (England)","Communications","110","100","38900","36500"
"In post","2021","Heterosexual / straight","West Midlands (England)","Corporate Finance","[c]","[c]","[c]","[c]"
