"Status","Year","Region_ITL2","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Merseyside","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Ministry of Justice","Heterosexual / straight","1240","1140","27780","24550"
"In post","2021","Merseyside","Ministry of Justice","LGBO","80","80","27380","23940"
"In post","2021","Merseyside","Ministry of Justice","Undeclared","140","130","27360","24000"
"In post","2021","Merseyside","Ministry of Justice","Unknown","310","280","26870","25400"
"In post","2021","Merseyside","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Other Cabinet Office Agencies","Heterosexual / straight","290","290","39320","35290"
"In post","2021","Merseyside","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Other Cabinet Office Agencies","Unknown","90","90","34310","30810"
"In post","2021","North Eastern Scotland","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","80","70","49200","40200"
"In post","2021","North Eastern Scotland","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Department for Business, Energy and Industrial Strategy","Unknown","40","40","[c]","[c]"
"In post","2021","North Eastern Scotland","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Department for Transport","Heterosexual / straight","60","60","32760","27680"
"In post","2021","North Eastern Scotland","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Department for Work and Pensions","Heterosexual / straight","250","230","42420","27570"
"In post","2021","North Eastern Scotland","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Department for Work and Pensions","Undeclared","50","50","[c]","[c]"
"In post","2021","North Eastern Scotland","Department for Work and Pensions","Unknown","50","50","36160","27570"
"In post","2021","North Eastern Scotland","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Ministry of Defence","Heterosexual / straight","70","70","38000","44070"
"In post","2021","North Eastern Scotland","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Scottish Government","Heterosexual / straight","570","540","35610","33550"
"In post","2021","North Eastern Scotland","Scottish Government","LGBO","40","40","[c]","[c]"
"In post","2021","North Eastern Scotland","Scottish Government","Undeclared","110","90","28240","22820"
"In post","2021","North Eastern Scotland","Scottish Government","Unknown","410","390","32200","30650"
"In post","2021","North Yorkshire","Attorney General's Departments","Heterosexual / straight","220","210","45080","50850"
"In post","2021","North Yorkshire","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Attorney General's Departments","Unknown","70","60","54600","55610"
"In post","2021","North Yorkshire","Cabinet Office","Heterosexual / straight","220","210","30610","29200"
"In post","2021","North Yorkshire","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Cabinet Office","Unknown","190","180","27930","21580"
"In post","2021","North Yorkshire","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Department for Environment, Food and Rural Affairs","Heterosexual / straight","620","600","36140","31910"
"In post","2021","North Yorkshire","Department for Environment, Food and Rural Affairs","LGBO","50","50","[c]","[c]"
"In post","2021","North Yorkshire","Department for Environment, Food and Rural Affairs","Undeclared","70","60","35910","31960"
"In post","2021","North Yorkshire","Department for Environment, Food and Rural Affairs","Unknown","180","170","30800","25880"
"In post","2021","North Yorkshire","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Department for Work and Pensions","Heterosexual / straight","390","360","30520","27570"
"In post","2021","North Yorkshire","Department for Work and Pensions","LGBO","30","30","[c]","[c]"
"In post","2021","North Yorkshire","Department for Work and Pensions","Undeclared","60","60","30990","27570"
"In post","2021","North Yorkshire","Department for Work and Pensions","Unknown","100","90","27900","27570"
"In post","2021","North Yorkshire","Department of Health and Social Care","Heterosexual / straight","70","70","45050","37470"
"In post","2021","North Yorkshire","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Food Standards Agency","Heterosexual / straight","200","190","37930","37350"
"In post","2021","North Yorkshire","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Food Standards Agency","Unknown","50","40","[c]","[c]"
"In post","2021","North Yorkshire","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Ministry of Defence","Heterosexual / straight","1130","1090","28760","25660"
"In post","2021","North Yorkshire","Ministry of Defence","LGBO","40","30","[c]","[c]"
"In post","2021","North Yorkshire","Ministry of Defence","Undeclared","190","180","30630","29200"
"In post","2021","North Yorkshire","Ministry of Defence","Unknown","140","130","27800","25680"
"In post","2021","North Yorkshire","Ministry of Justice","Heterosexual / straight","300","270","29860","25790"
"In post","2021","North Yorkshire","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Ministry of Justice","Undeclared","40","30","[c]","[c]"
"In post","2021","North Yorkshire","Ministry of Justice","Unknown","30","30","[c]","[c]"
"In post","2021","North Yorkshire","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Office for Standards in Education","Heterosexual / straight","120","110","63920","70500"
"In post","2021","North Yorkshire","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Transport","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Northern Ireland","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Food Standards Agency","Heterosexual / straight","60","60","37860","37910"
"In post","2021","Northern Ireland","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","HM Revenue and Customs","Heterosexual / straight","1170","1090","30420","28130"
"In post","2021","Northern Ireland","HM Revenue and Customs","LGBO","70","60","26460","25560"
"In post","2021","Northern Ireland","HM Revenue and Customs","Undeclared","100","100","29670","28130"
"In post","2021","Northern Ireland","HM Revenue and Customs","Unknown","660","610","25120","21440"
"In post","2021","Northern Ireland","Home Office","Heterosexual / straight","430","390","25200","24890"
"In post","2021","Northern Ireland","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Home Office","Undeclared","40","40","[c]","[c]"
"In post","2021","Northern Ireland","Home Office","Unknown","50","40","[c]","[c]"
"In post","2021","Northern Ireland","Ministry of Defence","Heterosexual / straight","770","750","24370","20660"
"In post","2021","Northern Ireland","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Ministry of Defence","Undeclared","70","70","25250","21880"
"In post","2021","Northern Ireland","Ministry of Defence","Unknown","60","60","22800","20310"
"In post","2021","Northern Ireland","National Crime Agency","Heterosexual / straight","90","90","39540","37970"
"In post","2021","Northern Ireland","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland Office","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland Office","Unknown","30","30","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Attorney General's Departments","Heterosexual / straight","170","160","38510","34480"
"In post","2021","Northumberland and Tyne and Wear","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Attorney General's Departments","Unknown","50","50","37590","28430"
"In post","2021","Northumberland and Tyne and Wear","Cabinet Office","Heterosexual / straight","310","290","28350","23850"
"In post","2021","Northumberland and Tyne and Wear","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Cabinet Office","Unknown","60","50","30250","28000"
"In post","2021","Northumberland and Tyne and Wear","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","110","100","32460","30950"
"In post","2021","Northumberland and Tyne and Wear","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department for Business, Energy and Industrial Strategy","Unknown","60","60","27220","24250"
"In post","2021","Northumberland and Tyne and Wear","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department for Education","Heterosexual / straight","50","50","40810","36960"
"In post","2021","Northumberland and Tyne and Wear","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department for Environment, Food and Rural Affairs","Heterosexual / straight","330","300","33250","29690"
"In post","2021","Northumberland and Tyne and Wear","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department for Environment, Food and Rural Affairs","Undeclared","40","40","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department for Environment, Food and Rural Affairs","Unknown","150","150","28720","24920"
"In post","2021","Northumberland and Tyne and Wear","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department for Transport","Heterosexual / straight","180","160","28130","26700"
"In post","2021","Northumberland and Tyne and Wear","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department for Transport","Undeclared","80","70","25200","21590"
"In post","2021","Northumberland and Tyne and Wear","Department for Transport","Unknown","40","40","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department for Work and Pensions","Heterosexual / straight","4960","4430","28080","27570"
"In post","2021","Northumberland and Tyne and Wear","Department for Work and Pensions","LGBO","270","250","26860","27570"
"In post","2021","Northumberland and Tyne and Wear","Department for Work and Pensions","Undeclared","500","440","28380","27570"
"In post","2021","Northumberland and Tyne and Wear","Department for Work and Pensions","Unknown","1570","1350","27430","27570"
"In post","2021","Northumberland and Tyne and Wear","Department of Health and Social Care","Heterosexual / straight","90","80","43440","36510"
"In post","2021","Northumberland and Tyne and Wear","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","HM Revenue and Customs","Heterosexual / straight","5700","5100","29510","25560"
"In post","2021","Northumberland and Tyne and Wear","HM Revenue and Customs","LGBO","310","300","28400","25560"
"In post","2021","Northumberland and Tyne and Wear","HM Revenue and Customs","Undeclared","620","540","28660","25560"
"In post","2021","Northumberland and Tyne and Wear","HM Revenue and Customs","Unknown","3840","3340","25400","21440"
"In post","2021","Northumberland and Tyne and Wear","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Home Office","Heterosexual / straight","200","190","28040","25370"
"In post","2021","Northumberland and Tyne and Wear","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Home Office","Undeclared","30","30","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Ministry of Defence","Heterosexual / straight","150","140","24770","21130"
"In post","2021","Northumberland and Tyne and Wear","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Ministry of Housing, Communities and Local Government","Heterosexual / straight","60","50","40060","36340"
"In post","2021","Northumberland and Tyne and Wear","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Ministry of Justice","Heterosexual / straight","870","790","26170","22880"
"In post","2021","Northumberland and Tyne and Wear","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Ministry of Justice","Undeclared","90","80","25940","21640"
"In post","2021","Northumberland and Tyne and Wear","Ministry of Justice","Unknown","70","60","22550","19830"
"In post","2021","Northumberland and Tyne and Wear","National Crime Agency","Heterosexual / straight","80","80","35230","36410"
"In post","2021","Northumberland and Tyne and Wear","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Department for Transport","Heterosexual / straight","70","70","32930","30780"
"In post","2021","Outer London - East and North East","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Department for Transport","Undeclared","50","40","[c]","[c]"
"In post","2021","Outer London - East and North East","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Department for Work and Pensions","Heterosexual / straight","1210","1130","30320","31060"
"In post","2021","Outer London - East and North East","Department for Work and Pensions","LGBO","50","50","31600","31060"
"In post","2021","Outer London - East and North East","Department for Work and Pensions","Undeclared","150","130","29620","31060"
"In post","2021","Outer London - East and North East","Department for Work and Pensions","Unknown","530","470","29900","31060"
"In post","2021","Outer London - East and North East","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Ministry of Defence","Heterosexual / straight","80","80","32850","33950"
"In post","2021","Outer London - East and North East","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Ministry of Justice","Heterosexual / straight","1010","960","31290","31480"
"In post","2021","Outer London - East and North East","Ministry of Justice","LGBO","50","50","32070","31590"
"In post","2021","Outer London - East and North East","Ministry of Justice","Undeclared","120","110","30840","31590"
"In post","2021","Outer London - East and North East","Ministry of Justice","Unknown","360","350","29500","28960"
"In post","2021","Outer London - South","Attorney General's Departments","Heterosexual / straight","70","60","39390","32050"
"In post","2021","Outer London - South","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Cabinet Office","Unknown","50","50","[c]","[c]"
"In post","2021","Outer London - South","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Department for Business, Energy and Industrial Strategy","Unknown","30","30","[c]","[c]"
"In post","2021","Outer London - South","Department for Education","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Outer London - South","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Department for Transport","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Outer London - South","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Department for Work and Pensions","Heterosexual / straight","560","530","30760","31060"
"In post","2021","Outer London - South","Department for Work and Pensions","LGBO","40","30","[c]","[c]"
"In post","2021","Outer London - South","Department for Work and Pensions","Undeclared","70","70","31020","31060"
"In post","2021","Outer London - South","Department for Work and Pensions","Unknown","170","150","30940","31060"
"In post","2021","Outer London - South","HM Land Registry","Heterosexual / straight","210","200","42830","37290"
"In post","2021","Outer London - South","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","HM Land Registry","Undeclared","50","40","[c]","[c]"
"In post","2021","Outer London - South","HM Land Registry","Unknown","110","110","39190","30600"
"In post","2021","Outer London - South","HM Revenue and Customs","Heterosexual / straight","1410","1340","40410","36160"
"In post","2021","Outer London - South","HM Revenue and Customs","LGBO","80","70","38830","35080"
"In post","2021","Outer London - South","HM Revenue and Customs","Undeclared","230","210","38780","36160"
"In post","2021","Outer London - South","HM Revenue and Customs","Unknown","710","680","36440","36160"
"In post","2021","Outer London - South","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Home Office","Heterosexual / straight","4270","4030","38290","35070"
"In post","2021","Outer London - South","Home Office","LGBO","140","130","42780","37460"
"In post","2021","Outer London - South","Home Office","Undeclared","650","620","38500","35070"
"In post","2021","Outer London - South","Home Office","Unknown","250","250","39810","35050"
"In post","2021","Outer London - South","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - South","Ministry of Justice","Heterosexual / straight","930","880","34840","30110"
