"Status","Year","Sex","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Female","East Anglia","Unknown","180","170","25180","22350"
"New entrant CS","2021","Female","East Wales","Declared disabled","70","70","28080","27570"
"New entrant CS","2021","Female","East Wales","Declared non-disabled","470","460","26010","23320"
"New entrant CS","2021","Female","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Wales","Unknown","440","420","26320","23050"
"New entrant CS","2021","Female","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Yorkshire and Northern Lincolnshire","Declared non-disabled","110","110","23670","22850"
"New entrant CS","2021","Female","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Yorkshire and Northern Lincolnshire","Unknown","80","80","23630","22350"
"New entrant CS","2021","Female","Eastern Scotland","Declared disabled","80","80","27950","27570"
"New entrant CS","2021","Female","Eastern Scotland","Declared non-disabled","520","500","27850","26160"
"New entrant CS","2021","Female","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Eastern Scotland","Unknown","560","540","30050","25980"
"New entrant CS","2021","Female","Essex","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Female","Essex","Declared non-disabled","300","280","27400","29290"
"New entrant CS","2021","Female","Essex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Essex","Unknown","140","140","27030","24560"
"New entrant CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","140","130","27020","27570"
"New entrant CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","1110","1040","28490","27570"
"New entrant CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","60","60","31920","28590"
"New entrant CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","390","370","29700","27570"
"New entrant CS","2021","Female","Greater Manchester","Declared disabled","90","90","26640","27570"
"New entrant CS","2021","Female","Greater Manchester","Declared non-disabled","760","740","27630","27570"
"New entrant CS","2021","Female","Greater Manchester","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Female","Greater Manchester","Unknown","510","500","26260","24880"
"New entrant CS","2021","Female","Hampshire and Isle of Wight","Declared disabled","80","80","25940","27570"
"New entrant CS","2021","Female","Hampshire and Isle of Wight","Declared non-disabled","570","540","27230","26670"
"New entrant CS","2021","Female","Hampshire and Isle of Wight","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Female","Hampshire and Isle of Wight","Unknown","310","290","28750","26130"
"New entrant CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","160","150","24700","22850"
"New entrant CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Female","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Highlands and Islands","Declared non-disabled","80","80","24920","23310"
"New entrant CS","2021","Female","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Inner London - East","Declared disabled","140","130","31630","31060"
"New entrant CS","2021","Female","Inner London - East","Declared non-disabled","1200","1140","34190","31060"
"New entrant CS","2021","Female","Inner London - East","Undeclared","120","100","38840","32330"
"New entrant CS","2021","Female","Inner London - East","Unknown","550","530","34180","31060"
"New entrant CS","2021","Female","Inner London - West","Declared disabled","320","310","34110","31990"
"New entrant CS","2021","Female","Inner London - West","Declared non-disabled","2020","1990","36210","32560"
"New entrant CS","2021","Female","Inner London - West","Undeclared","220","220","36510","32350"
"New entrant CS","2021","Female","Inner London - West","Unknown","2090","2050","36950","32740"
"New entrant CS","2021","Female","Kent","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Female","Kent","Declared non-disabled","370","370","27400","29290"
"New entrant CS","2021","Female","Kent","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Kent","Unknown","200","190","25040","24020"
"New entrant CS","2021","Female","Lancashire","Declared disabled","70","60","24000","21010"
"New entrant CS","2021","Female","Lancashire","Declared non-disabled","420","400","23320","21010"
"New entrant CS","2021","Female","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Lancashire","Unknown","170","170","23830","21010"
"New entrant CS","2021","Female","Leicestershire, Rutland and Northamptonshire","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Female","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","280","270","24710","23520"
"New entrant CS","2021","Female","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Leicestershire, Rutland and Northamptonshire","Unknown","170","160","23610","21970"
"New entrant CS","2021","Female","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Lincolnshire","Declared non-disabled","80","80","25840","24960"
"New entrant CS","2021","Female","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Merseyside","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Female","Merseyside","Declared non-disabled","320","310","24950","23070"
"New entrant CS","2021","Female","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Merseyside","Unknown","330","320","25530","22230"
"New entrant CS","2021","Female","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","North Eastern Scotland","Declared non-disabled","50","50","27000","27570"
"New entrant CS","2021","Female","North Eastern Scotland","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Female","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","North Yorkshire","Declared non-disabled","210","200","29840","27570"
"New entrant CS","2021","Female","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","North Yorkshire","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Female","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Northern Ireland","Declared non-disabled","60","50","24900","20140"
"New entrant CS","2021","Female","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Northern Ireland","Unknown","90","80","23880","20140"
"New entrant CS","2021","Female","Northumberland and Tyne and Wear","Declared disabled","90","90","25140","21050"
"New entrant CS","2021","Female","Northumberland and Tyne and Wear","Declared non-disabled","740","720","24810","21010"
"New entrant CS","2021","Female","Northumberland and Tyne and Wear","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","Female","Northumberland and Tyne and Wear","Unknown","470","450","24320","21010"
"New entrant CS","2021","Female","Outer London - East and North East","Declared disabled","60","50","30480","31060"
"New entrant CS","2021","Female","Outer London - East and North East","Declared non-disabled","370","360","29420","31060"
"New entrant CS","2021","Female","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Outer London - East and North East","Unknown","140","140","27230","28720"
"New entrant CS","2021","Female","Outer London - South","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2021","Female","Outer London - South","Declared non-disabled","270","260","31070","31060"
"New entrant CS","2021","Female","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Outer London - South","Unknown","280","280","32810","28650"
"New entrant CS","2021","Female","Outer London - West and North West","Declared disabled","70","70","29290","31060"
"New entrant CS","2021","Female","Outer London - West and North West","Declared non-disabled","590","560","30850","31060"
"New entrant CS","2021","Female","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Outer London - West and North West","Unknown","190","190","27340","28650"
"New entrant CS","2021","Female","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Shropshire and Staffordshire","Declared disabled","60","50","24780","27570"
"New entrant CS","2021","Female","Shropshire and Staffordshire","Declared non-disabled","350","330","25320","24120"
"New entrant CS","2021","Female","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Shropshire and Staffordshire","Unknown","180","160","25070","22350"
"New entrant CS","2021","Female","South Yorkshire","Declared disabled","50","50","26780","27570"
"New entrant CS","2021","Female","South Yorkshire","Declared non-disabled","270","260","25400","22850"
"New entrant CS","2021","Female","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","South Yorkshire","Unknown","230","220","26730","25000"
"New entrant CS","2021","Female","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Southern Scotland","Declared non-disabled","140","140","24950","25140"
"New entrant CS","2021","Female","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Southern Scotland","Unknown","100","100","23120","20140"
"New entrant CS","2021","Female","Surrey, East and West Sussex","Declared disabled","60","60","26920","27570"
"New entrant CS","2021","Female","Surrey, East and West Sussex","Declared non-disabled","530","500","26460","27570"
"New entrant CS","2021","Female","Surrey, East and West Sussex","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Female","Surrey, East and West Sussex","Unknown","170","160","26360","24440"
"New entrant CS","2021","Female","Tees Valley and Durham","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Female","Tees Valley and Durham","Declared non-disabled","210","200","22400","21010"
"New entrant CS","2021","Female","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Tees Valley and Durham","Unknown","160","150","24860","22350"
"New entrant CS","2021","Female","Unknown","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Declared non-disabled","160","150","28900","27570"
"New entrant CS","2021","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Unknown","330","320","34060","28000"
"New entrant CS","2021","Female","West Central Scotland","Declared disabled","60","50","23520","21010"
"New entrant CS","2021","Female","West Central Scotland","Declared non-disabled","480","470","27140","25410"
"New entrant CS","2021","Female","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","West Central Scotland","Unknown","270","260","26700","23340"
"New entrant CS","2021","Female","West Midlands","Declared disabled","90","80","26910","27570"
"New entrant CS","2021","Female","West Midlands","Declared non-disabled","590","560","28170","27570"
"New entrant CS","2021","Female","West Midlands","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Female","West Midlands","Unknown","440","430","28330","24250"
"New entrant CS","2021","Female","West Wales and The Valleys","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Female","West Wales and The Valleys","Declared non-disabled","320","300","24200","21430"
"New entrant CS","2021","Female","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","West Wales and The Valleys","Unknown","210","190","22100","21590"
"New entrant CS","2021","Female","West Yorkshire","Declared disabled","110","110","26700","27570"
"New entrant CS","2021","Female","West Yorkshire","Declared non-disabled","630","600","27000","27570"
"New entrant CS","2021","Female","West Yorkshire","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","Female","West Yorkshire","Unknown","570","560","29280","25560"
"New entrant CS","2021","Male","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bedfordshire and Hertfordshire","Declared non-disabled","200","200","27940","27850"
"New entrant CS","2021","Male","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bedfordshire and Hertfordshire","Unknown","100","100","28340","27770"
"New entrant CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","350","340","30020","27570"
"New entrant CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Unknown","190","180","29160","27270"
"New entrant CS","2021","Male","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cheshire","Declared non-disabled","150","150","26120","24920"
"New entrant CS","2021","Male","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cheshire","Unknown","130","130","31010","28840"
"New entrant CS","2021","Male","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cornwall and Isles of Scilly","Declared non-disabled","60","60","26260","26350"
"New entrant CS","2021","Male","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cumbria","Declared non-disabled","50","50","30950","24460"
"New entrant CS","2021","Male","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Derbyshire and Nottinghamshire","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","Male","Derbyshire and Nottinghamshire","Declared non-disabled","280","280","28150","26370"
"New entrant CS","2021","Male","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Derbyshire and Nottinghamshire","Unknown","210","210","28060","25560"
"New entrant CS","2021","Male","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Devon","Declared non-disabled","310","310","26790","24150"
"New entrant CS","2021","Male","Devon","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Devon","Unknown","170","160","27600","23540"
"New entrant CS","2021","Male","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dorset and Somerset","Declared non-disabled","160","160","25890","25850"
"New entrant CS","2021","Male","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dorset and Somerset","Unknown","80","70","25730","22850"
"New entrant CS","2021","Male","East Anglia","Declared disabled","50","50","25780","27570"
"New entrant CS","2021","Male","East Anglia","Declared non-disabled","420","410","27950","27570"
"New entrant CS","2021","Male","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Anglia","Unknown","150","150","27100","24920"
"New entrant CS","2021","Male","East Wales","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Male","East Wales","Declared non-disabled","400","400","27470","23050"
"New entrant CS","2021","Male","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Wales","Unknown","450","450","27070","23050"
"New entrant CS","2021","Male","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Yorkshire and Northern Lincolnshire","Declared non-disabled","100","100","25400","25230"
"New entrant CS","2021","Male","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Yorkshire and Northern Lincolnshire","Unknown","100","100","24990","22850"
"New entrant CS","2021","Male","Eastern Scotland","Declared disabled","70","60","29570","27570"
"New entrant CS","2021","Male","Eastern Scotland","Declared non-disabled","350","350","28050","25560"
"New entrant CS","2021","Male","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Eastern Scotland","Unknown","480","470","29500","23340"
"New entrant CS","2021","Male","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Essex","Declared non-disabled","160","160","27400","29290"
"New entrant CS","2021","Male","Essex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Essex","Unknown","100","100","29340","25560"
"New entrant CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","90","90","29480","27570"
"New entrant CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","950","940","32980","28000"
"New entrant CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","410","400","30380","27540"
"New entrant CS","2021","Male","Greater Manchester","Declared disabled","90","90","27200","27570"
"New entrant CS","2021","Male","Greater Manchester","Declared non-disabled","610","600","28930","27570"
"New entrant CS","2021","Male","Greater Manchester","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester","Unknown","530","530","29300","25560"
"New entrant CS","2021","Male","Hampshire and Isle of Wight","Declared disabled","60","50","27780","27570"
"New entrant CS","2021","Male","Hampshire and Isle of Wight","Declared non-disabled","460","450","29630","27570"
"New entrant CS","2021","Male","Hampshire and Isle of Wight","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Male","Hampshire and Isle of Wight","Unknown","320","310","30320","26590"
"New entrant CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","140","130","26810","22920"
"New entrant CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Highlands and Islands","Declared non-disabled","70","70","24430","21010"
"New entrant CS","2021","Male","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inner London - East","Declared disabled","70","70","33780","31060"
"New entrant CS","2021","Male","Inner London - East","Declared non-disabled","780","750","36850","31060"
"New entrant CS","2021","Male","Inner London - East","Undeclared","50","50","41750","31450"
"New entrant CS","2021","Male","Inner London - East","Unknown","420","410","37670","32260"
"New entrant CS","2021","Male","Inner London - West","Declared disabled","180","180","35560","32560"
"New entrant CS","2021","Male","Inner London - West","Declared non-disabled","1700","1690","38620","33570"
"New entrant CS","2021","Male","Inner London - West","Undeclared","230","230","38440","34360"
"New entrant CS","2021","Male","Inner London - West","Unknown","1560","1550","40460","33390"
"New entrant CS","2021","Male","Kent","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Male","Kent","Declared non-disabled","260","260","27000","28590"
"New entrant CS","2021","Male","Kent","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kent","Unknown","200","200","25960","24880"
"New entrant CS","2021","Male","Lancashire","Declared disabled","60","60","22450","21010"
"New entrant CS","2021","Male","Lancashire","Declared non-disabled","380","380","23390","21010"
"New entrant CS","2021","Male","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Lancashire","Unknown","150","150","24770","21010"
"New entrant CS","2021","Male","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","210","210","24680","22850"
"New entrant CS","2021","Male","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Leicestershire, Rutland and Northamptonshire","Unknown","130","130","25450","22850"
"New entrant CS","2021","Male","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Lincolnshire","Declared non-disabled","100","100","26840","25870"
"New entrant CS","2021","Male","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Merseyside","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2021","Male","Merseyside","Declared non-disabled","210","210","27200","26370"
"New entrant CS","2021","Male","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Merseyside","Unknown","290","280","27900","22350"
"New entrant CS","2021","Male","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","North Eastern Scotland","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Male","North Eastern Scotland","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Male","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","North Yorkshire","Declared non-disabled","170","160","31240","27570"
"New entrant CS","2021","Male","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","North Yorkshire","Unknown","60","50","25910","23540"
"New entrant CS","2021","Male","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Northern Ireland","Declared non-disabled","70","70","23690","20140"
"New entrant CS","2021","Male","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Northern Ireland","Unknown","130","120","23940","20610"
"New entrant CS","2021","Male","Northumberland and Tyne and Wear","Declared disabled","100","100","25910","21010"
"New entrant CS","2021","Male","Northumberland and Tyne and Wear","Declared non-disabled","650","650","25290","21010"
"New entrant CS","2021","Male","Northumberland and Tyne and Wear","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Male","Northumberland and Tyne and Wear","Unknown","430","430","24490","21010"
"New entrant CS","2021","Male","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Outer London - East and North East","Declared non-disabled","240","240","29380","31060"
"New entrant CS","2021","Male","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Outer London - East and North East","Unknown","80","80","28390","30150"
"New entrant CS","2021","Male","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Outer London - South","Declared non-disabled","180","170","31120","31060"
"New entrant CS","2021","Male","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Outer London - South","Unknown","280","280","36860","33650"
"New entrant CS","2021","Male","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Outer London - West and North West","Declared non-disabled","360","360","30880","31060"
"New entrant CS","2021","Male","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Outer London - West and North West","Unknown","150","150","29500","28650"
"New entrant CS","2021","Male","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Shropshire and Staffordshire","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Male","Shropshire and Staffordshire","Declared non-disabled","260","260","26260","25380"
"New entrant CS","2021","Male","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Shropshire and Staffordshire","Unknown","150","140","26060","22850"
"New entrant CS","2021","Male","South Yorkshire","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Male","South Yorkshire","Declared non-disabled","200","200","27150","22850"
"New entrant CS","2021","Male","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","South Yorkshire","Unknown","200","200","30180","25000"
"New entrant CS","2021","Male","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Southern Scotland","Declared non-disabled","100","100","24720","25140"
"New entrant CS","2021","Male","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Southern Scotland","Unknown","100","100","21230","20140"
"New entrant CS","2021","Male","Surrey, East and West Sussex","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Male","Surrey, East and West Sussex","Declared non-disabled","350","350","27400","27570"
"New entrant CS","2021","Male","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Surrey, East and West Sussex","Unknown","140","140","28210","26100"
"New entrant CS","2021","Male","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tees Valley and Durham","Declared non-disabled","160","160","22290","21010"
"New entrant CS","2021","Male","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tees Valley and Durham","Unknown","120","120","25910","22850"
"New entrant CS","2021","Male","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Declared non-disabled","120","120","30790","27570"
"New entrant CS","2021","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Unknown","220","210","40680","28000"
"New entrant CS","2021","Male","West Central Scotland","Declared disabled","50","50","25160","21010"
"New entrant CS","2021","Male","West Central Scotland","Declared non-disabled","380","370","27500","23450"
"New entrant CS","2021","Male","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","West Central Scotland","Unknown","270","260","28030","23540"
"New entrant CS","2021","Male","West Midlands","Declared disabled","50","50","29070","27570"
"New entrant CS","2021","Male","West Midlands","Declared non-disabled","370","370","28820","27570"
"New entrant CS","2021","Male","West Midlands","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Male","West Midlands","Unknown","380","370","30750","25000"
"New entrant CS","2021","Male","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","West Wales and The Valleys","Declared non-disabled","270","260","25410","21590"
"New entrant CS","2021","Male","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","West Wales and The Valleys","Unknown","130","120","25030","21590"
"New entrant CS","2021","Male","West Yorkshire","Declared disabled","60","60","27020","27570"
"New entrant CS","2021","Male","West Yorkshire","Declared non-disabled","510","500","27920","27570"
"New entrant CS","2021","Male","West Yorkshire","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Male","West Yorkshire","Unknown","540","530","28650","24880"
"New entrant CS","2021","Unknown","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hampshire and Isle of Wight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - East","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
